COUNTYFIPS,COUNTY,STATE,community_type,pct_bachelors_degree,pct_graduate_degree,pct_hs_graduate,pct_less_than_hs,pct_associate_degree,pct_any_posths_education
13805,County_13805,Illinois,Rural,15.78,1.45,74.53,25.47,4.31,22.94
1187,County_1187,Alabama,Rural,10.5,6.5,76.1,23.9,6.02,20.44
11949,County_11949,Hawaii,Rural,7.23,1.8,70.1,29.9,6.89,13.63
50827,County_50827,Wyoming,Rural,15.4,6.01,76.56,,5.3,30.86
7821,County_7821,Connecticut,Rural,20.24,6.44,82.62,17.38,4.2,32.38
56493,County_56493,Other,Urban,17.99,0.97,72.05,27.95,1.77,20.98
6479,County_6479,Colorado,Urban,22.36,5.32,82.68,17.32,5.35,33.52
20805,County_20805,Maryland,Rural,10.82,6.68,72.06,27.94,7.86,26.26
32785,County_32785,New York,Urban,17.66,3.45,67.6,32.4,4.87,24.47
48541,County_48541,West Virginia,Rural,18.23,7.82,81.14,18.86,5.14,32.66
30333,County_30333,New Jersey,Rural,18.3,3.87,75.31,24.69,4.27,32.07
14249,County_14249,Indiana,Rural,14.24,1.98,70.91,29.09,3.59,25.56
5997,County_5997,California,Rural,18.84,6.17,67.97,32.03,8.45,35.18
56053,County_56053,Other,Urban,9.15,6.43,66.95,33.05,3.95,18.03
11687,County_11687,Hawaii,Urban,5.57,3.22,68.94,31.06,6.4,15.01
44629,County_44629,Utah,Rural,13.82,7.62,73.4,26.6,4.85,31.12
19907,County_19907,Maine,Rural,20.52,5.66,75.22,24.78,4.5,32.67
35735,County_35735,Ohio,Rural,22.38,8.56,70.66,29.34,5.66,38.03
35135,County_35135,Ohio,Suburban/Small City,10.83,7.22,70.78,29.22,8.82,30.48
40193,County_40193,South Carolina,Rural,4.84,5.25,68.87,31.13,3.72,15.34
20841,County_20841,Maryland,Rural,21.28,5.69,67.69,32.31,,36.07
44715,County_44715,Utah,Rural,,8.12,76.62,23.38,9.14,28.21
30083,County_30083,New Jersey,Urban,21.68,11.78,74.69,25.31,2.54,38.05
28359,County_28359,Nevada,Suburban/Small City,6.57,1.87,71.3,28.7,6.83,16.27
50765,County_50765,Wyoming,Rural,15.41,5.07,66.83,33.17,3.89,23.42
46071,County_46071,Virginia,Rural,4.63,0.91,62.19,37.81,5.5,10.97
6019,County_6019,Colorado,Rural,14.32,9.24,81.97,18.03,9.26,37.62
40393,County_40393,South Carolina,Rural,22.1,11.21,85.96,14.04,8.65,39.97
43589,County_43589,Texas,Rural,9.71,1.53,65.57,34.43,4.78,14.62
48121,County_48121,West Virginia,Rural,18.41,6.86,71.84,28.16,5.76,36.77
52263,County_52263,Other,Rural,14.64,5.38,67.66,32.34,5.43,26.77
56755,County_56755,Other,Rural,11.48,7.93,79.78,20.22,8.12,30.41
51983,County_51983,Other,Urban,24.97,8.53,78.08,21.92,8.84,47.9
36807,County_36807,Oklahoma,Rural,15.13,0.52,77.69,22.31,7.0,24.28
23421,County_23421,Minnesota,Rural,11.41,4.36,72.19,27.81,4.36,
38731,County_38731,Pennsylvania,Rural,10.25,1.64,60.23,39.77,5.57,19.2
35463,County_35463,Ohio,Rural,9.06,7.24,68.37,31.63,5.33,23.68
19469,County_19469,Maine,Suburban/Small City,11.32,3.06,,27.32,7.06,27.03
35409,County_35409,Ohio,Urban,12.77,6.89,73.73,26.27,4.79,29.34
26545,County_26545,Montana,Rural,20.1,9.22,85.99,14.01,6.97,37.63
19869,County_19869,Maine,Rural,5.03,3.47,69.65,,4.88,18.41
8467,County_8467,Delaware,Rural,24.76,11.5,83.03,16.97,6.49,48.25
43421,County_43421,Texas,Rural,14.34,8.27,82.92,17.08,,28.89
51331,County_51331,Other,Urban,6.6,3.55,68.43,31.57,4.26,18.08
36919,County_36919,Oklahoma,Urban,16.3,3.84,66.83,33.17,4.51,26.79
14295,County_14295,Indiana,Rural,7.39,3.62,68.3,31.7,6.59,19.39
12475,County_12475,Idaho,Rural,13.98,2.52,68.7,31.3,3.91,20.29
13987,County_13987,Illinois,Urban,11.69,3.79,71.85,28.15,2.65,19.42
23427,County_23427,Minnesota,Rural,11.59,2.74,79.09,20.91,8.34,24.3
43777,County_43777,Texas,Rural,14.83,7.11,74.8,25.2,3.32,26.04
22249,County_22249,Michigan,Suburban/Small City,11.66,5.52,76.6,23.4,6.83,25.48
10591,County_10591,Georgia,Urban,8.37,4.75,75.78,24.22,5.77,18.98
40799,County_40799,South Carolina,Rural,20.53,4.51,72.22,27.78,2.76,29.88
7967,County_7967,Connecticut,Rural,8.24,5.94,65.91,34.09,6.49,21.13
25235,County_25235,Missouri,Rural,4.27,2.85,69.66,30.34,3.37,14.93
41867,County_41867,South Dakota,Urban,14.15,5.34,68.66,31.34,4.87,25.99
8319,County_8319,Delaware,Rural,24.93,10.91,83.2,16.8,4.91,43.57
23749,County_23749,Minnesota,Urban,18.24,7.77,72.67,27.33,9.99,40.09
54769,County_54769,Other,Rural,26.18,,84.01,15.99,5.73,42.55
20475,County_20475,Maryland,Urban,4.1,6.63,63.75,36.25,4.76,18.22
24885,County_24885,Mississippi,Rural,7.12,4.5,71.39,28.61,6.7,22.98
3879,County_3879,Arizona,Rural,19.42,5.56,75.01,24.99,6.25,34.03
21853,County_21853,Massachusetts,Suburban/Small City,18.75,11.05,,24.02,9.36,47.31
13879,County_13879,Illinois,Urban,23.51,11.93,76.75,23.25,7.48,42.94
40759,County_40759,South Carolina,Rural,19.25,10.75,80.09,19.91,8.09,41.12
23517,County_23517,Minnesota,Rural,,6.5,78.52,21.48,6.03,
1979,County_1979,Alabama,Rural,20.19,9.32,79.82,20.18,4.99,37.33
56163,County_56163,Other,Suburban/Small City,19.46,4.98,81.96,18.04,9.56,33.81
33407,County_33407,North Carolina,Rural,31.12,,88.0,12.0,5.63,49.41
41877,County_41877,South Dakota,Urban,22.47,8.71,77.18,22.82,7.45,40.17
32623,County_32623,New York,Urban,15.55,7.74,78.54,21.46,5.73,27.93
34743,County_34743,North Dakota,Rural,20.14,6.44,84.14,15.86,5.48,35.85
5809,County_5809,California,Urban,16.65,5.45,82.44,17.56,4.4,28.19
17323,County_17323,Kentucky,Urban,21.41,6.97,76.83,23.17,3.93,33.34
25501,County_25501,Missouri,Urban,15.41,9.47,68.11,31.89,5.72,33.33
10835,County_10835,Georgia,Urban,21.91,3.25,75.14,24.86,4.6,31.21
50497,County_50497,Wyoming,Rural,16.8,11.28,71.58,28.42,6.49,37.62
9447,County_9447,Florida,Suburban/Small City,11.22,3.73,62.25,37.75,6.29,23.31
20125,County_20125,Maryland,Urban,20.59,5.25,80.41,19.59,6.54,35.66
47563,County_47563,Washington,Urban,16.02,4.18,80.14,19.86,8.18,
48205,County_48205,West Virginia,Urban,22.72,8.05,69.93,30.07,8.55,42.64
56143,County_56143,Other,Rural,18.26,,78.89,21.11,8.13,39.02
31751,County_31751,New Mexico,Urban,10.99,0.72,62.69,37.31,4.95,17.5
47265,County_47265,Washington,Rural,14.75,3.05,71.0,29.0,5.04,26.38
36909,County_36909,Oklahoma,Rural,19.38,,70.02,29.98,0.85,25.43
40227,County_40227,South Carolina,Rural,23.25,3.66,69.31,30.69,5.3,33.22
8583,County_8583,Delaware,Rural,9.43,9.46,79.6,20.4,4.13,25.74
38065,County_38065,Pennsylvania,Rural,6.4,1.1,68.89,31.11,6.44,15.34
7337,County_7337,Connecticut,Suburban/Small City,19.54,11.61,85.89,14.11,5.58,43.83
37395,County_37395,Oregon,Rural,6.95,1.57,68.85,31.15,4.84,15.08
17013,County_17013,Kentucky,Urban,13.64,7.35,85.17,14.83,6.37,27.07
16575,County_16575,Kansas,Rural,14.1,5.47,74.76,25.24,7.02,27.04
55303,County_55303,Other,Rural,15.41,2.62,71.02,28.98,4.28,25.2
44851,County_44851,Utah,Urban,17.49,7.94,73.88,26.12,3.41,30.82
7581,County_7581,Connecticut,Urban,12.6,6.12,82.81,17.19,7.36,29.15
30553,County_30553,New Jersey,Urban,18.88,4.29,79.58,20.42,4.52,28.5
37665,County_37665,Oregon,Urban,27.52,6.05,83.21,16.79,8.63,44.26
10801,County_10801,Georgia,Urban,11.79,5.47,75.61,24.39,8.5,28.1
35135,County_35135,Ohio,Suburban/Small City,6.71,2.6,76.52,23.48,5.56,18.55
16893,County_16893,Kansas,Rural,20.71,6.68,85.48,14.52,6.77,38.96
31677,County_31677,New Mexico,Rural,11.87,6.13,76.28,23.72,4.52,22.11
14075,County_14075,Indiana,Urban,17.69,5.33,67.75,32.25,,29.41
37387,County_37387,Oregon,Rural,21.1,5.47,78.55,21.45,5.2,33.33
36517,County_36517,Oklahoma,Urban,13.8,5.21,66.23,33.77,4.29,23.05
12277,County_12277,Idaho,Rural,24.83,12.16,83.66,16.34,8.34,47.28
50843,County_50843,Wyoming,Suburban/Small City,24.58,7.98,72.98,27.02,3.43,39.63
9135,County_9135,Florida,Rural,8.28,6.11,73.78,26.22,9.46,23.45
8207,County_8207,Delaware,Urban,,6.42,77.06,22.94,7.26,36.36
39049,County_39049,Rhode Island,Urban,14.57,9.5,73.36,26.64,9.24,33.95
41261,County_41261,South Dakota,Urban,14.25,8.34,77.16,,7.88,36.42
13139,County_13139,Illinois,Urban,23.02,4.49,71.34,28.66,8.78,38.35
20047,County_20047,Maryland,Rural,9.58,4.02,73.22,,6.32,21.06
27137,County_27137,Nebraska,Rural,9.37,3.88,65.76,34.24,2.33,18.98
47309,County_47309,Washington,Urban,9.49,3.23,72.53,27.47,4.09,20.92
49099,County_49099,Wisconsin,Urban,17.99,5.38,77.21,22.79,10.47,35.18
43795,County_43795,Texas,Rural,24.35,7.93,85.1,14.9,8.37,39.57
39211,County_39211,Rhode Island,Urban,17.88,8.45,71.41,28.59,5.75,33.77
54929,County_54929,Other,Rural,10.81,7.55,82.09,17.91,3.83,26.54
47339,County_47339,Washington,Urban,19.56,4.79,84.67,15.33,8.77,33.77
36579,County_36579,Oklahoma,Rural,11.31,4.06,68.74,31.26,4.37,19.28
23013,County_23013,Minnesota,Urban,23.97,,67.26,32.74,5.54,40.69
17645,County_17645,Kentucky,Urban,20.31,,73.82,26.18,5.11,31.32
29905,County_29905,New Hampshire,Urban,6.28,6.11,70.82,29.18,5.15,20.99
49195,County_49195,Wisconsin,Urban,3.08,4.17,63.06,36.94,5.0,14.45
15475,County_15475,Iowa,Urban,21.04,6.39,83.19,16.81,8.09,36.14
41303,County_41303,South Dakota,Urban,17.43,4.07,78.8,21.2,7.88,31.09
48069,County_48069,West Virginia,Rural,17.45,4.63,70.01,29.99,2.52,27.06
3505,County_3505,Arizona,Rural,13.05,4.8,72.61,27.39,5.59,24.68
5239,County_5239,California,Rural,12.19,0.66,73.56,26.44,5.87,21.94
47863,County_47863,Washington,Urban,12.19,5.7,86.26,13.74,10.75,33.89
27785,County_27785,Nebraska,Urban,15.87,8.04,85.35,14.65,4.17,31.1
52453,County_52453,Other,Rural,19.52,3.67,71.15,28.85,8.78,34.87
46507,County_46507,Virginia,Urban,10.77,4.23,79.37,20.63,7.63,25.96
19711,County_19711,Maine,Rural,15.24,9.17,69.45,30.55,6.49,33.39
37137,County_37137,Oregon,Suburban/Small City,23.24,4.95,80.2,19.8,7.88,37.16
34685,County_34685,North Dakota,Rural,18.91,7.85,71.01,28.99,6.68,36.7
4435,County_4435,Arkansas,Rural,14.9,4.15,75.8,24.2,7.98,29.98
31319,County_31319,New Mexico,Urban,9.18,2.35,77.33,22.67,4.63,22.78
52547,County_52547,Other,Rural,22.99,8.14,83.94,16.06,10.78,45.01
41329,County_41329,South Dakota,Rural,16.31,6.89,61.58,38.42,8.33,34.85
26821,County_26821,Montana,Urban,16.9,11.49,85.86,14.14,4.3,35.39
50687,County_50687,Wyoming,Rural,15.93,2.3,66.46,33.54,1.75,19.8
48047,County_48047,West Virginia,Rural,7.51,3.6,61.02,38.98,2.67,17.03
55911,County_55911,Other,Urban,13.66,7.0,69.39,30.61,5.91,30.12
6145,County_6145,Colorado,Rural,14.34,4.54,73.83,26.17,9.19,31.22
38629,County_38629,Pennsylvania,Rural,16.58,8.94,72.01,27.99,11.57,38.06
49157,County_49157,Wisconsin,Rural,4.39,0.0,73.3,26.7,7.54,16.19
47037,County_47037,Washington,Rural,12.1,3.54,66.17,33.83,,24.31
28765,County_28765,Nevada,Rural,9.44,1.95,74.74,25.26,7.23,21.11
1445,County_1445,Alabama,Rural,14.16,2.74,74.73,25.27,6.58,28.01
9709,County_9709,Florida,Rural,10.1,3.1,68.27,31.73,6.92,24.28
20253,County_20253,Maryland,Rural,27.19,4.51,85.73,14.27,8.7,42.42
42353,County_42353,Tennessee,Urban,13.78,7.26,82.57,17.43,2.18,23.98
29909,County_29909,New Hampshire,Rural,14.65,2.83,64.33,35.67,5.08,30.14
17195,County_17195,Kentucky,Rural,15.29,7.68,81.56,,,33.79
20443,County_20443,Maryland,Rural,12.84,5.61,72.42,27.58,2.98,20.29
5351,County_5351,California,Rural,1.45,7.59,82.24,,3.94,16.0
34825,County_34825,North Dakota,Rural,11.79,4.62,74.94,25.06,8.36,25.75
36553,County_36553,Oklahoma,Suburban/Small City,13.27,5.8,,34.64,7.43,28.13
30291,County_30291,New Jersey,Rural,6.36,5.66,64.4,35.6,4.63,19.37
48551,County_48551,West Virginia,Rural,18.89,4.67,66.52,33.48,5.53,28.37
30217,County_30217,New Jersey,Rural,2.54,4.34,60.88,39.12,4.86,13.3
5405,County_5405,California,Rural,14.54,4.58,62.85,37.15,2.84,
2081,County_2081,Alaska,Rural,11.51,0.0,68.14,31.86,,14.34
10463,County_10463,Georgia,Urban,14.19,6.13,79.76,,5.9,26.75
29523,County_29523,New Hampshire,Urban,9.49,5.21,71.58,28.42,8.13,25.84
2883,County_2883,Alaska,Urban,9.14,5.31,69.11,30.89,5.89,22.07
32801,County_32801,New York,Urban,17.62,6.13,69.43,30.57,6.88,32.23
10417,County_10417,Georgia,Urban,18.73,7.42,79.9,20.1,5.91,31.77
18415,County_18415,Louisiana,Rural,22.7,7.83,76.56,,7.01,43.44
6565,County_6565,Colorado,Rural,15.67,8.56,78.5,21.5,7.53,37.06
32745,County_32745,New York,Suburban/Small City,10.03,5.5,78.14,21.86,6.53,24.85
10347,County_10347,Georgia,Urban,8.25,5.13,69.41,30.59,7.55,22.51
12245,County_12245,Idaho,Suburban/Small City,7.73,0.89,,35.26,6.54,19.72
36981,County_36981,Oklahoma,Rural,,10.3,74.76,25.24,,32.11
24051,County_24051,Mississippi,Rural,8.7,5.74,75.78,24.22,4.25,20.82
8201,County_8201,Delaware,Suburban/Small City,29.04,8.12,74.64,25.36,10.09,48.5
11983,County_11983,Hawaii,Rural,,7.8,76.45,23.55,5.53,30.11
5081,County_5081,California,Urban,13.83,6.1,66.82,33.18,5.91,28.92
16663,County_16663,Kansas,Urban,10.95,8.98,,25.25,5.19,27.95
29109,County_29109,New Hampshire,Urban,19.32,8.85,85.31,14.69,4.32,33.7
13329,County_13329,Illinois,Urban,15.1,5.31,62.73,37.27,10.55,31.38
19149,County_19149,Maine,Urban,7.23,2.56,80.61,19.39,6.92,20.91
21951,County_21951,Massachusetts,Rural,10.1,4.18,72.89,27.11,7.31,23.17
23587,County_23587,Minnesota,Rural,,3.29,77.63,22.37,5.78,25.27
41581,County_41581,South Dakota,Rural,18.36,5.18,74.91,25.09,8.52,32.41
11691,County_11691,Hawaii,Urban,20.11,6.58,70.0,30.0,6.08,
6523,County_6523,Colorado,Suburban/Small City,15.66,7.59,70.03,29.97,,26.03
19119,County_19119,Maine,Urban,13.84,6.58,73.59,26.41,6.26,29.84
1829,County_1829,Alabama,Rural,11.52,5.77,71.46,28.54,6.43,24.32
38385,County_38385,Pennsylvania,Rural,17.64,8.13,78.39,21.61,5.26,33.54
7431,County_7431,Connecticut,Rural,16.46,6.81,78.83,21.17,9.15,32.41
5921,County_5921,California,Urban,6.93,2.43,71.83,28.17,6.31,17.54
18867,County_18867,Louisiana,Urban,23.4,3.37,79.83,20.17,5.92,37.03
41565,County_41565,South Dakota,Rural,13.76,6.86,71.48,28.52,4.5,27.96
42663,County_42663,Tennessee,Rural,16.12,3.73,76.28,23.72,6.24,29.53
51267,County_51267,Other,Urban,20.97,7.21,73.76,26.24,5.48,33.07
31033,County_31033,New Mexico,Rural,7.13,0.0,,32.58,7.59,15.81
29611,County_29611,New Hampshire,Rural,14.88,10.96,80.75,19.25,6.54,37.89
7097,County_7097,Connecticut,Urban,19.42,5.47,76.57,23.43,8.84,38.65
40087,County_40087,South Carolina,Rural,16.95,5.54,77.59,22.41,6.15,32.47
12459,County_12459,Idaho,Rural,18.41,10.93,77.63,22.37,10.49,39.64
30803,County_30803,New Jersey,Rural,13.82,7.85,66.94,33.06,2.96,25.45
20101,County_20101,Maryland,Rural,16.66,4.38,69.34,30.66,6.42,30.91
13825,County_13825,Illinois,Urban,10.97,1.01,69.36,30.64,7.06,21.07
44367,County_44367,Utah,Rural,14.78,6.38,70.24,29.76,9.12,33.34
16429,County_16429,Kansas,Rural,13.59,5.79,82.25,17.75,1.7,22.01
15599,County_15599,Iowa,Urban,8.07,6.49,63.46,36.54,5.43,20.55
30175,County_30175,New Jersey,Urban,26.61,7.39,74.94,25.06,6.29,45.72
9861,County_9861,Florida,Suburban/Small City,13.5,7.17,72.67,27.33,11.17,36.57
40887,County_40887,South Carolina,Suburban/Small City,17.64,11.44,74.31,25.69,6.12,35.18
29979,County_29979,New Hampshire,Rural,,2.57,80.66,19.34,4.73,24.59
15897,County_15897,Iowa,Rural,14.13,3.78,77.54,22.46,5.46,25.59
5065,County_5065,California,Rural,20.03,4.66,,28.37,7.95,35.47
37059,County_37059,Oregon,Urban,18.03,10.24,71.57,28.43,7.28,40.43
13127,County_13127,Illinois,Rural,23.6,9.3,74.85,25.15,7.44,42.14
18239,County_18239,Louisiana,Rural,12.88,0.0,67.02,32.98,6.51,20.7
28845,County_28845,Nevada,Urban,11.06,6.19,69.16,30.84,6.73,23.63
28305,County_28305,Nevada,Rural,4.24,3.53,,32.12,4.58,16.7
23549,County_23549,Minnesota,Urban,20.19,6.26,81.87,18.13,4.55,30.59
48751,County_48751,West Virginia,Rural,10.61,3.39,69.27,30.73,6.64,20.92
37607,County_37607,Oregon,Rural,20.58,6.23,72.39,27.61,3.37,33.79
52481,County_52481,Other,Rural,10.1,6.62,69.33,30.67,3.16,19.93
2505,County_2505,Alaska,Rural,16.99,8.42,72.59,27.41,6.71,
21037,County_21037,Massachusetts,Rural,17.54,6.33,77.52,22.48,8.53,32.75
37909,County_37909,Oregon,Urban,,5.42,71.23,28.77,,32.68
18139,County_18139,Louisiana,Rural,33.51,4.23,75.11,24.89,5.25,45.1
37701,County_37701,Oregon,Rural,17.43,3.82,73.21,26.79,6.69,31.79
34301,County_34301,North Dakota,Urban,13.8,7.28,72.21,27.79,7.66,30.87
43481,County_43481,Texas,Rural,4.16,3.69,75.04,24.96,3.92,13.62
3555,County_3555,Arizona,Rural,19.9,7.01,75.9,24.1,6.12,33.92
21637,County_21637,Massachusetts,Rural,7.98,4.66,70.81,29.19,3.2,15.18
43301,County_43301,Texas,Rural,7.57,9.91,76.07,23.93,7.33,27.17
22001,County_22001,Michigan,Rural,9.58,4.82,69.38,30.62,9.21,28.22
54449,County_54449,Other,Rural,9.84,7.85,80.28,19.72,9.62,32.39
25785,County_25785,Missouri,Suburban/Small City,18.16,8.21,,20.06,11.25,39.47
49775,County_49775,Wisconsin,Urban,8.47,7.49,72.33,27.67,2.12,20.17
40487,County_40487,South Carolina,Rural,13.26,8.07,65.45,34.55,3.56,27.37
55731,County_55731,Other,Urban,14.9,1.41,78.58,21.42,7.13,26.3
8071,County_8071,Delaware,Rural,12.54,6.59,81.26,18.74,10.17,33.71
37845,County_37845,Oregon,Urban,24.45,6.65,74.46,25.54,6.26,38.11
45763,County_45763,Vermont,Urban,13.72,6.62,64.16,35.84,6.38,31.72
44585,County_44585,Utah,Urban,15.07,5.15,67.62,32.38,5.89,28.11
36441,County_36441,Oklahoma,Urban,10.19,0.89,73.89,26.11,6.27,20.55
54881,County_54881,Other,Rural,22.62,9.14,75.18,24.82,6.97,39.99
24373,County_24373,Mississippi,Rural,9.27,2.39,64.63,35.37,7.79,19.8
26489,County_26489,Montana,Rural,25.85,5.21,,15.93,,39.5
32069,County_32069,New York,Urban,15.32,8.43,78.17,21.83,3.95,31.72
14379,County_14379,Indiana,Rural,11.2,,67.86,32.14,4.68,22.01
56867,County_56867,Other,Rural,18.75,4.65,74.35,25.65,7.86,35.59
19539,County_19539,Maine,Urban,12.06,3.16,70.41,29.59,6.2,28.59
17577,County_17577,Kentucky,Rural,10.01,5.93,68.33,31.67,0.57,20.08
48921,County_48921,West Virginia,Rural,17.36,5.92,77.05,22.95,6.01,34.85
17761,County_17761,Kentucky,Rural,18.84,3.28,84.8,15.2,3.87,27.31
50257,County_50257,Wyoming,Urban,17.4,1.1,81.82,18.18,6.02,24.84
34445,County_34445,North Dakota,Urban,9.01,2.8,69.2,30.8,2.82,14.01
20199,County_20199,Maryland,Rural,0.61,2.12,81.55,18.45,3.16,7.0
24979,County_24979,Mississippi,Rural,19.79,8.25,76.94,23.06,4.92,33.65
55949,County_55949,Other,Rural,16.28,4.4,84.63,15.37,8.12,26.9
6175,County_6175,Colorado,Rural,11.94,8.18,68.08,31.92,7.53,30.66
3131,County_3131,Arizona,Urban,14.72,4.88,74.11,25.89,5.21,26.75
37719,County_37719,Oregon,Suburban/Small City,14.38,9.32,75.65,,,
4847,County_4847,Arkansas,Suburban/Small City,14.91,6.68,82.23,17.77,6.52,31.08
23109,County_23109,Minnesota,Rural,15.05,1.12,69.93,30.07,7.63,24.56
31809,County_31809,New Mexico,Urban,22.38,7.69,70.66,29.34,9.07,42.01
12405,County_12405,Idaho,Rural,16.8,3.49,73.23,26.77,6.43,31.35
25499,County_25499,Missouri,Suburban/Small City,11.07,,72.23,27.77,5.75,22.08
19159,County_19159,Maine,Urban,9.61,8.15,84.12,15.88,4.04,21.92
39267,County_39267,Rhode Island,Urban,20.82,4.0,,19.85,8.25,31.8
32811,County_32811,New York,Rural,7.16,4.93,,34.52,5.53,19.34
41525,County_41525,South Dakota,Rural,8.5,1.71,68.76,31.24,1.26,
6851,County_6851,Colorado,Rural,14.27,2.65,66.26,33.74,9.13,27.33
49099,County_49099,Wisconsin,Rural,17.38,7.32,,11.54,7.3,32.1
14453,County_14453,Indiana,Urban,13.08,3.21,78.49,21.51,7.27,26.91
22673,County_22673,Michigan,Rural,21.54,,82.65,17.35,5.78,39.88
52721,County_52721,Other,Urban,8.26,5.12,64.27,35.73,8.21,27.05
47875,County_47875,Washington,Rural,14.35,5.78,69.98,30.02,8.59,34.26
44779,County_44779,Utah,Urban,9.12,5.06,65.34,34.66,6.93,25.61
44097,County_44097,Utah,Urban,17.54,7.01,73.07,26.93,9.8,35.95
24509,County_24509,Mississippi,Rural,25.95,8.07,85.14,14.86,7.53,45.44
46995,County_46995,Virginia,Rural,23.77,11.26,77.59,22.41,7.93,43.1
46611,County_46611,Virginia,Rural,15.1,1.47,71.61,28.39,7.41,29.47
15227,County_15227,Iowa,Rural,12.26,6.61,61.96,38.04,,22.9
41053,County_41053,South Dakota,Rural,17.21,5.71,80.81,19.19,8.67,33.45
54657,County_54657,Other,Rural,8.24,6.74,57.84,42.16,4.78,23.47
13319,County_13319,Illinois,Urban,22.53,8.82,76.42,23.58,8.84,43.47
43249,County_43249,Texas,Rural,22.5,8.57,,18.96,10.54,42.33
5965,County_5965,California,Urban,14.32,5.0,71.22,28.78,,26.24
1207,County_1207,Alabama,Rural,9.7,4.27,74.05,25.95,5.71,20.55
56953,County_56953,Other,Rural,14.93,7.43,68.2,31.8,7.17,29.63
2263,County_2263,Alaska,Rural,21.54,5.04,71.91,28.09,7.32,38.0
36411,County_36411,Oklahoma,Rural,20.15,5.92,74.68,25.32,5.12,31.6
8715,County_8715,Delaware,Urban,15.0,2.32,77.74,22.26,5.24,24.42
41637,County_41637,South Dakota,Suburban/Small City,21.37,7.46,83.01,16.99,6.79,38.79
11065,County_11065,Hawaii,Suburban/Small City,14.5,6.86,72.77,27.23,8.54,31.66
20971,County_20971,Maryland,Rural,8.47,1.12,60.96,39.04,5.92,20.52
15923,County_15923,Iowa,Urban,7.49,4.35,57.27,42.73,8.89,22.41
18767,County_18767,Louisiana,Suburban/Small City,11.48,2.99,78.81,21.19,8.09,23.29
24717,County_24717,Mississippi,Urban,12.95,5.86,,25.84,6.94,28.28
27885,County_27885,Nebraska,Urban,17.63,8.34,78.64,21.36,7.91,38.69
2057,County_2057,Alaska,Rural,21.49,1.17,77.22,22.78,4.32,32.78
25345,County_25345,Missouri,Rural,28.23,9.9,85.6,14.4,8.28,47.15
44717,County_44717,Utah,Urban,18.45,3.7,74.24,25.76,3.64,30.11
49871,County_49871,Wisconsin,Rural,8.8,3.97,68.48,31.52,7.57,27.12
45069,County_45069,Vermont,Urban,15.62,2.01,72.92,27.08,4.49,21.51
49033,County_49033,Wisconsin,Suburban/Small City,17.73,3.6,64.05,35.95,7.17,32.4
15521,County_15521,Iowa,Rural,10.8,5.75,61.1,38.9,7.97,27.9
51747,County_51747,Other,Urban,23.32,8.43,76.22,23.78,6.32,39.85
19133,County_19133,Maine,Suburban/Small City,10.73,4.64,62.81,37.19,7.68,27.51
28183,County_28183,Nevada,Rural,12.8,2.45,73.66,26.34,5.58,23.35
34257,County_34257,North Dakota,Urban,9.34,3.89,73.9,26.1,4.2,16.21
2289,County_2289,Alaska,Rural,4.83,4.56,72.15,27.85,7.23,18.71
10221,County_10221,Georgia,Rural,25.09,6.7,83.82,16.18,6.99,42.11
54781,County_54781,Other,Suburban/Small City,13.12,5.19,66.65,33.35,2.33,24.21
17827,County_17827,Kentucky,Urban,13.09,3.36,77.21,22.79,6.13,24.21
11721,County_11721,Hawaii,Urban,22.35,5.7,75.44,24.56,6.52,35.35
40929,County_40929,South Carolina,Urban,15.08,1.59,78.44,21.56,4.76,25.35
39123,County_39123,Rhode Island,Rural,13.81,8.98,76.03,23.97,6.28,34.73
21225,County_21225,Massachusetts,Rural,12.6,7.56,66.53,33.47,8.25,31.55
36241,County_36241,Oklahoma,Rural,7.8,1.17,62.41,37.59,0.61,12.37
50579,County_50579,Wyoming,Rural,8.27,6.59,65.95,34.05,6.59,23.73
18469,County_18469,Louisiana,Urban,9.95,6.39,63.03,36.97,8.81,26.99
5371,County_5371,California,Rural,13.41,10.28,72.71,27.29,8.81,33.94
36215,County_36215,Oklahoma,Urban,24.11,6.58,73.64,26.36,7.51,40.27
44045,County_44045,Utah,Rural,16.05,4.39,,16.76,7.06,29.72
4603,County_4603,Arkansas,Rural,19.45,9.36,84.74,15.26,4.41,36.13
54579,County_54579,Other,Rural,12.12,2.84,59.23,40.77,4.57,21.53
1337,County_1337,Alabama,Urban,22.13,10.29,81.52,18.48,6.89,36.11
51289,County_51289,Other,Rural,11.03,3.37,71.55,28.45,6.4,23.27
13827,County_13827,Illinois,Suburban/Small City,20.93,4.31,67.2,32.8,6.58,32.84
22015,County_22015,Michigan,Suburban/Small City,18.87,7.11,74.9,25.1,6.16,34.67
34827,County_34827,North Dakota,Rural,15.05,6.41,64.59,35.41,7.61,30.75
7933,County_7933,Connecticut,Urban,9.79,5.58,86.63,13.37,5.79,25.04
10219,County_10219,Georgia,Rural,8.75,3.32,76.2,23.8,5.68,23.08
29613,County_29613,New Hampshire,Rural,17.77,6.14,73.9,26.1,7.54,33.1
26453,County_26453,Montana,Urban,15.64,6.92,71.63,28.37,7.58,
13807,County_13807,Illinois,Rural,16.18,6.18,62.46,37.54,8.58,33.05
39871,County_39871,Rhode Island,Urban,7.18,4.09,69.81,30.19,4.47,17.57
47661,County_47661,Washington,Urban,19.45,5.35,75.21,24.79,6.29,29.99
