COUNTYFIPS,COUNTY,STATE,community_type,median_household_income,acs_median_hh_income,per_capita_income,gini_index
35135,County_35135,Ohio,Suburban/Small City,33594.0,34966.0,13785.0,0.476
40193,County_40193,South Carolina,Rural,32508.0,30619.0,13963.0,0.467
20841,County_20841,Maryland,Rural,55177.0,54339.0,21596.0,0.497
44715,County_44715,Utah,Rural,57086.0,59179.0,26850.0,0.433
30083,County_30083,New Jersey,Urban,68395.0,68559.0,29025.0,0.438
28359,County_28359,Nevada,Suburban/Small City,,34766.0,22361.0,0.473
50765,County_50765,Wyoming,Rural,48291.0,49392.0,10792.0,0.478
46071,County_46071,Virginia,Rural,25578.0,26592.0,15441.0,0.454
6019,County_6019,Colorado,Rural,60969.0,62480.0,28559.0,0.456
40393,County_40393,South Carolina,Rural,85537.0,87021.0,27491.0,0.418
43589,County_43589,Texas,Rural,38172.0,40921.0,15504.0,0.518
48121,County_48121,West Virginia,Rural,54372.0,54202.0,22790.0,
52263,County_52263,Other,Rural,38036.0,38350.0,21714.0,0.497
56755,County_56755,Other,Rural,,73275.0,30363.0,0.442
51983,County_51983,Other,Urban,71541.0,73180.0,32271.0,0.43
36807,County_36807,Oklahoma,Rural,51781.0,50822.0,18747.0,0.435
23421,County_23421,Minnesota,Rural,43014.0,41875.0,,0.473
38731,County_38731,Pennsylvania,Rural,28458.0,26983.0,13454.0,0.454
35463,County_35463,Ohio,Rural,45225.0,45730.0,18002.0,0.437
19469,County_19469,Maine,Suburban/Small City,51755.0,50332.0,24754.0,0.451
35409,County_35409,Ohio,Urban,49798.0,49793.0,23480.0,0.445
26545,County_26545,Montana,Rural,61808.0,59887.0,29418.0,
19869,County_19869,Maine,Rural,41693.0,42441.0,20065.0,0.464
8467,County_8467,Delaware,Rural,78897.0,79991.0,,0.413
43421,County_43421,Texas,Rural,59338.0,58752.0,26591.0,0.418
51331,County_51331,Other,Urban,39286.0,39834.0,23059.0,0.482
36919,County_36919,Oklahoma,Urban,30542.0,30051.0,14116.0,0.534
14295,County_14295,Indiana,Rural,36904.0,37962.0,15556.0,0.467
12475,County_12475,Idaho,Rural,37419.0,36090.0,10562.0,0.495
13987,County_13987,Illinois,Urban,46703.0,47194.0,15271.0,0.489
23427,County_23427,Minnesota,Rural,54550.0,52440.0,19614.0,
43777,County_43777,Texas,Rural,46303.0,45307.0,15012.0,0.495
22249,County_22249,Michigan,Suburban/Small City,52755.0,52175.0,,0.498
10591,County_10591,Georgia,Urban,39289.0,41609.0,19915.0,0.514
40799,County_40799,South Carolina,Rural,50007.0,49917.0,21507.0,0.439
7967,County_7967,Connecticut,Rural,43819.0,43476.0,12868.0,0.533
25235,County_25235,Missouri,Rural,,45085.0,15105.0,0.494
41867,County_41867,South Dakota,Urban,46740.0,47144.0,14069.0,0.491
8319,County_8319,Delaware,Rural,48891.0,49276.0,24567.0,0.438
23749,County_23749,Minnesota,Urban,67807.0,65729.0,27396.0,0.439
54769,County_54769,Other,Rural,69892.0,69413.0,34785.0,0.431
20475,County_20475,Maryland,Urban,37964.0,37257.0,20157.0,0.491
24885,County_24885,Mississippi,Rural,49802.0,47745.0,24899.0,0.449
3879,County_3879,Arizona,Rural,56443.0,54533.0,23471.0,0.442
21853,County_21853,Massachusetts,Suburban/Small City,59284.0,57629.0,27310.0,0.44
13879,County_13879,Illinois,Urban,69619.0,73552.0,30847.0,0.434
40759,County_40759,South Carolina,Rural,61269.0,59739.0,22659.0,0.446
23517,County_23517,Minnesota,Rural,59522.0,57237.0,29465.0,0.456
1979,County_1979,Alabama,Rural,71682.0,70629.0,30125.0,0.447
56163,County_56163,Other,Suburban/Small City,44088.0,45481.0,,0.464
33407,County_33407,North Carolina,Rural,73756.0,72883.0,31500.0,0.392
41877,County_41877,South Dakota,Urban,54235.0,55427.0,21474.0,0.473
32623,County_32623,New York,Urban,47024.0,46812.0,29716.0,0.451
34743,County_34743,North Dakota,Rural,39849.0,41119.0,21350.0,0.476
5809,County_5809,California,Urban,47258.0,48725.0,20635.0,0.501
17323,County_17323,Kentucky,Urban,57954.0,59565.0,24444.0,0.452
25501,County_25501,Missouri,Urban,55861.0,54778.0,22310.0,0.43
10835,County_10835,Georgia,Urban,62783.0,62596.0,26687.0,0.435
50497,County_50497,Wyoming,Rural,55461.0,52385.0,19961.0,0.454
9447,County_9447,Florida,Suburban/Small City,49921.0,,24908.0,0.465
20125,County_20125,Maryland,Urban,66439.0,69268.0,25158.0,0.418
47563,County_47563,Washington,Urban,62122.0,62996.0,23036.0,0.425
48205,County_48205,West Virginia,Urban,82409.0,80409.0,28722.0,0.4
56143,County_56143,Other,Rural,55828.0,54149.0,26666.0,0.458
31751,County_31751,New Mexico,Urban,39063.0,41953.0,12044.0,0.488
47265,County_47265,Washington,Rural,39181.0,38122.0,17058.0,0.461
36909,County_36909,Oklahoma,Rural,44779.0,44279.0,15812.0,0.443
40227,County_40227,South Carolina,Rural,,52165.0,,0.466
8583,County_8583,Delaware,Rural,63264.0,64907.0,22066.0,
38065,County_38065,Pennsylvania,Rural,27777.0,27384.0,17885.0,0.473
7337,County_7337,Connecticut,Suburban/Small City,66241.0,69977.0,30067.0,0.454
37395,County_37395,Oregon,Rural,47186.0,49565.0,16839.0,0.508
17013,County_17013,Kentucky,Urban,44670.0,43296.0,16913.0,0.486
16575,County_16575,Kansas,Rural,52732.0,53211.0,20782.0,0.509
55303,County_55303,Other,Rural,46277.0,46461.0,13643.0,0.447
44851,County_44851,Utah,Urban,68156.0,68248.0,32937.0,0.432
7581,County_7581,Connecticut,Urban,49282.0,49542.0,22047.0,0.463
30553,County_30553,New Jersey,Urban,58131.0,56893.0,23075.0,0.444
37665,County_37665,Oregon,Urban,73063.0,72916.0,33080.0,0.422
10801,County_10801,Georgia,Urban,49637.0,47647.0,16052.0,0.499
35135,County_35135,Ohio,Suburban/Small City,52720.0,51759.0,16321.0,0.495
16893,County_16893,Kansas,Rural,61269.0,59101.0,26806.0,0.47
31677,County_31677,New Mexico,Rural,50631.0,49939.0,19036.0,0.473
14075,County_14075,Indiana,Urban,50997.0,51231.0,20977.0,0.463
37387,County_37387,Oregon,Rural,46661.0,47992.0,,0.447
36517,County_36517,Oklahoma,Urban,44720.0,45167.0,9140.0,0.454
12277,County_12277,Idaho,Rural,74491.0,73711.0,32268.0,0.454
50843,County_50843,Wyoming,Suburban/Small City,47378.0,47711.0,,0.453
9135,County_9135,Florida,Rural,48832.0,49099.0,,0.475
8207,County_8207,Delaware,Urban,76981.0,76360.0,35807.0,0.402
39049,County_39049,Rhode Island,Urban,58374.0,57466.0,18667.0,0.453
41261,County_41261,South Dakota,Urban,57024.0,,23273.0,0.433
13139,County_13139,Illinois,Urban,65753.0,63505.0,29818.0,0.415
20047,County_20047,Maryland,Rural,51124.0,52706.0,16295.0,0.457
27137,County_27137,Nebraska,Rural,33920.0,32448.0,15494.0,0.47
47309,County_47309,Washington,Urban,42354.0,43269.0,14720.0,0.482
49099,County_49099,Wisconsin,Urban,54086.0,55604.0,19739.0,0.438
43795,County_43795,Texas,Rural,67655.0,66841.0,31909.0,0.427
39211,County_39211,Rhode Island,Urban,57525.0,56721.0,28226.0,0.442
54929,County_54929,Other,Rural,38694.0,34671.0,17795.0,0.454
47339,County_47339,Washington,Urban,55747.0,52636.0,21503.0,0.455
36579,County_36579,Oklahoma,Rural,43399.0,42706.0,14933.0,0.509
23013,County_23013,Minnesota,Urban,49945.0,50910.0,23981.0,0.475
17645,County_17645,Kentucky,Urban,46072.0,47106.0,20989.0,0.447
29905,County_29905,New Hampshire,Urban,32836.0,29778.0,6118.0,0.459
49195,County_49195,Wisconsin,Urban,29585.0,29811.0,10506.0,0.481
15475,County_15475,Iowa,Urban,61563.0,64981.0,28704.0,0.482
41303,County_41303,South Dakota,Urban,51122.0,53059.0,25029.0,0.463
48069,County_48069,West Virginia,Rural,49472.0,49944.0,20732.0,0.472
3505,County_3505,Arizona,Rural,53975.0,53297.0,22852.0,0.433
5239,County_5239,California,Rural,39608.0,41177.0,10975.0,0.475
47863,County_47863,Washington,Urban,61654.0,62833.0,24914.0,0.479
27785,County_27785,Nebraska,Urban,64498.0,64439.0,26839.0,0.43
52453,County_52453,Other,Rural,48297.0,51717.0,20919.0,0.441
46507,County_46507,Virginia,Urban,66067.0,64754.0,29879.0,0.451
19711,County_19711,Maine,Rural,52188.0,49651.0,25738.0,0.479
37137,County_37137,Oregon,Suburban/Small City,62606.0,61661.0,29185.0,0.441
34685,County_34685,North Dakota,Rural,54117.0,53794.0,20118.0,0.459
4435,County_4435,Arkansas,Rural,64106.0,63693.0,29933.0,0.448
31319,County_31319,New Mexico,Urban,37041.0,36158.0,18693.0,0.449
52547,County_52547,Other,Rural,69536.0,71037.0,29308.0,0.467
41329,County_41329,South Dakota,Rural,56572.0,57371.0,22533.0,0.481
26821,County_26821,Montana,Urban,51004.0,53411.0,25235.0,0.46
50687,County_50687,Wyoming,Rural,50879.0,51951.0,22589.0,0.467
48047,County_48047,West Virginia,Rural,32016.0,30908.0,14700.0,
55911,County_55911,Other,Urban,45647.0,47604.0,25331.0,0.451
6145,County_6145,Colorado,Rural,46359.0,,20366.0,0.462
38629,County_38629,Pennsylvania,Rural,70058.0,70510.0,30114.0,0.427
49157,County_49157,Wisconsin,Rural,29665.0,27646.0,15466.0,0.454
47037,County_47037,Washington,Rural,49684.0,49784.0,20406.0,0.438
28765,County_28765,Nevada,Rural,33724.0,35469.0,11051.0,
1445,County_1445,Alabama,Rural,62293.0,62794.0,19136.0,0.478
9709,County_9709,Florida,Rural,56472.0,58275.0,17255.0,0.477
20253,County_20253,Maryland,Rural,64166.0,62286.0,18252.0,0.481
42353,County_42353,Tennessee,Urban,53028.0,50262.0,19516.0,0.438
29909,County_29909,New Hampshire,Rural,37138.0,38278.0,13810.0,0.488
17195,County_17195,Kentucky,Rural,85066.0,84018.0,35668.0,0.443
20443,County_20443,Maryland,Rural,47759.0,47256.0,18370.0,0.468
5351,County_5351,California,Rural,50553.0,52585.0,21369.0,0.444
34825,County_34825,North Dakota,Rural,40747.0,42755.0,21268.0,0.496
36553,County_36553,Oklahoma,Suburban/Small City,34904.0,35489.0,17911.0,0.458
30291,County_30291,New Jersey,Rural,50128.0,50581.0,22493.0,0.476
48551,County_48551,West Virginia,Rural,57072.0,53835.0,23637.0,0.444
30217,County_30217,New Jersey,Rural,25914.0,25172.0,7562.0,0.487
5405,County_5405,California,Rural,24732.0,22435.0,16952.0,0.463
2081,County_2081,Alaska,Rural,38500.0,37986.0,16217.0,0.465
10463,County_10463,Georgia,Urban,58499.0,57652.0,27053.0,0.479
29523,County_29523,New Hampshire,Urban,40909.0,42013.0,18958.0,
2883,County_2883,Alaska,Urban,33654.0,33383.0,13639.0,0.517
32801,County_32801,New York,Urban,51236.0,50975.0,25247.0,0.452
10417,County_10417,Georgia,Urban,61024.0,62626.0,31359.0,0.436
18415,County_18415,Louisiana,Rural,73163.0,75698.0,24586.0,
6565,County_6565,Colorado,Rural,55341.0,55966.0,26949.0,0.441
32745,County_32745,New York,Suburban/Small City,50183.0,48889.0,23931.0,0.451
10347,County_10347,Georgia,Urban,42226.0,43656.0,14808.0,0.461
12245,County_12245,Idaho,Suburban/Small City,30861.0,33352.0,16658.0,0.474
36981,County_36981,Oklahoma,Rural,49669.0,49459.0,23015.0,0.467
24051,County_24051,Mississippi,Rural,54769.0,53845.0,16493.0,0.478
8201,County_8201,Delaware,Suburban/Small City,72454.0,70308.0,31535.0,0.42
11983,County_11983,Hawaii,Rural,50690.0,50923.0,22317.0,0.469
5081,County_5081,California,Urban,54021.0,55132.0,21241.0,0.477
16663,County_16663,Kansas,Urban,55376.0,57525.0,22959.0,0.488
29109,County_29109,New Hampshire,Urban,57300.0,56264.0,27078.0,0.42
13329,County_13329,Illinois,Urban,40844.0,43280.0,15946.0,0.479
19149,County_19149,Maine,Urban,39573.0,39723.0,16328.0,0.507
21951,County_21951,Massachusetts,Rural,40919.0,38321.0,17612.0,0.438
23587,County_23587,Minnesota,Rural,45701.0,47827.0,20734.0,0.459
41581,County_41581,South Dakota,Rural,57071.0,59212.0,26210.0,0.446
11691,County_11691,Hawaii,Urban,53090.0,52268.0,21486.0,0.502
6523,County_6523,Colorado,Suburban/Small City,55809.0,56801.0,22073.0,0.457
19119,County_19119,Maine,Urban,70587.0,70495.0,27738.0,0.419
1829,County_1829,Alabama,Rural,45183.0,43392.0,22045.0,0.428
38385,County_38385,Pennsylvania,Rural,62757.0,62277.0,29335.0,0.427
7431,County_7431,Connecticut,Rural,65295.0,61560.0,32041.0,0.43
5921,County_5921,California,Urban,47524.0,46285.0,16247.0,0.472
18867,County_18867,Louisiana,Urban,54692.0,,21999.0,0.445
41565,County_41565,South Dakota,Rural,52279.0,51294.0,21813.0,0.466
42663,County_42663,Tennessee,Rural,60327.0,57288.0,20553.0,0.449
51267,County_51267,Other,Urban,52094.0,50208.0,23570.0,0.444
31033,County_31033,New Mexico,Rural,40168.0,40992.0,14380.0,0.493
29611,County_29611,New Hampshire,Rural,73224.0,70237.0,27433.0,0.44
7097,County_7097,Connecticut,Urban,38812.0,36249.0,22591.0,0.495
40087,County_40087,South Carolina,Rural,40026.0,38329.0,21319.0,
12459,County_12459,Idaho,Rural,49116.0,49696.0,22151.0,0.468
30803,County_30803,New Jersey,Rural,44588.0,43696.0,19233.0,0.482
20101,County_20101,Maryland,Rural,41195.0,43131.0,17054.0,0.484
13825,County_13825,Illinois,Urban,46197.0,45417.0,13065.0,0.497
44367,County_44367,Utah,Rural,50062.0,49356.0,20417.0,0.437
16429,County_16429,Kansas,Rural,40847.0,40539.0,15045.0,
15599,County_15599,Iowa,Urban,33367.0,30631.0,11392.0,0.46
30175,County_30175,New Jersey,Urban,49370.0,49512.0,19213.0,0.446
9861,County_9861,Florida,Suburban/Small City,64895.0,66727.0,25102.0,0.467
40887,County_40887,South Carolina,Suburban/Small City,73995.0,73892.0,28833.0,0.437
29979,County_29979,New Hampshire,Rural,54845.0,56135.0,22114.0,0.451
15897,County_15897,Iowa,Rural,44108.0,43665.0,15156.0,0.475
5065,County_5065,California,Rural,56004.0,56275.0,27124.0,0.439
37059,County_37059,Oregon,Urban,48451.0,50516.0,20171.0,0.48
13127,County_13127,Illinois,Rural,55553.0,54884.0,28583.0,0.457
18239,County_18239,Louisiana,Rural,30118.0,29957.0,11595.0,0.482
28845,County_28845,Nevada,Urban,38699.0,36544.0,20531.0,0.5
28305,County_28305,Nevada,Rural,36364.0,36418.0,10624.0,0.499
23549,County_23549,Minnesota,Urban,56124.0,55494.0,25217.0,0.455
48751,County_48751,West Virginia,Rural,38484.0,37656.0,21528.0,0.478
37607,County_37607,Oregon,Rural,61709.0,60906.0,17555.0,0.479
52481,County_52481,Other,Rural,42249.0,39007.0,15006.0,0.48
2505,County_2505,Alaska,Rural,63577.0,62148.0,23238.0,0.454
21037,County_21037,Massachusetts,Rural,66197.0,67994.0,25192.0,0.443
37909,County_37909,Oregon,Urban,46361.0,45134.0,23193.0,0.466
18139,County_18139,Louisiana,Rural,61246.0,62539.0,22381.0,0.461
37701,County_37701,Oregon,Rural,62095.0,62568.0,24934.0,0.447
34301,County_34301,North Dakota,Urban,43912.0,43295.0,23801.0,0.481
43481,County_43481,Texas,Rural,33095.0,31761.0,12098.0,0.473
3555,County_3555,Arizona,Rural,38932.0,39899.0,23673.0,0.466
21637,County_21637,Massachusetts,Rural,36590.0,31623.0,14106.0,0.517
43301,County_43301,Texas,Rural,51781.0,49468.0,28143.0,0.449
22001,County_22001,Michigan,Rural,39295.0,39264.0,21155.0,0.471
54449,County_54449,Other,Rural,57992.0,56718.0,26806.0,0.447
25785,County_25785,Missouri,Suburban/Small City,54496.0,53564.0,21342.0,0.432
49775,County_49775,Wisconsin,Urban,44440.0,42621.0,19150.0,0.48
40487,County_40487,South Carolina,Rural,55327.0,57431.0,20037.0,0.45
55731,County_55731,Other,Urban,53165.0,52614.0,24491.0,0.467
8071,County_8071,Delaware,Rural,44545.0,45647.0,23223.0,0.483
37845,County_37845,Oregon,Urban,53911.0,55229.0,26029.0,0.439
45763,County_45763,Vermont,Urban,57817.0,58383.0,29617.0,0.458
44585,County_44585,Utah,Urban,44311.0,41856.0,17557.0,0.466
36441,County_36441,Oklahoma,Urban,37340.0,35802.0,11662.0,0.497
54881,County_54881,Other,Rural,75810.0,77876.0,27209.0,0.448
24373,County_24373,Mississippi,Rural,25384.0,26100.0,17864.0,0.541
26489,County_26489,Montana,Rural,63280.0,66598.0,31348.0,0.411
32069,County_32069,New York,Urban,45420.0,46677.0,,0.46
14379,County_14379,Indiana,Rural,26750.0,27045.0,12661.0,0.495
56867,County_56867,Other,Rural,61721.0,58743.0,35929.0,0.483
19539,County_19539,Maine,Urban,27897.0,29040.0,11386.0,0.497
17577,County_17577,Kentucky,Rural,27992.0,28982.0,15296.0,0.478
48921,County_48921,West Virginia,Rural,58091.0,57395.0,21233.0,0.453
17761,County_17761,Kentucky,Rural,59091.0,55734.0,20501.0,0.465
50257,County_50257,Wyoming,Urban,45122.0,43994.0,15942.0,0.489
34445,County_34445,North Dakota,Urban,42685.0,39247.0,20152.0,0.446
20199,County_20199,Maryland,Rural,32956.0,33558.0,11319.0,0.497
24979,County_24979,Mississippi,Rural,60830.0,60963.0,24382.0,0.41
55949,County_55949,Other,Rural,51665.0,50640.0,21336.0,0.482
6175,County_6175,Colorado,Rural,60266.0,57450.0,27334.0,0.471
3131,County_3131,Arizona,Urban,68521.0,68707.0,27026.0,
37719,County_37719,Oregon,Suburban/Small City,66722.0,67764.0,30858.0,0.437
4847,County_4847,Arkansas,Suburban/Small City,57222.0,59363.0,21107.0,0.452
23109,County_23109,Minnesota,Rural,42312.0,41499.0,23331.0,0.511
31809,County_31809,New Mexico,Urban,73965.0,73248.0,31879.0,0.438
12405,County_12405,Idaho,Rural,63207.0,62036.0,22782.0,0.417
25499,County_25499,Missouri,Suburban/Small City,35901.0,35631.0,17783.0,0.451
19159,County_19159,Maine,Urban,66436.0,67364.0,24713.0,0.447
39267,County_39267,Rhode Island,Urban,,60630.0,24814.0,
32811,County_32811,New York,Rural,40598.0,42347.0,,0.508
41525,County_41525,South Dakota,Rural,33229.0,31029.0,18700.0,0.491
6851,County_6851,Colorado,Rural,50171.0,49036.0,17972.0,0.505
49099,County_49099,Wisconsin,Rural,51199.0,52072.0,25253.0,0.465
14453,County_14453,Indiana,Urban,38106.0,39713.0,19161.0,0.47
22673,County_22673,Michigan,Rural,69116.0,67304.0,26645.0,0.418
52721,County_52721,Other,Urban,47052.0,47021.0,16329.0,0.464
47875,County_47875,Washington,Rural,62183.0,59569.0,29691.0,0.449
44779,County_44779,Utah,Urban,39041.0,39998.0,15631.0,0.519
44097,County_44097,Utah,Urban,63166.0,61505.0,30160.0,0.468
24509,County_24509,Mississippi,Rural,75099.0,73328.0,34981.0,0.427
46995,County_46995,Virginia,Rural,62752.0,64652.0,17710.0,0.478
46611,County_46611,Virginia,Rural,44097.0,44441.0,20769.0,0.477
15227,County_15227,Iowa,Rural,48914.0,49140.0,12950.0,0.484
41053,County_41053,South Dakota,Rural,75702.0,,35675.0,0.482
54657,County_54657,Other,Rural,49413.0,46998.0,21154.0,
13319,County_13319,Illinois,Urban,46437.0,46702.0,24733.0,0.484
43249,County_43249,Texas,Rural,67604.0,66910.0,26871.0,0.408
5965,County_5965,California,Urban,41653.0,41254.0,16719.0,0.44
1207,County_1207,Alabama,Rural,38602.0,40371.0,13134.0,0.498
56953,County_56953,Other,Rural,52828.0,51327.0,17645.0,
2263,County_2263,Alaska,Rural,59116.0,61085.0,26898.0,0.472
36411,County_36411,Oklahoma,Rural,51928.0,51297.0,29604.0,0.471
8715,County_8715,Delaware,Urban,62157.0,59587.0,21575.0,0.472
41637,County_41637,South Dakota,Suburban/Small City,60143.0,58804.0,21600.0,0.446
11065,County_11065,Hawaii,Suburban/Small City,,45440.0,21941.0,0.462
20971,County_20971,Maryland,Rural,37271.0,35861.0,15534.0,0.481
15923,County_15923,Iowa,Urban,35709.0,35488.0,14454.0,0.48
18767,County_18767,Louisiana,Suburban/Small City,47658.0,44780.0,17432.0,0.432
24717,County_24717,Mississippi,Urban,47636.0,46794.0,17906.0,0.464
27885,County_27885,Nebraska,Urban,70227.0,70167.0,31541.0,0.459
2057,County_2057,Alaska,Rural,32445.0,30459.0,15266.0,0.524
25345,County_25345,Missouri,Rural,75946.0,76251.0,29522.0,0.439
44717,County_44717,Utah,Urban,54894.0,56576.0,20146.0,0.485
49871,County_49871,Wisconsin,Rural,42566.0,40408.0,19114.0,0.512
45069,County_45069,Vermont,Urban,68196.0,68916.0,30849.0,0.455
49033,County_49033,Wisconsin,Suburban/Small City,37847.0,37207.0,19326.0,0.516
15521,County_15521,Iowa,Rural,30008.0,30017.0,,0.48
51747,County_51747,Other,Urban,61069.0,61590.0,26278.0,0.423
19133,County_19133,Maine,Suburban/Small City,49956.0,48444.0,27882.0,0.431
28183,County_28183,Nevada,Rural,39455.0,39105.0,13805.0,0.461
34257,County_34257,North Dakota,Urban,44554.0,43637.0,19651.0,0.473
2289,County_2289,Alaska,Rural,44820.0,44333.0,19250.0,0.428
10221,County_10221,Georgia,Rural,70017.0,68922.0,27923.0,0.416
54781,County_54781,Other,Suburban/Small City,52874.0,52513.0,20018.0,0.474
17827,County_17827,Kentucky,Urban,40373.0,42618.0,15545.0,0.478
11721,County_11721,Hawaii,Urban,67004.0,68737.0,24088.0,0.409
40929,County_40929,South Carolina,Urban,43444.0,41780.0,21198.0,0.477
39123,County_39123,Rhode Island,Rural,57598.0,60433.0,23487.0,0.478
21225,County_21225,Massachusetts,Rural,47709.0,48322.0,17619.0,0.504
36241,County_36241,Oklahoma,Rural,24732.0,23328.0,9309.0,0.494
50579,County_50579,Wyoming,Rural,35388.0,34172.0,18323.0,
18469,County_18469,Louisiana,Urban,33913.0,33376.0,12325.0,0.449
5371,County_5371,California,Rural,54067.0,53552.0,26887.0,0.45
36215,County_36215,Oklahoma,Urban,65520.0,64711.0,,0.431
44045,County_44045,Utah,Rural,49184.0,49662.0,24729.0,0.463
4603,County_4603,Arkansas,Rural,72790.0,72606.0,26813.0,0.45
54579,County_54579,Other,Rural,41231.0,42951.0,19593.0,0.488
1337,County_1337,Alabama,Urban,65349.0,64183.0,31413.0,0.413
51289,County_51289,Other,Rural,41311.0,40404.0,21981.0,0.469
13827,County_13827,Illinois,Suburban/Small City,53609.0,53618.0,23524.0,0.399
22015,County_22015,Michigan,Suburban/Small City,69025.0,70962.0,30803.0,0.45
34827,County_34827,North Dakota,Rural,49807.0,50446.0,20735.0,0.468
7933,County_7933,Connecticut,Urban,52946.0,51819.0,23116.0,0.462
10219,County_10219,Georgia,Rural,,35678.0,20774.0,0.459
29613,County_29613,New Hampshire,Rural,65243.0,68134.0,28857.0,0.414
26453,County_26453,Montana,Urban,53020.0,53109.0,21747.0,0.448
13807,County_13807,Illinois,Rural,46252.0,,22754.0,0.495
39871,County_39871,Rhode Island,Urban,46025.0,48960.0,16500.0,0.477
47661,County_47661,Washington,Urban,52482.0,,24472.0,
9435,County_9435,Florida,Rural,49876.0,48228.0,22758.0,0.474
28821,County_28821,Nevada,Rural,71177.0,72523.0,28825.0,
40065,County_40065,South Carolina,Rural,40520.0,40124.0,18568.0,0.491
8063,County_8063,Delaware,Rural,69670.0,69308.0,32232.0,0.421
44099,County_44099,Utah,Urban,,65385.0,25180.0,0.449
1817,County_1817,Alabama,Rural,58369.0,56033.0,23800.0,0.44
27953,County_27953,Nebraska,Rural,70014.0,70413.0,29537.0,0.459
47515,County_47515,Washington,Rural,44790.0,43445.0,22598.0,0.477
52761,County_52761,Other,Suburban/Small City,54102.0,51821.0,20209.0,0.454
41147,County_41147,South Dakota,Rural,51323.0,54215.0,19743.0,0.444
6115,County_6115,Colorado,Urban,44809.0,43403.0,20846.0,0.473
51319,County_51319,Other,Urban,34163.0,34511.0,12171.0,0.47
5093,County_5093,California,Rural,50678.0,,27096.0,0.464
12233,County_12233,Idaho,Rural,66693.0,67026.0,28672.0,0.408
31055,County_31055,New Mexico,Rural,71334.0,71455.0,33401.0,0.431
56605,County_56605,Other,Suburban/Small City,62119.0,62775.0,22895.0,0.441
2991,County_2991,Alaska,Rural,37784.0,,15638.0,0.501
29629,County_29629,New Hampshire,Rural,47016.0,48189.0,18108.0,0.481
27933,County_27933,Nebraska,Urban,59484.0,58759.0,23269.0,0.448
10583,County_10583,Georgia,Urban,64048.0,,33476.0,0.477
22705,County_22705,Michigan,Rural,48900.0,47591.0,25229.0,0.44
47661,County_47661,Washington,Suburban/Small City,69792.0,70005.0,26862.0,0.457
15457,County_15457,Iowa,Rural,33689.0,33278.0,10958.0,0.525
53493,County_53493,Other,Urban,,55829.0,25648.0,0.462
10115,County_10115,Georgia,Urban,50531.0,52326.0,18427.0,0.468
37755,County_37755,Oregon,Urban,72185.0,,28051.0,
19235,County_19235,Maine,Urban,65424.0,64759.0,32222.0,0.445
53081,County_53081,Other,Rural,54151.0,53970.0,24850.0,0.424
16113,County_16113,Kansas,Rural,38295.0,,16169.0,0.518
29797,County_29797,New Hampshire,Rural,26017.0,27537.0,14875.0,0.502
44773,County_44773,Utah,Urban,32658.0,31285.0,14489.0,0.504
16417,County_16417,Kansas,Rural,62688.0,63404.0,17401.0,0.48
15627,County_15627,Iowa,Rural,63602.0,65942.0,25448.0,0.436
31323,County_31323,New Mexico,Rural,65707.0,68052.0,27065.0,0.469
49145,County_49145,Wisconsin,Urban,46707.0,43428.0,23970.0,0.45
4511,County_4511,Arkansas,Rural,72426.0,72482.0,28971.0,0.429
8201,County_8201,Delaware,Urban,49368.0,50641.0,24455.0,0.472
32679,County_32679,New York,Urban,32394.0,31159.0,9451.0,0.471
4049,County_4049,Arkansas,Suburban/Small City,26533.0,23536.0,16799.0,0.488
6127,County_6127,Colorado,Urban,43496.0,42672.0,14351.0,0.498
39823,County_39823,Rhode Island,Urban,65507.0,65481.0,22931.0,0.418
27213,County_27213,Nebraska,Rural,60559.0,61616.0,28385.0,0.437
24937,County_24937,Mississippi,Urban,44849.0,48548.0,18341.0,0.493
45193,County_45193,Vermont,Rural,47582.0,47105.0,,0.478
2457,County_2457,Alaska,Rural,36743.0,37595.0,14225.0,0.513
44263,County_44263,Utah,Urban,49710.0,52248.0,24183.0,0.487
7597,County_7597,Connecticut,Rural,57925.0,55084.0,23547.0,0.471
25711,County_25711,Missouri,Rural,70230.0,71412.0,29348.0,0.443
44561,County_44561,Utah,Urban,45742.0,46217.0,27286.0,0.462
8811,County_8811,Delaware,Urban,57395.0,57395.0,19236.0,0.461
18653,County_18653,Louisiana,Urban,61794.0,64405.0,32066.0,0.454
32431,County_32431,New York,Rural,44945.0,45471.0,25160.0,0.46
50431,County_50431,Wyoming,Urban,47959.0,48501.0,24274.0,0.464
32477,County_32477,New York,Urban,63206.0,63279.0,21332.0,0.482
19813,County_19813,Maine,Rural,50241.0,49045.0,20067.0,0.483
35437,County_35437,Ohio,Urban,46959.0,44963.0,23354.0,0.468
50661,County_50661,Wyoming,Rural,36086.0,38790.0,9658.0,0.505
36969,County_36969,Oklahoma,Rural,39967.0,,20645.0,0.436
56335,County_56335,Other,Urban,70060.0,72277.0,34056.0,0.429
31787,County_31787,New Mexico,Rural,60574.0,58906.0,25674.0,0.472
13851,County_13851,Illinois,Suburban/Small City,57045.0,54187.0,27954.0,0.444
41515,County_41515,South Dakota,Rural,57503.0,57908.0,21346.0,0.456
31899,County_31899,New Mexico,Rural,60217.0,59095.0,24030.0,0.465
46211,County_46211,Virginia,Urban,46082.0,46323.0,24342.0,0.476
47165,County_47165,Washington,Urban,55833.0,55902.0,23490.0,0.494
