COUNTYFIPS,COUNTY,STATE,community_type,insurance_coverage_pct,uninsured_pct,uninsured_below64_pct,sahie_uninsured_pct,pct_private_insurance,pct_medicaid,pct_medicare_only
3591,County_3591,Arizona,Rural,72.34,27.66,33.69,27.36,35.55,49.86,7.86
48499,County_48499,West Virginia,Rural,72.68,27.32,32.92,28.43,40.47,32.93,5.45
26143,County_26143,Montana,Rural,72.01,27.99,33.33,28.48,36.05,41.89,5.66
32415,County_32415,New York,Rural,93.61,6.39,8.2,6.22,52.84,19.98,4.66
55371,County_55371,Other,Urban,87.83,12.17,14.91,13.62,47.7,22.46,7.03
29783,County_29783,New Hampshire,Rural,85.34,14.66,17.15,14.83,46.61,26.55,3.58
16539,County_16539,Kansas,Suburban/Small City,73.95,26.05,31.42,25.45,32.76,48.65,7.2
7075,County_7075,Connecticut,Rural,81.26,18.74,22.14,18.78,46.21,34.59,6.66
18587,County_18587,Louisiana,Urban,70.61,29.39,34.73,29.42,32.7,37.7,4.66
12479,County_12479,Idaho,Rural,71.45,28.55,34.84,29.58,40.26,,3.91
37245,County_37245,Oregon,Rural,72.92,27.08,33.51,27.78,34.85,49.03,7.01
32309,County_32309,New York,Urban,88.05,11.95,14.03,11.41,50.72,20.99,4.1
51543,County_51543,Other,Urban,84.12,15.88,19.35,16.97,50.23,,1.68
50533,County_50533,Wyoming,Urban,74.05,25.95,31.15,26.53,37.56,46.08,6.67
47217,County_47217,Washington,Rural,89.78,10.22,12.92,10.54,45.78,33.09,6.18
39441,County_39441,Rhode Island,Urban,65.82,34.18,41.01,34.13,21.24,38.38,5.1
49261,County_49261,Wisconsin,Rural,86.09,13.91,17.05,14.24,35.59,34.12,6.18
9903,County_9903,Florida,Rural,71.85,28.15,33.5,27.7,31.09,42.88,6.02
40893,County_40893,South Carolina,Urban,78.15,21.85,25.97,,31.66,40.66,6.05
5657,County_5657,California,Rural,91.49,8.51,10.06,,48.86,24.56,9.02
6561,County_6561,Colorado,Urban,80.06,19.94,23.62,20.39,42.41,32.09,7.67
10135,County_10135,Georgia,Rural,82.07,17.93,22.13,18.07,48.53,45.31,4.77
36067,County_36067,Oklahoma,Rural,97.38,2.62,2.84,3.1,51.67,16.84,7.46
17969,County_17969,Kentucky,Rural,83.28,16.72,20.52,17.62,47.42,32.46,
11717,County_11717,Hawaii,Rural,86.36,13.64,16.75,13.59,43.6,23.75,5.19
20641,County_20641,Maryland,Rural,66.53,33.47,40.5,33.34,24.73,44.97,7.13
54629,County_54629,Other,Urban,61.56,38.44,46.69,38.9,29.37,55.61,5.98
20447,County_20447,Maryland,Urban,65.95,34.05,39.4,34.84,37.47,47.05,7.5
43583,County_43583,Texas,Urban,79.03,20.97,25.66,21.0,26.16,31.25,4.18
24845,County_24845,Mississippi,Rural,85.2,14.8,18.38,15.24,50.02,23.97,7.11
6519,County_6519,Colorado,Rural,79.79,20.21,23.89,20.08,38.88,40.84,6.79
26629,County_26629,Montana,Rural,90.6,9.4,10.97,9.79,43.17,23.92,6.38
34933,County_34933,North Dakota,Suburban/Small City,78.61,21.39,25.15,21.04,42.22,35.84,6.82
6049,County_6049,Colorado,Urban,85.18,14.82,17.71,14.79,58.61,16.72,6.31
40855,County_40855,South Carolina,Urban,80.63,19.37,22.95,19.62,51.92,28.02,7.02
39263,County_39263,Rhode Island,Rural,66.6,33.4,39.08,34.09,29.42,43.4,6.51
7965,County_7965,Connecticut,Urban,70.02,29.98,35.17,,36.51,51.11,3.1
52973,County_52973,Other,Rural,87.31,12.69,14.97,12.44,48.2,19.05,6.07
3427,County_3427,Arizona,Urban,72.29,27.71,33.51,28.39,27.52,34.43,2.64
13369,County_13369,Illinois,Urban,63.68,36.32,43.48,36.7,33.44,46.47,4.64
49557,County_49557,Wisconsin,Urban,86.11,13.89,15.97,14.23,46.08,17.55,6.0
10967,County_10967,Georgia,Rural,70.07,29.93,36.31,30.23,29.48,43.7,3.87
35749,County_35749,Ohio,Urban,76.66,23.34,26.66,23.24,28.26,43.24,8.2
52395,County_52395,Other,Urban,77.99,22.01,26.89,21.08,36.87,36.14,6.17
43875,County_43875,Texas,Urban,86.69,,16.08,12.12,40.34,31.2,5.03
7343,County_7343,Connecticut,Rural,86.89,13.11,15.82,12.61,46.79,22.17,9.1
37527,County_37527,Oregon,Rural,77.55,22.45,26.6,22.84,32.99,35.01,6.89
17889,County_17889,Kentucky,Urban,83.65,16.35,19.25,17.52,47.77,32.79,5.84
31799,County_31799,New Mexico,Rural,80.19,19.81,22.65,19.52,28.81,34.56,7.55
7597,County_7597,Connecticut,Rural,93.71,6.29,7.11,6.9,57.31,24.02,5.91
51317,County_51317,Other,Rural,69.27,30.73,,30.66,32.73,35.71,3.66
1051,County_1051,Alabama,Urban,65.0,35.0,42.25,35.44,27.44,42.25,7.0
22727,County_22727,Michigan,Urban,75.03,24.97,29.52,25.17,33.93,38.27,6.41
23039,County_23039,Minnesota,Rural,88.79,11.21,13.95,12.22,50.67,15.92,7.64
30977,County_30977,New Jersey,Urban,64.94,35.06,41.9,34.88,31.7,,5.81
1057,County_1057,Alabama,Suburban/Small City,73.5,26.5,31.24,27.22,31.36,46.33,7.1
49261,County_49261,Wisconsin,Rural,83.75,16.25,19.23,16.83,48.0,20.08,6.77
26173,County_26173,Montana,Rural,83.04,16.96,20.46,16.6,41.89,24.13,5.63
35195,County_35195,Ohio,Urban,85.73,14.27,16.42,13.78,47.02,30.37,9.16
2029,County_2029,Alaska,Rural,73.11,26.89,32.54,27.44,32.02,36.31,8.76
48741,County_48741,West Virginia,Rural,72.32,27.68,33.51,27.97,35.35,39.54,6.17
15909,County_15909,Iowa,Suburban/Small City,78.61,21.39,25.65,,33.16,35.67,5.86
10001,County_10001,Georgia,Urban,63.61,36.39,43.97,36.2,25.38,46.34,4.27
54357,County_54357,Other,Urban,74.5,25.5,30.17,25.28,37.64,34.12,7.95
39421,County_39421,Rhode Island,Rural,73.61,26.39,32.11,26.7,,40.63,3.34
48445,County_48445,West Virginia,Urban,84.84,15.16,17.71,15.26,42.32,27.05,8.33
52183,County_52183,Other,Suburban/Small City,76.56,23.44,28.33,,36.16,32.39,8.62
49603,County_49603,Wisconsin,Rural,80.97,19.03,23.42,19.58,40.36,31.97,7.55
23267,County_23267,Minnesota,Urban,65.73,34.27,41.13,,26.36,48.03,5.63
30769,County_30769,New Jersey,Suburban/Small City,86.42,13.58,16.18,13.95,62.39,27.27,2.54
42387,County_42387,Tennessee,Urban,,39.99,47.55,40.6,33.38,48.09,6.07
21531,County_21531,Massachusetts,Rural,87.62,12.38,14.78,12.1,54.61,28.92,
51047,County_51047,Other,Rural,91.96,8.04,9.75,7.99,49.57,15.15,6.69
21215,County_21215,Massachusetts,Rural,77.5,22.5,27.17,22.86,36.39,34.12,6.86
37253,County_37253,Oregon,Rural,76.69,23.31,28.11,24.1,54.17,32.49,5.74
19463,County_19463,Maine,Urban,76.36,23.64,27.47,23.49,48.49,33.36,8.27
16789,County_16789,Kansas,Rural,77.48,22.52,26.28,22.46,40.83,38.87,6.5
36873,County_36873,Oklahoma,Urban,83.45,16.55,19.54,17.03,45.52,23.55,4.93
3259,County_3259,Arizona,Rural,66.06,33.94,40.51,34.96,27.76,48.18,5.77
40383,County_40383,South Carolina,Rural,83.39,16.61,19.69,16.13,45.61,32.34,5.11
34495,County_34495,North Dakota,Rural,71.1,28.9,35.19,29.07,31.92,35.75,6.85
9037,County_9037,Florida,Rural,75.66,24.34,29.32,25.22,37.45,41.95,5.67
22197,County_22197,Michigan,Rural,65.62,34.38,40.85,,22.96,45.37,
37221,County_37221,Oregon,Suburban/Small City,88.52,11.48,14.06,12.08,48.81,17.99,4.17
45771,County_45771,Vermont,Rural,88.98,11.02,13.06,11.62,48.91,19.68,5.48
56759,County_56759,Other,Urban,87.57,12.43,14.5,12.96,44.44,29.68,8.07
29241,County_29241,New Hampshire,Urban,96.36,3.64,4.99,3.58,60.52,7.59,5.92
45777,County_45777,Vermont,Rural,66.54,33.46,40.07,33.04,29.6,46.19,4.39
31657,County_31657,New Mexico,Rural,84.92,15.08,17.72,15.15,47.21,28.33,8.4
25109,County_25109,Missouri,Rural,70.53,29.47,35.81,29.55,32.95,39.22,4.64
40705,County_40705,South Carolina,Urban,73.62,26.38,,26.79,41.01,34.97,4.7
52373,County_52373,Other,Rural,75.99,24.01,29.4,24.58,39.49,32.68,4.58
22263,County_22263,Michigan,Rural,86.11,13.89,16.63,13.49,42.94,33.2,6.43
23519,County_23519,Minnesota,Rural,78.38,21.62,25.87,21.25,48.6,37.94,5.24
13859,County_13859,Illinois,Rural,78.15,21.85,25.63,21.22,47.24,33.49,4.9
9389,County_9389,Florida,Rural,95.17,4.83,5.91,4.48,46.89,24.73,6.11
31797,County_31797,New Mexico,Rural,67.84,32.16,,31.77,25.6,44.5,6.68
31789,County_31789,New Mexico,Urban,81.84,18.16,21.62,17.91,45.31,25.1,6.97
33731,County_33731,North Carolina,Rural,75.12,24.88,29.81,25.5,34.69,48.24,
29391,County_29391,New Hampshire,Urban,76.07,23.93,28.57,23.18,46.46,33.13,4.66
4035,County_4035,Arkansas,Suburban/Small City,72.62,27.38,32.72,27.18,38.75,46.01,4.9
34289,County_34289,North Dakota,Rural,74.3,25.7,30.75,25.66,34.45,39.9,3.82
43241,County_43241,Texas,Rural,87.02,12.98,15.25,12.66,57.43,22.16,5.14
40535,County_40535,South Carolina,Suburban/Small City,71.37,28.63,34.17,28.45,30.97,,4.9
7073,County_7073,Connecticut,Urban,69.63,30.37,36.99,30.66,28.74,51.58,6.15
35241,County_35241,Ohio,Suburban/Small City,84.69,,18.47,16.08,43.9,,4.57
10403,County_10403,Georgia,Rural,71.19,28.81,34.86,30.14,39.32,36.22,7.54
1085,County_1085,Alabama,Urban,90.95,9.05,11.19,8.94,54.01,20.04,4.44
41105,County_41105,South Dakota,Urban,84.67,15.33,17.62,15.48,37.69,26.21,5.36
49081,County_49081,Wisconsin,Rural,71.36,28.64,34.32,28.91,45.29,42.53,7.16
42715,County_42715,Tennessee,Urban,74.93,25.07,30.76,25.42,38.64,37.46,
54111,County_54111,Other,Rural,79.51,20.49,24.16,21.29,45.82,36.66,7.1
55883,County_55883,Other,Rural,63.36,36.64,43.76,37.34,24.44,46.83,5.99
6325,County_6325,Colorado,Urban,87.15,12.85,15.76,13.41,47.99,25.05,8.83
6133,County_6133,Colorado,Urban,76.43,23.57,28.52,23.71,41.04,35.31,3.32
5349,County_5349,California,Suburban/Small City,75.71,24.29,29.63,24.39,44.67,33.1,6.18
12423,County_12423,Idaho,Urban,69.6,30.4,35.9,30.48,25.26,45.55,5.25
29083,County_29083,New Hampshire,Urban,81.18,18.82,22.6,19.19,43.7,30.84,7.14
18087,County_18087,Louisiana,Urban,75.76,,29.41,24.2,37.09,37.18,7.67
14339,County_14339,Indiana,Urban,94.89,5.11,5.92,5.5,46.84,19.12,7.23
13629,County_13629,Illinois,Suburban/Small City,90.47,9.53,11.15,9.45,46.61,28.02,
49709,County_49709,Wisconsin,Rural,72.42,27.58,32.04,27.61,42.13,38.69,4.49
13181,County_13181,Illinois,Rural,71.02,28.98,34.07,28.55,42.26,43.24,5.02
50285,County_50285,Wyoming,Suburban/Small City,79.96,20.04,23.98,20.61,35.75,36.65,4.34
13867,County_13867,Illinois,Urban,68.19,31.81,38.12,31.77,29.98,,5.09
2321,County_2321,Alaska,Urban,69.45,30.55,36.2,30.49,34.25,44.29,7.09
17739,County_17739,Kentucky,Rural,65.18,34.82,42.32,34.95,30.28,43.88,3.7
26425,County_26425,Montana,Urban,79.6,20.4,23.96,20.83,30.11,49.82,5.98
1893,County_1893,Alabama,Rural,92.87,7.13,8.13,8.23,50.81,13.46,6.97
36821,County_36821,Oklahoma,Rural,77.46,22.54,26.81,22.62,35.7,36.82,6.29
39439,County_39439,Rhode Island,Rural,67.07,32.93,40.02,32.74,24.03,49.82,5.31
2179,County_2179,Alaska,Rural,91.55,8.45,,8.58,46.16,23.55,5.21
42825,County_42825,Tennessee,Rural,91.0,9.0,11.15,9.87,46.8,21.23,8.52
41983,County_41983,South Dakota,Suburban/Small City,81.68,18.32,22.51,18.61,42.53,26.43,8.45
49641,County_49641,Wisconsin,Urban,62.71,37.29,44.86,38.8,28.41,47.12,5.46
1373,County_1373,Alabama,Rural,65.36,34.64,41.97,35.24,19.6,50.1,4.13
29363,County_29363,New Hampshire,Rural,66.06,33.94,40.36,33.99,24.38,53.35,5.0
3195,County_3195,Arizona,Suburban/Small City,80.83,19.17,23.09,20.0,38.81,28.92,9.15
2559,County_2559,Alaska,Urban,72.89,27.11,32.36,26.92,34.43,41.39,
40411,County_40411,South Carolina,Urban,80.3,19.7,23.97,20.14,47.39,35.14,4.1
7397,County_7397,Connecticut,Rural,82.39,17.61,20.65,17.74,40.68,23.31,5.18
13865,County_13865,Illinois,Rural,80.19,19.81,23.16,20.22,39.13,34.45,6.22
17271,County_17271,Kentucky,Suburban/Small City,79.33,20.67,24.26,21.54,49.89,35.09,3.54
7837,County_7837,Connecticut,Rural,71.52,,33.9,,35.18,45.06,8.83
3343,County_3343,Arizona,Urban,74.24,25.76,,25.95,43.18,39.6,6.56
5403,County_5403,California,Rural,78.51,21.49,25.76,21.65,31.75,32.34,4.14
31023,County_31023,New Mexico,Rural,85.03,14.97,17.25,15.58,50.16,28.73,7.83
12185,County_12185,Idaho,Rural,86.53,13.47,16.11,,48.2,20.74,6.09
33831,County_33831,North Carolina,Rural,75.1,24.9,29.37,25.66,32.58,35.57,7.43
3849,County_3849,Arizona,Suburban/Small City,92.92,7.08,7.94,7.48,39.93,13.53,5.93
14385,County_14385,Indiana,Rural,68.54,31.46,38.3,31.94,29.85,48.57,5.71
36869,County_36869,Oklahoma,Urban,88.38,11.62,14.53,11.75,45.41,20.05,5.77
16227,County_16227,Kansas,Urban,76.96,23.04,27.43,,34.35,36.6,3.54
18089,County_18089,Louisiana,Rural,75.63,24.37,28.3,24.03,38.57,31.05,4.72
29919,County_29919,New Hampshire,Rural,87.9,12.1,14.42,11.86,49.74,22.68,6.26
5971,County_5971,California,Urban,86.57,13.43,17.81,13.22,46.36,18.94,6.07
27985,County_27985,Nebraska,Urban,71.59,28.41,33.77,28.07,34.99,47.11,4.41
24823,County_24823,Mississippi,Rural,74.08,25.92,32.11,25.85,35.23,43.22,5.49
44063,County_44063,Utah,Rural,74.85,25.15,30.51,25.01,37.05,28.93,6.47
21083,County_21083,Massachusetts,Urban,65.84,34.16,41.65,34.29,32.46,48.67,6.82
23897,County_23897,Minnesota,Urban,77.01,22.99,27.93,23.08,36.4,49.5,7.75
34039,County_34039,North Dakota,Rural,91.42,8.58,,8.51,47.34,14.61,2.45
15171,County_15171,Iowa,Rural,82.19,17.81,21.26,17.41,48.77,22.87,7.67
1743,County_1743,Alabama,Rural,68.45,31.55,37.37,32.42,32.11,43.79,5.87
47319,County_47319,Washington,Rural,77.98,22.02,26.32,22.96,29.45,,5.24
18191,County_18191,Louisiana,Urban,87.68,12.32,15.88,11.93,50.11,26.1,8.41
5549,County_5549,California,Rural,70.22,29.78,34.85,30.06,28.8,47.23,7.3
37179,County_37179,Oregon,Rural,71.91,28.09,34.36,28.38,34.98,40.66,8.36
31363,County_31363,New Mexico,Urban,91.29,8.71,9.81,8.46,49.29,22.34,5.07
48411,County_48411,West Virginia,Urban,83.98,16.02,17.92,16.57,51.53,28.73,4.91
21609,County_21609,Massachusetts,Urban,90.85,9.15,10.78,9.28,43.61,25.83,3.89
31353,County_31353,New Mexico,Rural,85.05,14.95,17.35,14.63,42.74,16.4,5.07
53673,County_53673,Other,Rural,82.92,17.08,21.31,16.35,46.41,40.53,5.89
8063,County_8063,Delaware,Suburban/Small City,72.12,27.88,33.55,27.95,35.36,35.32,5.41
49597,County_49597,Wisconsin,Rural,96.63,3.37,4.59,3.95,51.9,10.6,3.73
56381,County_56381,Other,Rural,78.07,21.93,26.15,22.89,40.31,38.66,2.74
21331,County_21331,Massachusetts,Urban,66.48,33.52,40.19,34.34,15.97,43.43,6.31
10103,County_10103,Georgia,Urban,85.96,14.04,17.4,14.83,46.66,29.51,5.16
10315,County_10315,Georgia,Rural,82.01,17.99,21.25,18.12,,32.34,6.45
4509,County_4509,Arkansas,Rural,66.92,33.08,39.49,33.3,29.37,48.32,8.63
20619,County_20619,Maryland,Rural,75.54,24.46,29.32,25.7,45.19,38.27,5.04
41049,County_41049,South Dakota,Urban,66.9,33.1,40.24,32.53,31.59,42.6,5.46
14519,County_14519,Indiana,Rural,76.82,23.18,27.46,23.22,41.55,31.99,5.03
15335,County_15335,Iowa,Rural,81.26,18.74,22.41,18.72,47.08,32.72,7.67
50753,County_50753,Wyoming,Rural,83.23,16.77,20.12,17.06,53.31,26.01,6.41
7205,County_7205,Connecticut,Rural,78.2,21.8,26.69,22.01,46.68,35.59,8.52
22699,County_22699,Michigan,Urban,76.88,23.12,28.08,22.8,49.14,28.25,5.96
32583,County_32583,New York,Rural,85.38,14.62,,15.05,,,8.94
20547,County_20547,Maryland,Rural,94.17,5.83,7.1,6.08,42.19,19.22,9.24
43533,County_43533,Texas,Urban,73.54,26.46,32.73,26.9,38.24,44.76,4.6
14351,County_14351,Indiana,Rural,64.23,35.77,43.02,36.52,26.38,50.74,4.99
26783,County_26783,Montana,Suburban/Small City,80.24,19.76,23.71,20.0,38.08,36.1,6.45
12097,County_12097,Idaho,Suburban/Small City,82.69,17.31,21.06,17.76,40.67,38.28,5.53
46385,County_46385,Virginia,Rural,85.64,14.36,16.85,15.22,50.5,30.96,5.14
31211,County_31211,New Mexico,Rural,68.65,31.35,37.33,32.09,39.56,46.56,6.63
17417,County_17417,Kentucky,Suburban/Small City,88.22,11.78,13.84,11.94,48.49,31.8,5.42
9615,County_9615,Florida,Urban,85.21,14.79,18.32,15.27,46.52,25.34,3.31
31739,County_31739,New Mexico,Suburban/Small City,89.61,10.39,13.43,10.43,47.98,22.04,9.45
54571,County_54571,Other,Rural,77.36,22.64,27.02,22.73,42.73,28.03,4.78
19197,County_19197,Maine,Urban,66.81,33.19,39.7,32.56,21.68,41.02,4.93
31263,County_31263,New Mexico,Rural,65.1,34.9,41.4,34.99,25.83,57.15,3.87
42799,County_42799,Tennessee,Rural,83.51,16.49,20.29,16.56,50.68,20.04,6.79
23061,County_23061,Minnesota,Rural,79.38,20.62,23.68,20.88,34.94,39.77,6.46
5031,County_5031,California,Urban,67.98,,38.61,32.04,27.68,50.2,4.08
8359,County_8359,Delaware,Rural,68.25,31.75,37.67,32.03,33.22,45.02,5.38
20311,County_20311,Maryland,Rural,72.87,27.13,32.26,27.54,29.79,42.45,
1029,County_1029,Alabama,Rural,89.59,10.41,13.21,10.7,50.77,18.65,8.37
39951,County_39951,Rhode Island,Suburban/Small City,83.17,16.83,19.85,17.11,41.64,28.18,3.57
32721,County_32721,New York,Suburban/Small City,67.71,32.29,38.37,32.33,28.77,47.55,4.26
53895,County_53895,Other,Urban,73.17,26.83,31.68,27.1,36.37,,4.4
31405,County_31405,New Mexico,Suburban/Small City,74.91,25.09,29.87,26.11,35.35,37.8,6.2
49601,County_49601,Wisconsin,Urban,68.72,31.28,37.5,31.27,38.94,46.47,7.65
45673,County_45673,Vermont,Rural,67.43,32.57,39.69,32.48,34.79,45.35,5.61
19899,County_19899,Maine,Urban,71.77,28.23,34.24,28.15,34.75,39.43,2.57
52661,County_52661,Other,Suburban/Small City,81.58,18.42,22.81,17.44,46.27,22.03,7.91
10675,County_10675,Georgia,Suburban/Small City,68.5,31.5,38.13,31.31,30.08,44.37,3.55
41843,County_41843,South Dakota,Suburban/Small City,83.44,16.56,19.54,17.7,49.07,26.32,5.57
25139,County_25139,Missouri,Suburban/Small City,89.49,10.51,,10.69,48.76,28.38,
19567,County_19567,Maine,Rural,82.13,17.87,20.85,17.87,39.67,35.76,5.81
6603,County_6603,Colorado,Urban,81.57,18.43,22.57,18.3,48.77,22.99,5.17
16871,County_16871,Kansas,Rural,97.04,2.96,3.51,3.24,55.18,18.1,8.32
25291,County_25291,Missouri,Suburban/Small City,73.16,26.84,32.42,27.79,,36.63,5.03
56605,County_56605,Other,Suburban/Small City,74.53,25.47,29.58,25.43,31.43,40.9,3.65
37929,County_37929,Oregon,Rural,,10.27,12.44,10.17,48.66,17.22,5.94
14433,County_14433,Indiana,Rural,83.5,16.5,19.61,16.32,39.52,24.62,5.25
9197,County_9197,Florida,Rural,67.19,32.81,39.54,32.91,28.6,44.1,6.13
21767,County_21767,Massachusetts,Rural,89.99,10.01,12.4,10.53,45.04,24.47,10.0
47581,County_47581,Washington,Rural,76.82,23.18,27.27,23.04,32.85,40.5,7.57
52641,County_52641,Other,Urban,76.51,23.49,28.47,23.74,39.39,38.37,7.36
18535,County_18535,Louisiana,Rural,71.03,28.97,34.75,29.03,40.02,44.31,4.03
54817,County_54817,Other,Suburban/Small City,74.89,25.11,,25.83,44.07,32.84,9.01
11185,County_11185,Hawaii,Rural,84.87,15.13,17.45,16.33,45.89,28.37,7.21
41479,County_41479,South Dakota,Suburban/Small City,89.58,10.42,13.06,10.65,47.61,32.59,4.19
53823,County_53823,Other,Suburban/Small City,64.52,35.48,42.95,,25.12,38.08,4.71
46387,County_46387,Virginia,Rural,70.12,29.88,35.77,29.94,34.54,39.42,7.17
6251,County_6251,Colorado,Rural,87.35,12.65,15.83,13.38,46.38,36.76,5.74
9253,County_9253,Florida,Urban,76.69,23.31,28.09,23.7,47.07,39.96,5.71
19843,County_19843,Maine,Rural,80.17,19.83,24.15,20.34,37.22,38.57,8.73
16157,County_16157,Kansas,Rural,76.35,23.65,29.77,23.59,35.77,37.25,4.34
29553,County_29553,New Hampshire,Rural,75.12,24.88,30.6,25.58,46.54,30.04,8.52
54979,County_54979,Other,Urban,77.67,22.33,25.85,22.83,34.84,35.03,6.39
45691,County_45691,Vermont,Urban,67.8,32.2,39.37,32.62,30.52,40.95,8.9
48523,County_48523,West Virginia,Rural,67.04,32.96,39.57,33.22,36.45,34.04,6.17
22709,County_22709,Michigan,Urban,73.76,26.24,32.09,26.44,30.72,37.66,6.61
16643,County_16643,Kansas,Rural,70.02,29.98,36.28,31.24,37.59,49.3,8.04
12773,County_12773,Idaho,Urban,77.67,22.33,27.03,23.13,35.78,33.59,3.59
19107,County_19107,Maine,Urban,92.22,,10.18,8.06,51.35,20.46,4.55
38073,County_38073,Pennsylvania,Urban,,30.68,36.67,30.39,25.3,43.66,7.42
54309,County_54309,Other,Urban,81.93,18.07,21.62,17.58,39.55,30.12,7.71
52689,County_52689,Other,Rural,87.15,12.85,15.37,12.61,51.84,21.78,6.58
55777,County_55777,Other,Rural,70.91,29.09,35.67,30.54,39.39,47.65,4.19
14557,County_14557,Indiana,Rural,83.5,16.5,20.31,16.18,33.7,33.01,3.92
23537,County_23537,Minnesota,Rural,72.06,27.94,33.73,27.94,,48.37,7.9
41113,County_41113,South Dakota,Rural,84.71,15.29,19.09,14.54,46.96,29.14,6.38
13805,County_13805,Illinois,Suburban/Small City,73.3,26.7,32.2,26.98,44.48,36.53,4.77
26079,County_26079,Montana,Urban,89.13,10.87,13.05,10.89,48.23,24.58,4.73
52229,County_52229,Other,Urban,87.43,12.57,14.91,11.91,44.6,31.4,7.52
51921,County_51921,Other,Urban,81.72,18.28,22.05,18.63,37.43,34.24,5.04
35367,County_35367,Ohio,Urban,68.95,31.05,37.34,31.62,31.96,49.3,5.78
19819,County_19819,Maine,Suburban/Small City,69.92,30.08,35.75,29.86,35.7,47.83,6.83
51903,County_51903,Other,Rural,72.61,27.39,33.25,27.93,35.26,32.73,6.77
31481,County_31481,New Mexico,Urban,69.97,30.03,35.75,30.97,34.89,47.92,5.86
52943,County_52943,Other,Urban,80.24,19.76,24.38,20.34,38.35,26.91,7.33
56067,County_56067,Other,Rural,68.46,31.54,37.84,31.4,25.83,45.36,3.22
26609,County_26609,Montana,Suburban/Small City,90.47,9.53,11.33,9.69,53.81,20.22,7.45
44275,County_44275,Utah,Suburban/Small City,82.53,17.47,21.36,17.6,45.05,24.38,6.22
1157,County_1157,Alabama,Urban,76.6,23.4,28.57,22.91,27.62,37.69,7.18
49183,County_49183,Wisconsin,Rural,89.03,10.97,12.56,11.78,48.93,28.37,6.86
47231,County_47231,Washington,Rural,69.9,30.1,35.33,30.08,39.22,38.29,10.1
53675,County_53675,Other,Rural,84.66,15.34,18.22,15.22,43.95,29.2,5.52
47959,County_47959,Washington,Rural,66.08,33.92,41.68,34.12,28.31,41.02,6.57
20591,County_20591,Maryland,Rural,63.88,36.12,43.51,35.85,34.71,43.76,7.41
45951,County_45951,Vermont,Urban,76.36,23.64,28.84,24.43,45.58,37.35,3.16
43357,County_43357,Texas,Urban,82.23,17.77,21.16,17.88,37.67,34.49,5.12
1921,County_1921,Alabama,Rural,93.07,6.93,8.35,6.5,45.02,10.36,6.93
12945,County_12945,Idaho,Urban,76.24,23.76,28.52,23.85,39.52,32.14,8.13
13123,County_13123,Illinois,Suburban/Small City,93.09,6.91,8.48,7.25,55.24,15.72,8.56
12547,County_12547,Idaho,Urban,,23.99,28.8,24.19,35.5,34.78,5.08
56027,County_56027,Other,Rural,91.5,,10.11,7.79,47.03,14.22,3.71
15131,County_15131,Iowa,Urban,82.24,17.76,21.14,17.78,35.22,28.24,4.6
22141,County_22141,Michigan,Rural,77.97,22.03,25.8,23.02,38.69,33.38,4.88
7021,County_7021,Connecticut,Rural,78.33,21.67,25.47,21.92,36.14,28.9,5.42
44031,County_44031,Utah,Urban,71.0,29.0,34.96,29.42,30.43,,2.97
8857,County_8857,Delaware,Urban,91.69,8.31,9.25,9.33,48.07,28.23,7.88
24127,County_24127,Mississippi,Rural,70.28,29.72,35.5,29.64,32.71,38.33,7.91
13325,County_13325,Illinois,Urban,77.83,22.17,26.07,22.69,37.32,30.58,3.18
25857,County_25857,Missouri,Urban,91.39,8.61,10.23,9.74,50.74,,5.99
24541,County_24541,Mississippi,Urban,83.45,16.55,19.97,15.96,47.25,22.57,8.75
44347,County_44347,Utah,Urban,75.04,24.96,29.79,25.58,32.47,30.77,6.53
39475,County_39475,Rhode Island,Rural,78.77,21.23,25.38,21.6,,32.07,5.4
24265,County_24265,Mississippi,Rural,86.56,13.44,16.78,13.5,53.2,28.56,7.27
52277,County_52277,Other,Rural,73.15,26.85,32.41,26.84,23.45,44.07,5.7
6661,County_6661,Colorado,Urban,80.09,19.91,24.28,20.3,44.28,23.51,6.06
14603,County_14603,Indiana,Urban,74.46,25.54,30.44,26.54,32.46,31.59,6.91
55459,County_55459,Other,Rural,80.16,19.84,23.62,19.78,36.16,35.41,5.25
13447,County_13447,Illinois,Urban,,32.67,39.65,33.32,32.32,42.8,6.66
29293,County_29293,New Hampshire,Rural,86.64,13.36,16.04,13.12,38.22,28.87,6.22
18143,County_18143,Louisiana,Rural,65.86,34.14,40.41,34.44,24.01,51.03,6.6
16831,County_16831,Kansas,Suburban/Small City,85.93,14.07,17.26,14.35,44.02,28.88,4.89
14597,County_14597,Indiana,Rural,81.54,18.46,21.91,19.84,53.14,,5.39
16945,County_16945,Kansas,Rural,76.32,23.68,27.68,23.93,32.74,36.96,5.71
43369,County_43369,Texas,Urban,81.24,18.76,22.77,18.89,34.51,43.25,7.86
41337,County_41337,South Dakota,Rural,71.81,28.19,34.02,27.91,37.81,38.98,4.97
27677,County_27677,Nebraska,Urban,71.09,28.91,33.88,29.12,38.19,,7.66
37339,County_37339,Oregon,Rural,79.1,20.9,,20.77,35.18,23.18,3.59
8539,County_8539,Delaware,Rural,68.01,31.99,38.21,31.61,33.51,42.64,4.95
52559,County_52559,Other,Urban,75.41,24.59,29.13,25.32,34.46,37.23,5.73
28647,County_28647,Nevada,Urban,84.1,15.9,19.18,16.84,44.74,28.28,3.98
