COUNTYFIPS,COUNTY,STATE,community_type,disability_rate_pct,child_disability_rate_pct,nonvet_disability_18_64_pct,vet_disability_18_64_pct
29083,County_29083,New Hampshire,Urban,19.13,7.62,15.75,30.7
18087,County_18087,Louisiana,Urban,22.18,11.03,19.52,37.84
14339,County_14339,Indiana,Urban,12.97,6.16,8.18,22.29
13629,County_13629,Illinois,Suburban/Small City,14.32,5.78,13.9,29.61
49709,County_49709,Wisconsin,Rural,25.06,11.82,16.41,36.1
13181,County_13181,Illinois,Rural,28.81,12.8,22.75,39.15
50285,County_50285,Wyoming,Suburban/Small City,24.34,11.06,18.91,29.24
13867,County_13867,Illinois,Urban,29.56,13.61,23.75,43.06
2321,County_2321,Alaska,Urban,26.72,14.09,19.19,38.32
17739,County_17739,Kentucky,Rural,31.99,16.05,27.34,35.39
26425,County_26425,Montana,Urban,24.14,11.71,18.19,
1893,County_1893,Alabama,Rural,11.91,6.78,7.98,25.58
36821,County_36821,Oklahoma,Rural,24.25,12.31,19.92,41.38
39439,County_39439,Rhode Island,Rural,,12.59,21.42,33.49
2179,County_2179,Alaska,Rural,16.01,10.05,12.87,27.45
42825,County_42825,Tennessee,Rural,15.7,7.71,15.24,27.77
41983,County_41983,South Dakota,Suburban/Small City,17.53,4.43,13.28,32.04
49641,County_49641,Wisconsin,Urban,37.48,19.9,31.73,41.6
1373,County_1373,Alabama,Rural,33.45,17.29,27.46,37.41
29363,County_29363,New Hampshire,Rural,32.65,18.08,29.09,40.21
3195,County_3195,Arizona,Suburban/Small City,17.05,9.04,13.15,30.03
2559,County_2559,Alaska,Urban,23.51,10.44,17.43,36.75
40411,County_40411,South Carolina,Urban,24.18,11.79,22.68,35.95
7397,County_7397,Connecticut,Rural,17.3,8.21,14.44,20.58
13865,County_13865,Illinois,Rural,18.33,,13.37,32.19
17271,County_17271,Kentucky,Suburban/Small City,22.45,11.49,16.35,38.03
7837,County_7837,Connecticut,Rural,27.44,11.61,22.2,27.89
3343,County_3343,Arizona,Urban,27.06,14.11,24.36,31.0
5403,County_5403,California,Rural,23.97,13.5,19.06,33.02
31023,County_31023,New Mexico,Rural,,10.98,16.7,33.58
12185,County_12185,Idaho,Rural,13.13,5.35,10.75,28.51
33831,County_33831,North Carolina,Rural,,12.86,22.61,25.71
3849,County_3849,Arizona,Suburban/Small City,11.39,7.24,12.65,27.04
14385,County_14385,Indiana,Rural,25.88,,,38.14
36869,County_36869,Oklahoma,Urban,17.39,7.36,17.49,23.93
16227,County_16227,Kansas,Urban,24.3,12.93,24.01,32.1
18089,County_18089,Louisiana,Rural,24.82,13.96,18.84,36.7
29919,County_29919,New Hampshire,Rural,14.56,7.86,14.68,32.98
5971,County_5971,California,Urban,18.43,9.27,15.03,21.43
27985,County_27985,Nebraska,Urban,28.24,14.9,23.34,37.28
24823,County_24823,Mississippi,Rural,26.02,11.61,22.19,37.73
44063,County_44063,Utah,Rural,24.93,11.95,22.81,43.09
21083,County_21083,Massachusetts,Urban,31.58,18.81,26.6,33.14
23897,County_23897,Minnesota,Urban,24.08,14.73,22.99,31.85
34039,County_34039,North Dakota,Rural,16.03,7.8,10.93,37.29
15171,County_15171,Iowa,Rural,19.33,7.49,14.93,20.55
1743,County_1743,Alabama,Rural,32.65,20.0,26.96,37.72
47319,County_47319,Washington,Rural,23.09,10.97,20.45,32.57
18191,County_18191,Louisiana,Urban,14.57,10.2,11.78,19.47
5549,County_5549,California,Rural,30.84,15.42,27.17,40.14
37179,County_37179,Oregon,Rural,27.13,9.32,20.47,48.02
31363,County_31363,New Mexico,Urban,11.14,3.47,8.84,29.7
48411,County_48411,West Virginia,Urban,16.4,8.82,14.75,28.3
21609,County_21609,Massachusetts,Urban,15.82,8.69,10.51,28.81
31353,County_31353,New Mexico,Rural,18.5,12.02,15.17,31.41
53673,County_53673,Other,Rural,24.75,13.09,20.46,
8063,County_8063,Delaware,Suburban/Small City,24.26,16.13,23.9,39.4
49597,County_49597,Wisconsin,Rural,11.28,6.45,10.16,33.02
56381,County_56381,Other,Rural,25.13,14.21,21.46,34.36
21331,County_21331,Massachusetts,Urban,30.18,15.62,26.56,34.71
10103,County_10103,Georgia,Urban,17.83,9.68,13.51,28.07
10315,County_10315,Georgia,Rural,17.68,11.14,15.74,34.28
4509,County_4509,Arkansas,Rural,28.81,14.0,21.71,35.27
20619,County_20619,Maryland,Rural,23.68,13.56,17.99,32.06
41049,County_41049,South Dakota,Urban,28.59,13.56,23.19,35.57
14519,County_14519,Indiana,Rural,21.87,12.84,20.47,15.79
15335,County_15335,Iowa,Rural,22.28,12.89,21.22,38.68
50753,County_50753,Wyoming,Rural,14.52,6.24,13.77,26.2
7205,County_7205,Connecticut,Rural,21.56,11.37,15.64,29.53
22699,County_22699,Michigan,Urban,,9.63,16.49,31.56
32583,County_32583,New York,Rural,21.44,11.35,19.89,23.75
20547,County_20547,Maryland,Rural,10.44,7.34,9.4,29.67
43533,County_43533,Texas,Urban,29.45,17.44,27.01,36.32
14351,County_14351,Indiana,Rural,31.25,18.14,24.36,35.01
26783,County_26783,Montana,Suburban/Small City,21.31,10.93,22.17,
12097,County_12097,Idaho,Suburban/Small City,18.87,9.51,15.81,30.56
46385,County_46385,Virginia,Rural,15.91,8.15,9.37,26.62
31211,County_31211,New Mexico,Rural,34.15,14.32,26.33,45.57
17417,County_17417,Kentucky,Suburban/Small City,17.6,9.21,15.73,25.39
9615,County_9615,Florida,Urban,18.27,9.15,17.29,20.84
31739,County_31739,New Mexico,Suburban/Small City,10.07,7.69,11.46,24.51
54571,County_54571,Other,Rural,18.85,11.15,15.57,32.8
19197,County_19197,Maine,Urban,30.27,16.54,28.51,32.99
31263,County_31263,New Mexico,Rural,31.51,17.13,29.77,35.24
42799,County_42799,Tennessee,Rural,17.97,10.35,12.87,24.5
23061,County_23061,Minnesota,Rural,27.77,14.6,26.74,35.19
5031,County_5031,California,Urban,30.69,14.55,25.84,40.59
8359,County_8359,Delaware,Rural,27.66,11.46,25.58,39.33
20311,County_20311,Maryland,Rural,27.35,16.41,21.72,32.88
1029,County_1029,Alabama,Rural,12.8,7.12,8.8,25.1
39951,County_39951,Rhode Island,Suburban/Small City,15.6,8.69,13.21,27.12
32721,County_32721,New York,Suburban/Small City,27.23,13.35,24.09,36.95
53895,County_53895,Other,Urban,29.9,13.47,23.64,44.77
31405,County_31405,New Mexico,Suburban/Small City,,12.47,21.62,37.67
49601,County_49601,Wisconsin,Urban,22.87,10.85,24.04,34.05
45673,County_45673,Vermont,Rural,32.85,15.46,32.9,37.7
19899,County_19899,Maine,Urban,25.25,11.84,19.14,36.83
52661,County_52661,Other,Suburban/Small City,19.97,12.66,17.86,31.2
10675,County_10675,Georgia,Suburban/Small City,32.56,14.72,25.4,37.42
41843,County_41843,South Dakota,Suburban/Small City,15.34,9.14,12.75,27.9
25139,County_25139,Missouri,Suburban/Small City,9.44,3.95,5.44,28.15
19567,County_19567,Maine,Rural,22.45,11.43,18.9,28.12
6603,County_6603,Colorado,Urban,19.74,11.94,15.29,31.01
16871,County_16871,Kansas,Rural,14.29,11.36,14.35,26.81
25291,County_25291,Missouri,Suburban/Small City,20.94,11.83,15.92,37.98
56605,County_56605,Other,Suburban/Small City,25.58,12.59,22.95,32.46
37929,County_37929,Oregon,Rural,15.05,6.1,14.53,26.59
14433,County_14433,Indiana,Rural,20.23,11.27,18.8,24.27
9197,County_9197,Florida,Rural,29.57,15.79,25.08,42.88
21767,County_21767,Massachusetts,Rural,10.49,3.92,9.66,29.23
47581,County_47581,Washington,Rural,23.11,12.75,21.34,
52641,County_52641,Other,Urban,24.85,10.73,20.43,29.1
18535,County_18535,Louisiana,Rural,30.69,17.45,24.74,43.89
54817,County_54817,Other,Suburban/Small City,26.25,12.57,20.98,25.13
11185,County_11185,Hawaii,Rural,17.45,11.37,16.41,31.88
41479,County_41479,South Dakota,Suburban/Small City,15.72,8.44,11.01,
53823,County_53823,Other,Suburban/Small City,31.95,15.16,27.43,36.58
46387,County_46387,Virginia,Rural,31.37,15.45,27.64,36.94
6251,County_6251,Colorado,Rural,21.05,12.07,16.95,36.45
9253,County_9253,Florida,Urban,,8.88,18.39,35.89
19843,County_19843,Maine,Rural,21.19,9.51,18.87,36.37
16157,County_16157,Kansas,Rural,25.23,11.6,22.12,35.18
29553,County_29553,New Hampshire,Rural,24.06,14.49,24.03,36.53
54979,County_54979,Other,Urban,23.21,13.53,22.08,22.28
45691,County_45691,Vermont,Urban,31.89,13.52,24.62,36.61
48523,County_48523,West Virginia,Rural,28.58,11.71,26.4,42.21
22709,County_22709,Michigan,Urban,27.61,12.94,22.36,33.14
16643,County_16643,Kansas,Rural,26.44,12.34,25.96,35.23
12773,County_12773,Idaho,Urban,24.82,9.69,19.36,32.82
19107,County_19107,Maine,Urban,12.06,3.59,10.49,35.17
38073,County_38073,Pennsylvania,Urban,30.44,14.86,24.35,36.72
54309,County_54309,Other,Urban,21.35,11.68,19.25,27.89
52689,County_52689,Other,Rural,16.0,5.14,12.53,23.36
55777,County_55777,Other,Rural,31.95,15.6,28.39,30.93
14557,County_14557,Indiana,Rural,20.66,10.71,20.88,29.52
23537,County_23537,Minnesota,Rural,31.76,14.93,30.85,34.52
41113,County_41113,South Dakota,Rural,15.37,,10.22,29.07
13805,County_13805,Illinois,Suburban/Small City,27.59,13.04,25.17,28.01
26079,County_26079,Montana,Urban,11.47,5.11,10.18,19.74
52229,County_52229,Other,Urban,13.77,3.75,10.76,21.39
51921,County_51921,Other,Urban,21.29,11.23,17.22,35.47
35367,County_35367,Ohio,Urban,30.57,14.49,22.81,36.53
19819,County_19819,Maine,Suburban/Small City,27.14,12.41,24.0,38.29
51903,County_51903,Other,Rural,21.39,9.75,18.31,33.8
31481,County_31481,New Mexico,Urban,27.11,14.22,23.76,34.7
52943,County_52943,Other,Urban,20.43,10.87,15.15,32.23
56067,County_56067,Other,Rural,25.57,12.22,21.87,38.84
26609,County_26609,Montana,Suburban/Small City,12.6,4.48,11.37,20.81
44275,County_44275,Utah,Suburban/Small City,12.67,4.53,11.06,28.29
1157,County_1157,Alabama,Urban,20.8,10.05,,37.0
49183,County_49183,Wisconsin,Rural,13.41,3.06,10.59,30.5
47231,County_47231,Washington,Rural,,14.97,21.74,34.39
53675,County_53675,Other,Rural,16.35,7.88,17.73,30.94
47959,County_47959,Washington,Rural,30.68,15.83,28.12,45.88
20591,County_20591,Maryland,Rural,32.73,15.94,30.48,42.12
45951,County_45951,Vermont,Urban,24.35,12.73,21.89,33.24
43357,County_43357,Texas,Urban,23.37,12.63,20.5,28.2
1921,County_1921,Alabama,Rural,7.77,4.0,5.93,27.24
12945,County_12945,Idaho,Urban,27.66,13.74,24.26,30.78
13123,County_13123,Illinois,Suburban/Small City,12.32,2.99,6.05,26.17
12547,County_12547,Idaho,Urban,22.83,13.85,15.29,
56027,County_56027,Other,Rural,12.64,5.77,12.35,16.41
15131,County_15131,Iowa,Urban,19.99,10.01,16.57,32.0
22141,County_22141,Michigan,Rural,22.43,14.33,18.84,29.82
7021,County_7021,Connecticut,Rural,18.6,10.59,16.69,41.74
44031,County_44031,Utah,Urban,28.5,14.26,23.49,36.85
8857,County_8857,Delaware,Urban,13.44,5.75,12.12,25.58
24127,County_24127,Mississippi,Rural,27.92,12.55,24.93,29.17
13325,County_13325,Illinois,Urban,21.06,10.04,18.23,39.53
25857,County_25857,Missouri,Urban,6.85,4.19,5.4,25.18
24541,County_24541,Mississippi,Urban,15.11,5.72,11.77,21.53
44347,County_44347,Utah,Urban,24.06,13.35,20.01,32.08
39475,County_39475,Rhode Island,Rural,20.12,10.57,19.86,28.12
24265,County_24265,Mississippi,Rural,14.4,5.11,11.04,29.31
52277,County_52277,Other,Rural,27.08,13.69,23.13,45.42
6661,County_6661,Colorado,Urban,19.83,10.42,17.39,22.49
14603,County_14603,Indiana,Urban,22.58,11.31,16.3,32.49
55459,County_55459,Other,Rural,22.73,9.39,18.61,34.72
13447,County_13447,Illinois,Urban,31.15,17.59,28.85,36.72
29293,County_29293,New Hampshire,Rural,17.03,11.2,16.58,27.67
18143,County_18143,Louisiana,Rural,30.28,15.92,29.81,57.23
16831,County_16831,Kansas,Suburban/Small City,20.1,7.86,18.06,29.95
14597,County_14597,Indiana,Rural,20.87,13.39,20.47,31.6
16945,County_16945,Kansas,Rural,27.13,14.32,25.87,32.18
43369,County_43369,Texas,Urban,24.98,13.66,22.45,27.71
41337,County_41337,South Dakota,Rural,27.69,12.8,21.59,30.51
27677,County_27677,Nebraska,Urban,28.79,15.8,23.65,38.73
37339,County_37339,Oregon,Rural,17.36,9.05,9.89,35.84
8539,County_8539,Delaware,Rural,27.63,15.38,21.07,55.43
52559,County_52559,Other,Urban,22.16,11.8,17.02,34.93
28647,County_28647,Nevada,Urban,15.52,7.88,16.7,32.9
26595,County_26595,Montana,Rural,28.35,12.56,26.11,46.26
17151,County_17151,Kentucky,Rural,27.5,15.2,18.18,
21929,County_21929,Massachusetts,Rural,22.37,13.63,20.77,40.23
6153,County_6153,Colorado,Suburban/Small City,23.9,13.41,19.36,40.76
25437,County_25437,Missouri,Suburban/Small City,22.9,11.75,17.69,42.54
46121,County_46121,Virginia,Rural,19.79,8.8,,36.0
2523,County_2523,Alaska,Suburban/Small City,24.42,12.56,20.56,37.57
7419,County_7419,Connecticut,Urban,32.65,18.01,25.25,37.71
9691,County_9691,Florida,Rural,24.4,13.67,18.48,44.27
46337,County_46337,Virginia,Rural,24.63,13.51,15.92,22.57
29493,County_29493,New Hampshire,Rural,25.86,11.42,22.57,23.31
7297,County_7297,Connecticut,Rural,17.16,10.21,14.15,28.99
55847,County_55847,Other,Rural,23.94,11.64,23.64,28.64
31707,County_31707,New Mexico,Rural,29.15,18.28,26.04,32.76
42623,County_42623,Tennessee,Rural,23.32,10.84,21.76,31.08
41501,County_41501,South Dakota,Urban,23.61,,23.14,35.94
39129,County_39129,Rhode Island,Urban,22.67,10.14,17.78,27.12
8051,County_8051,Delaware,Rural,25.65,10.12,20.61,39.66
11991,County_11991,Hawaii,Urban,13.32,8.22,7.41,22.25
8689,County_8689,Delaware,Rural,18.67,11.15,,35.44
24277,County_24277,Mississippi,Rural,23.01,11.56,19.64,36.71
10377,County_10377,Georgia,Rural,26.08,13.42,21.49,36.58
33915,County_33915,North Carolina,Urban,18.19,9.02,18.39,29.06
49225,County_49225,Wisconsin,Rural,14.58,9.12,10.05,36.97
15099,County_15099,Iowa,Urban,15.73,8.88,,28.82
5431,County_5431,California,Urban,27.62,13.79,21.11,38.91
26463,County_26463,Montana,Rural,31.71,16.69,26.44,41.77
45535,County_45535,Vermont,Urban,17.97,8.1,16.5,30.73
41365,County_41365,South Dakota,Rural,14.85,8.86,13.93,29.94
11491,County_11491,Hawaii,Rural,17.65,7.91,13.77,32.91
14647,County_14647,Indiana,Rural,15.39,6.81,11.64,35.83
26353,County_26353,Montana,Urban,25.66,13.2,21.15,41.13
41227,County_41227,South Dakota,Rural,18.68,8.95,15.53,26.83
11375,County_11375,Hawaii,Rural,18.76,7.56,15.46,39.73
8447,County_8447,Delaware,Suburban/Small City,12.37,6.62,11.8,19.19
41583,County_41583,South Dakota,Urban,17.76,9.24,17.44,31.69
1175,County_1175,Alabama,Rural,18.91,11.16,15.47,26.94
52951,County_52951,Other,Rural,9.8,2.69,10.71,23.97
14435,County_14435,Indiana,Rural,25.2,10.3,20.34,25.98
29587,County_29587,New Hampshire,Urban,25.0,13.03,21.33,30.73
29957,County_29957,New Hampshire,Urban,21.17,11.04,19.04,30.59
47633,County_47633,Washington,Urban,23.01,,19.67,31.73
1281,County_1281,Alabama,Urban,27.89,15.09,21.74,34.8
4711,County_4711,Arkansas,Rural,15.56,7.85,12.44,21.52
35305,County_35305,Ohio,Rural,11.82,7.35,10.46,31.83
18099,County_18099,Louisiana,Rural,22.09,8.75,14.36,25.57
30613,County_30613,New Jersey,Suburban/Small City,15.32,7.55,12.97,23.48
40447,County_40447,South Carolina,Rural,31.38,15.5,23.11,34.12
20037,County_20037,Maryland,Urban,29.71,,23.29,37.56
4715,County_4715,Arkansas,Suburban/Small City,23.35,13.32,21.28,36.24
18239,County_18239,Louisiana,Rural,27.66,16.8,,33.54
27059,County_27059,Nebraska,Suburban/Small City,24.69,11.65,18.63,29.4
4921,County_4921,Arkansas,Rural,27.76,13.48,25.63,37.54
24703,County_24703,Mississippi,Rural,27.99,14.31,22.85,41.69
52025,County_52025,Other,Rural,24.85,15.09,,34.41
25167,County_25167,Missouri,Urban,21.61,7.52,19.65,30.36
37415,County_37415,Oregon,Urban,19.97,9.32,19.1,28.56
24469,County_24469,Mississippi,Urban,32.16,17.46,24.91,34.68
6893,County_6893,Colorado,Urban,12.64,,8.84,25.51
30175,County_30175,New Jersey,Urban,18.1,8.68,13.07,28.25
41705,County_41705,South Dakota,Rural,23.04,9.85,17.99,29.64
44595,County_44595,Utah,Rural,28.14,12.87,23.06,33.1
52161,County_52161,Other,Rural,31.62,15.88,24.76,38.54
40977,County_40977,South Carolina,Rural,13.34,6.42,7.51,29.12
2025,County_2025,Alaska,Suburban/Small City,18.64,9.24,18.27,31.98
46007,County_46007,Virginia,Rural,18.18,7.54,14.92,23.15
21693,County_21693,Massachusetts,Urban,,15.51,28.81,40.31
48735,County_48735,West Virginia,Urban,22.75,11.22,15.85,25.0
24915,County_24915,Mississippi,Urban,25.43,11.42,22.59,34.27
51911,County_51911,Other,Rural,26.83,14.29,26.94,20.47
47651,County_47651,Washington,Rural,25.87,13.64,22.24,28.93
53507,County_53507,Other,Rural,26.86,13.15,25.18,36.52
55257,County_55257,Other,Rural,20.08,9.37,18.15,25.58
22589,County_22589,Michigan,Rural,,15.71,23.46,42.4
56901,County_56901,Other,Rural,25.45,12.06,21.75,33.32
56585,County_56585,Other,Rural,30.17,17.9,25.98,40.75
28081,County_28081,Nevada,Suburban/Small City,32.82,18.19,28.53,31.4
42317,County_42317,Tennessee,Rural,13.92,7.44,14.72,19.75
41777,County_41777,South Dakota,Suburban/Small City,13.54,7.21,12.86,33.79
44011,County_44011,Utah,Rural,23.17,8.84,19.49,35.91
41615,County_41615,South Dakota,Rural,17.81,9.19,16.61,24.96
2505,County_2505,Alaska,Rural,17.41,8.68,15.45,27.55
43401,County_43401,Texas,Suburban/Small City,27.5,14.97,23.22,29.89
49641,County_49641,Wisconsin,Rural,12.29,3.22,8.75,28.28
16289,County_16289,Kansas,Rural,28.32,12.11,23.31,39.17
55767,County_55767,Other,Suburban/Small City,22.81,12.71,17.88,37.4
15157,County_15157,Iowa,Rural,22.3,11.23,18.72,26.55
39793,County_39793,Rhode Island,Urban,21.89,9.2,16.36,29.08
43263,County_43263,Texas,Urban,13.9,4.89,12.48,21.19
33765,County_33765,North Carolina,Suburban/Small City,20.2,10.63,17.77,25.71
16885,County_16885,Kansas,Suburban/Small City,9.83,3.13,7.58,21.76
52747,County_52747,Other,Rural,25.74,13.37,23.27,31.7
5253,County_5253,California,Rural,15.01,6.32,,32.43
48197,County_48197,West Virginia,Urban,24.22,14.54,21.8,31.81
5793,County_5793,California,Rural,23.97,,19.14,45.46
47455,County_47455,Washington,Rural,33.34,17.36,27.64,41.62
41161,County_41161,South Dakota,Urban,28.28,,24.3,38.75
35585,County_35585,Ohio,Rural,19.0,9.0,19.65,27.08
30007,County_30007,New Jersey,Rural,27.71,11.71,24.16,31.92
18943,County_18943,Louisiana,Rural,25.9,11.26,22.55,27.85
13913,County_13913,Illinois,Suburban/Small City,30.39,15.22,25.07,40.29
56855,County_56855,Other,Rural,21.33,11.48,19.88,23.94
2087,County_2087,Alaska,Urban,19.32,9.29,17.79,32.88
45197,County_45197,Vermont,Rural,6.26,3.16,6.86,21.98
48747,County_48747,West Virginia,Rural,,9.32,15.39,29.13
53657,County_53657,Other,Rural,32.68,17.36,27.04,47.88
1721,County_1721,Alabama,Rural,28.48,15.03,24.74,33.53
50831,County_50831,Wyoming,Rural,21.03,9.67,19.66,39.97
19941,County_19941,Maine,Urban,7.45,2.51,6.88,23.87
26233,County_26233,Montana,Rural,22.79,13.14,21.13,38.79
21073,County_21073,Massachusetts,Urban,16.29,7.26,13.82,30.72
40833,County_40833,South Carolina,Rural,27.45,12.78,25.34,32.32
55789,County_55789,Other,Urban,24.89,11.99,24.75,36.9
48233,County_48233,West Virginia,Urban,27.14,15.91,15.76,40.83
3601,County_3601,Arizona,Urban,25.19,15.32,20.24,31.69
37859,County_37859,Oregon,Urban,12.64,6.93,8.83,29.24
15313,County_15313,Iowa,Rural,18.59,12.85,13.24,21.49
26917,County_26917,Montana,Urban,21.88,12.8,18.52,23.82
20757,County_20757,Maryland,Rural,34.06,17.6,27.13,36.0
48385,County_48385,West Virginia,Rural,26.74,,21.67,35.65
37919,County_37919,Oregon,Urban,28.11,16.03,26.64,25.84
42791,County_42791,Tennessee,Urban,10.85,6.97,10.49,
40617,County_40617,South Carolina,Rural,31.36,15.43,24.13,36.46
51663,County_51663,Other,Rural,16.03,8.05,13.24,27.91
7705,County_7705,Connecticut,Urban,28.93,15.73,27.9,36.78
28879,County_28879,Nevada,Rural,28.96,15.31,27.52,29.91
37327,County_37327,Oregon,Rural,10.08,5.34,9.42,16.8
3325,County_3325,Arizona,Rural,12.88,7.56,13.3,31.02
36975,County_36975,Oklahoma,Rural,11.8,6.02,13.51,26.53
53263,County_53263,Other,Rural,12.07,5.12,10.36,34.07
50293,County_50293,Wyoming,Urban,19.64,9.41,15.74,29.73
5743,County_5743,California,Suburban/Small City,17.56,9.81,13.52,21.89
5071,County_5071,California,Rural,,14.56,14.82,25.01
23719,County_23719,Minnesota,Suburban/Small City,16.02,10.35,10.59,38.51
1215,County_1215,Alabama,Suburban/Small City,21.33,9.88,16.35,32.17
29375,County_29375,New Hampshire,Rural,7.67,2.94,9.0,23.33
45519,County_45519,Vermont,Rural,27.92,12.82,25.09,35.39
46581,County_46581,Virginia,Rural,29.28,11.94,24.0,42.47
49169,County_49169,Wisconsin,Rural,19.39,5.66,15.18,24.58
26645,County_26645,Montana,Rural,,9.3,14.84,25.61
33821,County_33821,North Carolina,Rural,30.9,12.55,24.58,45.71
38207,County_38207,Pennsylvania,Rural,28.27,15.24,23.2,36.48
54773,County_54773,Other,Rural,27.33,16.17,22.48,26.45
14613,County_14613,Indiana,Urban,23.25,12.78,19.42,38.71
10859,County_10859,Georgia,Rural,18.44,10.11,13.5,35.88
6515,County_6515,Colorado,Urban,16.74,7.99,16.02,26.26
48991,County_48991,West Virginia,Urban,27.39,14.06,23.77,29.83
29659,County_29659,New Hampshire,Rural,19.34,11.64,18.51,20.94
29745,County_29745,New Hampshire,Rural,24.3,,20.24,38.7
24811,County_24811,Mississippi,Urban,18.94,7.8,20.64,26.47
32703,County_32703,New York,Rural,14.55,10.75,14.34,27.93
38337,County_38337,Pennsylvania,Urban,32.77,15.26,26.81,47.08
32653,County_32653,New York,Rural,21.16,9.04,17.97,34.78
56825,County_56825,Other,Rural,28.92,16.22,26.16,33.67
26001,County_26001,Montana,Rural,21.8,11.56,18.39,33.98
51065,County_51065,Other,Urban,15.82,8.36,13.16,31.76
46979,County_46979,Virginia,Rural,18.8,8.1,13.7,32.61
47107,County_47107,Washington,Rural,17.9,7.14,17.28,21.99
9565,County_9565,Florida,Rural,18.17,9.26,12.68,30.0
22219,County_22219,Michigan,Rural,30.22,15.91,21.0,34.2
14733,County_14733,Indiana,Urban,21.43,8.6,16.65,30.17
9585,County_9585,Florida,Urban,19.66,9.0,14.48,29.19
41429,County_41429,South Dakota,Urban,28.59,15.66,24.19,34.42
17711,County_17711,Kentucky,Rural,13.72,7.62,11.35,31.22
46469,County_46469,Virginia,Rural,25.92,11.18,23.94,31.81
42921,County_42921,Tennessee,Suburban/Small City,17.44,7.48,,32.14
5917,County_5917,California,Rural,22.23,10.59,19.99,32.38
40539,County_40539,South Carolina,Rural,27.47,,24.69,41.74
37645,County_37645,Oregon,Suburban/Small City,19.96,9.17,14.77,32.88
40525,County_40525,South Carolina,Rural,31.57,13.93,28.59,46.09
45341,County_45341,Vermont,Rural,34.73,17.64,28.31,43.04
28079,County_28079,Nevada,Rural,6.89,2.64,5.03,21.66
26277,County_26277,Montana,Rural,31.97,15.17,24.7,28.33
11117,County_11117,Hawaii,Rural,22.99,,21.93,34.21
17073,County_17073,Kentucky,Rural,19.63,10.07,19.79,31.96
42227,County_42227,Tennessee,Urban,24.29,12.71,21.37,40.08
2443,County_2443,Alaska,Rural,12.67,3.03,11.55,17.97
22399,County_22399,Michigan,Urban,12.79,7.1,10.63,25.68
14007,County_14007,Indiana,Rural,11.55,3.78,11.37,27.1
49217,County_49217,Wisconsin,Urban,22.27,11.63,21.01,29.65
45937,County_45937,Vermont,Rural,20.07,11.66,17.93,34.06
18515,County_18515,Louisiana,Urban,28.87,16.68,24.51,36.92
28891,County_28891,Nevada,Urban,27.91,15.71,21.47,38.94
14785,County_14785,Indiana,Suburban/Small City,16.62,8.52,16.39,32.49
15665,County_15665,Iowa,Rural,21.25,9.65,21.93,37.94
33447,County_33447,North Carolina,Urban,24.86,12.74,16.52,34.02
38635,County_38635,Pennsylvania,Rural,28.88,14.13,23.25,37.23
38803,County_38803,Pennsylvania,Urban,24.92,12.79,19.1,41.37
40557,County_40557,South Carolina,Rural,11.66,8.69,7.12,18.4
17159,County_17159,Kentucky,Rural,28.73,13.83,21.74,33.98
34889,County_34889,North Dakota,Rural,33.27,16.09,27.65,31.87
8871,County_8871,Delaware,Rural,23.41,11.7,21.49,37.47
27349,County_27349,Nebraska,Suburban/Small City,12.49,5.86,11.74,15.68
52907,County_52907,Other,Urban,17.36,7.88,9.9,25.88
52523,County_52523,Other,Rural,30.73,14.85,27.67,36.57
5333,County_5333,California,Rural,30.34,14.74,27.97,38.9
22355,County_22355,Michigan,Rural,19.16,10.75,14.59,33.35
52847,County_52847,Other,Rural,30.43,17.11,23.23,38.7
19619,County_19619,Maine,Urban,21.79,10.91,15.85,31.16
52977,County_52977,Other,Urban,33.39,16.38,28.11,39.66
25819,County_25819,Missouri,Rural,26.78,12.87,22.09,31.65
26525,County_26525,Montana,Rural,17.06,8.41,9.12,21.07
13805,County_13805,Illinois,Rural,21.56,13.75,15.97,33.02
1187,County_1187,Alabama,Rural,22.41,11.56,,30.21
11949,County_11949,Hawaii,Rural,28.11,13.95,24.29,37.72
50827,County_50827,Wyoming,Rural,27.91,14.21,22.85,34.54
7821,County_7821,Connecticut,Rural,12.95,7.38,7.68,33.44
56493,County_56493,Other,Urban,26.03,13.09,23.38,30.56
6479,County_6479,Colorado,Urban,14.68,7.63,12.34,24.4
20805,County_20805,Maryland,Rural,17.63,7.14,14.0,35.78
32785,County_32785,New York,Urban,28.9,15.52,25.47,41.52
48541,County_48541,West Virginia,Rural,19.97,7.53,14.61,35.82
30333,County_30333,New Jersey,Rural,30.18,13.56,23.89,30.82
14249,County_14249,Indiana,Rural,21.58,9.49,16.7,36.46
5997,County_5997,California,Rural,22.75,13.78,17.04,37.56
56053,County_56053,Other,Urban,27.6,14.72,22.95,35.98
11687,County_11687,Hawaii,Urban,31.98,16.07,28.27,38.9
44629,County_44629,Utah,Rural,19.3,6.01,14.64,34.01
19907,County_19907,Maine,Rural,16.98,7.34,14.28,20.79
35735,County_35735,Ohio,Rural,20.78,9.79,16.73,33.34
35135,County_35135,Ohio,Suburban/Small City,31.67,16.18,33.29,43.63
40193,County_40193,South Carolina,Rural,26.35,12.26,22.32,39.31
20841,County_20841,Maryland,Rural,27.79,13.74,25.07,29.15
44715,County_44715,Utah,Rural,23.32,11.52,21.41,31.28
30083,County_30083,New Jersey,Urban,13.96,9.14,11.31,25.24
28359,County_28359,Nevada,Suburban/Small City,26.73,,21.62,39.92
