COUNTYFIPS,COUNTY,STATE,community_type,renter_cost_burden_30pct,renter_cost_burden_50pct,owner_cost_burden_30pct,owner_cost_burden_50pct,median_rent,median_home_value,pct_vacant_housing,pct_owner_occupied,pct_mobile_homes
10967,County_10967,Georgia,Rural,55.54,36.31,15.12,7.41,543.6,74133.0,17.77,48.85,15.17
35749,County_35749,Ohio,Urban,55.57,37.21,24.42,10.46,562.5,118145.0,19.09,44.3,9.48
52395,County_52395,Other,Urban,42.98,27.65,17.06,6.76,737.5,111161.0,17.54,71.83,14.12
43875,County_43875,Texas,Urban,45.44,23.97,15.76,9.31,1185.2,182068.0,15.07,66.11,14.38
7343,County_7343,Connecticut,Rural,50.26,25.89,24.32,3.96,1217.9,149868.0,17.26,73.48,12.07
37527,County_37527,Oregon,Rural,45.65,32.92,15.81,7.85,556.8,97173.0,15.02,45.61,22.01
17889,County_17889,Kentucky,Urban,58.1,24.19,15.39,9.97,1080.1,113472.0,18.12,56.69,12.83
31799,County_31799,New Mexico,Rural,49.07,,14.53,1.91,613.2,96750.0,12.07,56.3,14.78
7597,County_7597,Connecticut,Rural,41.15,19.62,20.36,6.13,1314.3,204605.0,15.05,73.44,7.38
51317,County_51317,Other,Rural,59.69,32.28,20.25,,749.8,85632.0,21.46,62.55,15.78
1051,County_1051,Alabama,Urban,54.21,37.76,17.95,7.4,808.7,95421.0,22.43,61.1,10.75
22727,County_22727,Michigan,Urban,55.24,31.69,16.03,4.31,634.3,34246.0,19.03,59.65,22.51
23039,County_23039,Minnesota,Rural,52.29,26.96,18.39,10.09,1149.6,138589.0,12.24,67.82,12.57
30977,County_30977,New Jersey,Urban,60.62,,14.38,9.16,464.6,51170.0,22.8,48.0,26.36
1057,County_1057,Alabama,Suburban/Small City,52.74,33.79,13.2,6.97,715.6,93644.0,18.03,71.06,17.81
49261,County_49261,Wisconsin,Rural,53.55,23.13,21.64,8.8,900.9,156784.0,12.39,50.74,10.24
26173,County_26173,Montana,Rural,50.27,20.55,20.83,7.64,971.3,143093.0,,62.54,15.54
35195,County_35195,Ohio,Urban,54.59,20.15,15.14,7.63,846.0,202091.0,16.69,65.96,
2029,County_2029,Alaska,Rural,58.22,34.24,13.15,8.45,589.4,30000.0,17.3,57.64,20.15
48741,County_48741,West Virginia,Rural,49.84,38.1,18.3,2.82,667.7,67877.0,20.18,60.37,17.95
15909,County_15909,Iowa,Suburban/Small City,56.48,18.95,16.24,5.49,686.3,78915.0,18.52,52.01,13.7
10001,County_10001,Georgia,Urban,55.96,28.5,17.4,4.76,642.9,80347.0,15.26,51.09,16.31
54357,County_54357,Other,Urban,54.13,28.8,16.33,5.4,827.6,71847.0,19.09,55.18,14.28
39421,County_39421,Rhode Island,Rural,,30.39,15.09,6.79,892.4,146411.0,20.98,52.89,17.81
48445,County_48445,West Virginia,Urban,46.9,20.45,18.63,1.56,1114.8,120439.0,20.96,65.61,15.38
52183,County_52183,Other,Suburban/Small City,43.59,31.82,16.62,5.86,581.1,98090.0,19.53,53.74,18.11
49603,County_49603,Wisconsin,Rural,57.84,30.19,12.6,3.3,964.7,153989.0,15.17,54.89,15.07
23267,County_23267,Minnesota,Urban,46.95,33.91,16.1,6.24,718.9,43069.0,,57.92,22.12
30769,County_30769,New Jersey,Suburban/Small City,51.84,22.88,21.25,7.62,1043.8,182769.0,12.14,70.16,12.11
42387,County_42387,Tennessee,Urban,55.67,33.74,14.56,2.92,622.0,30000.0,16.11,56.58,18.73
21531,County_21531,Massachusetts,Rural,47.74,26.73,22.43,4.72,834.0,179715.0,12.35,63.83,6.37
51047,County_51047,Other,Rural,41.26,25.14,17.97,7.76,1000.4,202173.0,12.9,64.53,10.36
21215,County_21215,Massachusetts,Rural,48.39,27.45,13.58,6.5,859.3,110865.0,10.75,54.61,22.61
37253,County_37253,Oregon,Rural,45.6,30.19,17.45,5.06,718.8,144627.0,15.2,59.74,16.23
19463,County_19463,Maine,Urban,46.08,23.11,17.65,5.62,775.2,121618.0,14.12,62.0,15.22
16789,County_16789,Kansas,Rural,51.88,22.44,20.16,5.15,717.1,108277.0,21.2,54.13,20.03
36873,County_36873,Oklahoma,Urban,43.73,18.66,16.12,7.2,881.4,122890.0,14.45,57.74,17.51
3259,County_3259,Arizona,Rural,54.93,25.87,17.07,5.49,300.0,113376.0,19.44,,19.23
40383,County_40383,South Carolina,Rural,54.15,24.37,20.27,6.99,745.4,163663.0,,69.66,16.94
34495,County_34495,North Dakota,Rural,59.42,28.84,14.78,4.09,795.2,139691.0,19.85,60.81,20.8
9037,County_9037,Florida,Rural,53.38,30.96,14.32,7.62,976.7,113757.0,16.54,59.76,10.45
22197,County_22197,Michigan,Rural,51.56,29.89,15.99,8.36,681.4,79070.0,20.55,54.54,15.06
37221,County_37221,Oregon,Suburban/Small City,41.06,22.89,24.83,7.02,764.4,142865.0,16.65,77.84,8.32
45771,County_45771,Vermont,Rural,,20.85,22.38,7.37,941.5,168025.0,15.85,62.29,15.33
56759,County_56759,Other,Urban,51.1,25.35,18.18,9.84,1056.5,145962.0,8.96,58.15,13.93
29241,County_29241,New Hampshire,Urban,40.9,19.39,19.06,9.3,1275.0,117264.0,11.06,65.19,6.17
45777,County_45777,Vermont,Rural,52.52,38.62,20.89,7.33,624.2,65351.0,24.1,49.8,15.67
31657,County_31657,New Mexico,Rural,53.15,28.96,13.01,11.21,1074.5,152691.0,11.61,59.77,7.55
25109,County_25109,Missouri,Rural,54.18,28.35,15.63,3.64,,77721.0,15.85,56.81,14.72
40705,County_40705,South Carolina,Urban,46.74,27.83,16.08,10.48,869.7,91379.0,18.8,60.66,14.22
52373,County_52373,Other,Rural,57.28,25.14,18.83,7.64,876.9,177901.0,12.0,53.56,
22263,County_22263,Michigan,Rural,48.96,27.25,18.82,8.96,775.0,107548.0,20.74,64.2,17.15
23519,County_23519,Minnesota,Rural,49.32,22.1,17.76,7.72,811.1,81813.0,17.69,67.64,17.4
13859,County_13859,Illinois,Rural,48.81,36.21,14.94,7.34,845.4,109783.0,11.59,64.94,12.92
9389,County_9389,Florida,Rural,33.98,19.02,17.25,6.34,1198.3,139656.0,14.3,60.07,10.24
31797,County_31797,New Mexico,Rural,60.22,35.23,18.1,11.19,731.2,125387.0,13.4,60.78,11.71
31789,County_31789,New Mexico,Urban,49.11,26.03,15.51,6.51,957.6,160134.0,10.46,75.45,13.46
33731,County_33731,North Carolina,Rural,62.27,32.22,12.19,4.91,561.1,83909.0,15.38,55.58,17.86
29391,County_29391,New Hampshire,Urban,45.6,26.71,14.1,6.46,813.8,,15.99,58.87,18.8
4035,County_4035,Arkansas,Suburban/Small City,56.29,33.64,14.33,7.81,780.0,83273.0,20.58,50.56,22.38
34289,County_34289,North Dakota,Rural,63.88,25.56,19.35,,1058.9,103414.0,18.4,68.44,24.53
43241,County_43241,Texas,Rural,45.7,22.37,20.77,9.18,857.3,196788.0,16.0,75.34,13.76
40535,County_40535,South Carolina,Suburban/Small City,65.99,32.8,18.55,9.7,627.8,55204.0,11.45,62.75,16.84
7073,County_7073,Connecticut,Urban,53.63,31.36,10.95,2.16,307.3,87019.0,20.42,61.81,21.11
35241,County_35241,Ohio,Suburban/Small City,59.12,21.18,19.0,10.1,795.3,130131.0,21.02,58.98,15.05
10403,County_10403,Georgia,Rural,50.97,34.93,19.31,5.62,344.6,71847.0,20.13,63.2,22.9
1085,County_1085,Alabama,Urban,54.27,23.84,18.96,4.43,1074.9,201220.0,13.43,67.41,13.38
41105,County_41105,South Dakota,Urban,48.32,19.92,15.18,8.48,925.3,130837.0,13.37,71.55,14.65
49081,County_49081,Wisconsin,Rural,57.54,24.85,20.08,5.44,785.6,40298.0,22.33,57.03,15.41
42715,County_42715,Tennessee,Urban,49.44,31.18,24.65,8.05,747.3,87386.0,17.49,57.54,13.67
54111,County_54111,Other,Rural,59.66,25.28,17.82,8.84,887.6,55850.0,19.63,75.64,
55883,County_55883,Other,Rural,60.15,25.96,14.93,5.83,,50907.0,19.27,47.99,19.12
6325,County_6325,Colorado,Urban,47.7,28.59,14.79,7.54,1145.9,143357.0,8.16,65.78,11.16
6133,County_6133,Colorado,Urban,50.89,26.46,20.95,2.99,827.6,81224.0,19.5,67.91,14.25
5349,County_5349,California,Suburban/Small City,50.04,24.01,24.62,7.75,881.8,44739.0,18.36,70.11,17.53
12423,County_12423,Idaho,Urban,51.69,35.4,13.49,4.63,560.6,110379.0,14.07,54.34,14.67
29083,County_29083,New Hampshire,Urban,43.43,25.47,19.04,7.26,933.3,131978.0,13.75,69.61,17.82
18087,County_18087,Louisiana,Urban,48.56,20.85,14.94,9.96,882.0,110582.0,13.2,55.86,19.83
14339,County_14339,Indiana,Urban,45.32,22.57,19.51,7.26,1037.6,169045.0,9.76,,8.98
13629,County_13629,Illinois,Suburban/Small City,47.37,21.7,14.18,5.44,1064.4,118255.0,11.29,54.6,7.9
49709,County_49709,Wisconsin,Rural,56.9,32.62,17.03,7.33,623.3,145497.0,15.38,54.91,9.86
13181,County_13181,Illinois,Rural,55.9,29.63,12.92,8.46,628.3,50107.0,15.87,,21.21
50285,County_50285,Wyoming,Suburban/Small City,54.99,24.89,16.96,6.32,587.1,102284.0,15.21,59.37,13.01
13867,County_13867,Illinois,Urban,63.22,36.79,16.09,3.32,458.7,93795.0,22.53,44.43,10.7
2321,County_2321,Alaska,Urban,43.18,36.23,17.14,,434.6,42341.0,22.59,47.87,20.15
17739,County_17739,Kentucky,Rural,64.26,34.64,12.56,6.54,635.7,86625.0,25.89,51.91,21.54
26425,County_26425,Montana,Urban,55.22,28.94,17.3,8.1,755.1,135050.0,,63.22,14.52
1893,County_1893,Alabama,Rural,42.53,15.37,18.56,8.91,1150.6,223837.0,13.74,58.45,6.14
36821,County_36821,Oklahoma,Rural,54.91,26.03,14.21,4.77,731.9,92529.0,14.68,47.97,7.63
39439,County_39439,Rhode Island,Rural,53.2,27.24,14.78,5.5,939.4,106109.0,21.33,52.81,11.31
2179,County_2179,Alaska,Rural,46.76,31.06,18.2,8.52,1106.4,148271.0,15.01,65.22,13.35
42825,County_42825,Tennessee,Rural,32.83,22.08,12.4,8.37,1070.1,211160.0,15.07,64.02,12.04
41983,County_41983,South Dakota,Suburban/Small City,35.76,23.82,18.35,7.26,818.4,109136.0,15.78,71.5,9.01
49641,County_49641,Wisconsin,Urban,53.52,34.71,18.41,5.05,462.7,71929.0,21.51,52.68,17.48
1373,County_1373,Alabama,Rural,53.86,31.83,15.37,6.06,593.0,76610.0,16.97,56.97,22.07
29363,County_29363,New Hampshire,Rural,56.2,36.94,15.21,5.3,644.0,75971.0,12.15,60.74,
3195,County_3195,Arizona,Suburban/Small City,60.08,20.02,14.5,5.91,1106.5,122782.0,19.44,59.96,10.87
2559,County_2559,Alaska,Urban,55.94,31.03,21.24,8.81,626.8,93870.0,17.67,48.42,20.22
40411,County_40411,South Carolina,Urban,45.04,28.15,15.1,2.52,809.3,134487.0,18.93,59.04,13.02
7397,County_7397,Connecticut,Rural,47.3,24.88,20.68,6.63,874.5,104145.0,17.08,65.55,14.27
13865,County_13865,Illinois,Rural,44.3,27.66,21.33,9.93,659.8,99686.0,12.92,64.84,18.73
17271,County_17271,Kentucky,Suburban/Small City,56.07,29.52,17.72,8.15,624.7,101693.0,16.65,61.81,17.84
7837,County_7837,Connecticut,Rural,58.29,35.4,18.97,6.73,762.3,84860.0,30.38,63.95,15.54
3343,County_3343,Arizona,Urban,56.71,29.65,12.91,4.17,651.0,79508.0,16.79,57.84,19.85
5403,County_5403,California,Rural,64.18,21.89,16.09,7.82,736.8,140385.0,15.57,62.93,11.65
31023,County_31023,New Mexico,Rural,42.62,34.68,21.0,5.04,898.8,85394.0,19.25,53.93,16.61
12185,County_12185,Idaho,Rural,45.99,18.21,16.85,5.43,1008.9,109926.0,14.46,,11.32
33831,County_33831,North Carolina,Rural,49.41,33.2,13.06,8.31,1096.7,120683.0,20.86,56.31,15.86
3849,County_3849,Arizona,Suburban/Small City,41.76,24.97,20.65,8.0,1052.7,,14.46,76.85,14.61
14385,County_14385,Indiana,Rural,53.37,31.08,5.88,5.86,902.9,103776.0,16.28,58.82,19.38
36869,County_36869,Oklahoma,Urban,36.92,25.78,19.61,,1023.4,174939.0,,57.99,15.4
16227,County_16227,Kansas,Urban,42.02,27.45,16.0,4.02,848.1,150603.0,13.99,67.21,19.98
18089,County_18089,Louisiana,Rural,45.47,27.77,13.09,6.28,784.6,98059.0,19.9,60.32,8.7
29919,County_29919,New Hampshire,Rural,48.29,21.35,19.09,10.48,955.2,113952.0,11.58,74.76,13.08
5971,County_5971,California,Urban,49.54,28.45,22.67,7.27,922.3,83176.0,15.59,49.74,8.3
27985,County_27985,Nebraska,Urban,56.59,34.83,20.96,8.1,675.0,116888.0,21.59,,22.64
24823,County_24823,Mississippi,Rural,58.66,34.36,21.14,7.67,889.6,101271.0,12.82,57.61,19.35
44063,County_44063,Utah,Rural,51.15,26.25,16.66,7.05,714.6,79911.0,16.9,53.04,16.34
21083,County_21083,Massachusetts,Urban,62.25,35.71,17.17,3.49,726.1,110119.0,18.78,51.75,28.88
23897,County_23897,Minnesota,Urban,56.88,27.13,14.62,4.93,654.9,134872.0,11.7,,16.25
34039,County_34039,North Dakota,Rural,43.06,26.14,17.34,8.28,1103.3,148880.0,8.54,68.7,7.7
15171,County_15171,Iowa,Rural,55.68,26.67,19.93,8.83,934.8,137629.0,16.17,61.78,17.27
1743,County_1743,Alabama,Rural,57.53,36.53,,6.26,610.8,57820.0,26.99,48.92,19.71
47319,County_47319,Washington,Rural,48.95,28.19,19.57,9.19,785.3,98681.0,12.6,54.83,13.95
18191,County_18191,Louisiana,Urban,40.61,18.2,17.81,5.45,934.0,152027.0,16.61,64.73,8.66
5549,County_5549,California,Rural,46.07,25.94,9.67,8.4,753.1,105019.0,22.58,51.92,17.46
37179,County_37179,Oregon,Rural,,28.81,12.73,6.07,865.5,67845.0,17.91,57.08,19.13
31363,County_31363,New Mexico,Urban,42.91,27.67,18.62,10.15,1186.2,161097.0,13.91,57.62,12.99
48411,County_48411,West Virginia,Urban,40.62,24.14,20.86,8.12,969.4,152509.0,20.14,62.66,8.25
21609,County_21609,Massachusetts,Urban,52.55,18.31,20.05,7.6,1071.2,183796.0,16.1,66.57,
31353,County_31353,New Mexico,Rural,42.85,22.78,18.82,11.48,887.6,106392.0,14.53,55.37,14.12
53673,County_53673,Other,Rural,45.44,30.79,19.04,9.82,811.5,143346.0,18.1,55.25,22.99
8063,County_8063,Delaware,Suburban/Small City,54.89,35.86,14.97,5.68,853.3,101354.0,18.88,61.59,18.95
49597,County_49597,Wisconsin,Rural,38.29,17.44,22.09,6.98,1024.7,161126.0,5.83,62.09,3.65
56381,County_56381,Other,Rural,47.7,32.61,10.95,3.05,801.3,135921.0,14.29,56.91,14.25
21331,County_21331,Massachusetts,Urban,56.38,31.19,20.18,3.21,643.7,96684.0,13.01,58.48,24.98
10103,County_10103,Georgia,Urban,48.31,26.05,20.05,8.5,848.2,135457.0,20.17,59.96,9.64
10315,County_10315,Georgia,Rural,41.56,31.73,11.16,7.35,,145819.0,14.19,59.68,14.08
4509,County_4509,Arkansas,Rural,53.38,25.9,18.72,6.16,644.1,60095.0,21.93,55.52,19.38
20619,County_20619,Maryland,Rural,44.94,28.46,22.27,8.03,852.2,136494.0,16.57,63.41,14.81
41049,County_41049,South Dakota,Urban,57.87,36.33,17.41,5.72,656.5,65296.0,26.07,52.85,22.54
14519,County_14519,Indiana,Rural,39.79,26.62,19.84,9.41,761.2,100942.0,22.36,62.83,14.0
15335,County_15335,Iowa,Rural,56.14,25.95,20.3,6.86,851.1,128325.0,18.92,66.87,16.52
50753,County_50753,Wyoming,Rural,46.69,25.18,20.25,8.71,1022.3,154900.0,10.54,64.26,7.68
7205,County_7205,Connecticut,Rural,51.24,27.71,18.28,8.14,954.2,123544.0,13.66,57.07,16.11
22699,County_22699,Michigan,Urban,49.06,31.66,17.1,7.22,870.7,120022.0,8.4,59.05,16.22
32583,County_32583,New York,Rural,55.13,27.6,17.7,4.94,1085.7,158615.0,20.68,61.46,20.56
20547,County_20547,Maryland,Rural,51.38,16.35,13.53,6.6,1211.4,167196.0,13.77,70.88,8.43
43533,County_43533,Texas,Urban,55.18,27.86,17.93,3.43,643.7,88444.0,12.01,67.76,17.83
14351,County_14351,Indiana,Rural,53.06,30.89,18.21,,872.0,75908.0,23.68,49.99,18.58
26783,County_26783,Montana,Suburban/Small City,,32.66,12.89,8.11,775.4,107430.0,14.91,68.02,20.73
12097,County_12097,Idaho,Suburban/Small City,58.07,21.36,16.43,8.58,909.1,136337.0,19.4,68.24,13.54
46385,County_46385,Virginia,Rural,50.97,29.03,16.82,5.61,862.4,133859.0,20.03,64.36,8.51
31211,County_31211,New Mexico,Rural,57.43,32.71,19.54,4.62,778.1,84541.0,18.57,51.05,19.71
17417,County_17417,Kentucky,Suburban/Small City,47.29,27.09,21.54,6.66,1027.7,145852.0,17.36,65.32,16.82
9615,County_9615,Florida,Urban,56.42,19.79,22.87,4.24,934.9,203296.0,21.79,66.96,12.23
31739,County_31739,New Mexico,Suburban/Small City,42.65,23.82,18.06,9.37,1219.9,152498.0,17.01,,5.69
54571,County_54571,Other,Rural,54.35,21.96,15.43,8.26,829.2,130680.0,18.18,65.79,9.2
19197,County_19197,Maine,Urban,58.88,33.9,20.16,8.9,586.3,96129.0,22.24,49.52,24.54
31263,County_31263,New Mexico,Rural,56.49,32.98,19.74,5.0,607.8,67870.0,22.02,47.46,21.23
42799,County_42799,Tennessee,Rural,,24.65,19.74,12.18,1087.0,109083.0,21.63,61.0,9.25
23061,County_23061,Minnesota,Rural,54.33,31.13,25.38,10.42,565.7,99206.0,14.1,51.84,12.94
5031,County_5031,California,Urban,58.21,27.36,15.1,5.24,962.0,73321.0,24.86,63.24,20.08
8359,County_8359,Delaware,Rural,43.12,26.84,8.9,3.06,594.1,82677.0,17.84,68.34,19.25
20311,County_20311,Maryland,Rural,52.85,24.06,17.8,7.25,612.2,92700.0,20.1,56.07,17.36
1029,County_1029,Alabama,Rural,44.59,24.29,16.45,4.88,,130410.0,18.71,72.35,6.85
39951,County_39951,Rhode Island,Suburban/Small City,57.31,17.03,17.65,5.45,1194.2,119014.0,16.73,58.72,
32721,County_32721,New York,Suburban/Small City,48.51,32.33,21.01,6.78,702.2,122972.0,24.95,52.67,15.98
53895,County_53895,Other,Urban,56.55,26.42,12.9,7.28,601.4,114706.0,17.14,,24.12
31405,County_31405,New Mexico,Suburban/Small City,50.5,33.27,13.28,5.92,667.5,75711.0,13.68,54.2,16.79
49601,County_49601,Wisconsin,Urban,56.11,29.14,15.58,7.56,509.6,78050.0,21.99,59.19,20.45
45673,County_45673,Vermont,Rural,61.9,29.11,12.01,7.25,483.4,107395.0,24.26,50.8,21.93
19899,County_19899,Maine,Urban,59.93,28.47,13.3,8.9,482.4,118821.0,14.72,54.96,16.44
52661,County_52661,Other,Suburban/Small City,47.97,19.74,20.72,10.59,831.2,84749.0,14.8,65.55,23.17
10675,County_10675,Georgia,Suburban/Small City,55.95,33.87,19.56,6.42,606.1,30000.0,16.91,60.27,19.85
41843,County_41843,South Dakota,Suburban/Small City,47.27,20.94,22.35,9.05,768.3,158234.0,13.86,58.99,13.79
25139,County_25139,Missouri,Suburban/Small City,50.54,28.32,20.74,7.2,1080.1,160277.0,17.27,56.4,13.0
19567,County_19567,Maine,Rural,49.21,25.6,20.93,4.17,1061.2,85895.0,19.99,50.58,12.79
6603,County_6603,Colorado,Urban,49.84,27.36,22.63,6.49,980.1,150337.0,13.17,57.48,14.4
16871,County_16871,Kansas,Rural,45.41,21.32,24.36,8.22,,177750.0,13.77,58.18,10.04
25291,County_25291,Missouri,Suburban/Small City,51.79,27.99,17.86,9.27,793.8,85759.0,17.36,60.18,14.21
56605,County_56605,Other,Suburban/Small City,59.21,28.98,17.17,5.45,890.3,150861.0,11.47,49.54,14.52
37929,County_37929,Oregon,Rural,52.35,28.94,16.79,6.0,705.8,161984.0,23.2,45.15,11.69
14433,County_14433,Indiana,Rural,51.17,27.89,22.19,10.37,639.9,127805.0,16.65,55.13,11.37
9197,County_9197,Florida,Rural,53.95,30.56,16.41,6.26,708.3,,15.67,51.5,20.66
21767,County_21767,Massachusetts,Rural,50.92,21.47,,5.75,754.1,89114.0,14.93,63.02,8.57
47581,County_47581,Washington,Rural,52.27,26.03,17.14,5.89,669.0,49953.0,21.91,45.76,13.88
52641,County_52641,Other,Urban,44.86,22.1,18.9,7.6,689.7,144527.0,17.28,44.8,16.99
18535,County_18535,Louisiana,Rural,55.76,27.48,17.28,7.47,505.5,111780.0,18.34,48.94,18.01
54817,County_54817,Other,Suburban/Small City,54.75,38.77,18.84,6.48,609.7,102629.0,8.78,54.39,11.13
11185,County_11185,Hawaii,Rural,45.46,31.22,19.09,5.7,712.9,148240.0,13.54,70.24,9.69
41479,County_41479,South Dakota,Suburban/Small City,46.39,,22.57,,,173638.0,9.23,71.92,16.97
53823,County_53823,Other,Suburban/Small City,48.06,,16.77,6.63,553.1,33410.0,23.76,51.98,18.43
46387,County_46387,Virginia,Rural,54.35,29.99,,5.52,643.1,83078.0,21.69,54.98,13.99
6251,County_6251,Colorado,Rural,50.2,20.93,,5.83,627.1,135328.0,19.45,59.38,17.14
9253,County_9253,Florida,Urban,47.91,28.93,16.22,4.91,699.8,163703.0,12.54,57.47,19.99
19843,County_19843,Maine,Rural,58.32,27.82,12.52,9.53,764.2,145154.0,8.32,60.49,22.84
16157,County_16157,Kansas,Rural,53.07,33.27,19.57,4.6,799.7,102753.0,18.38,55.43,16.12
29553,County_29553,New Hampshire,Rural,44.07,28.79,13.43,7.38,713.5,30000.0,10.14,64.31,13.72
54979,County_54979,Other,Urban,55.87,24.1,20.91,4.38,328.6,119591.0,21.94,64.42,20.13
45691,County_45691,Vermont,Urban,53.02,26.21,18.03,2.47,,56763.0,13.29,54.57,23.43
48523,County_48523,West Virginia,Rural,52.11,27.92,17.41,8.43,479.5,57493.0,29.16,54.78,18.6
22709,County_22709,Michigan,Urban,57.95,33.52,18.15,1.55,721.4,63860.0,12.86,56.16,20.5
16643,County_16643,Kansas,Rural,65.0,28.92,19.29,1.84,,102443.0,25.63,46.56,18.34
12773,County_12773,Idaho,Urban,50.41,27.3,17.73,7.55,934.0,81242.0,19.82,52.57,21.12
19107,County_19107,Maine,Urban,46.53,22.79,22.44,6.66,1368.6,159792.0,11.98,63.88,13.5
38073,County_38073,Pennsylvania,Urban,59.69,29.2,14.96,6.3,300.0,88216.0,19.87,51.95,19.61
54309,County_54309,Other,Urban,43.96,24.43,11.64,8.12,774.0,,17.49,55.58,9.34
52689,County_52689,Other,Rural,46.96,27.64,22.93,4.66,765.2,153295.0,6.97,64.32,9.25
55777,County_55777,Other,Rural,57.34,31.07,16.72,7.29,536.7,88353.0,18.74,53.03,25.33
14557,County_14557,Indiana,Rural,44.59,30.67,12.95,6.43,990.6,,15.36,62.11,13.07
23537,County_23537,Minnesota,Rural,54.28,25.2,13.23,6.36,675.4,94689.0,19.28,47.8,12.41
41113,County_41113,South Dakota,Rural,52.98,20.48,23.02,5.25,758.0,179276.0,13.97,59.71,11.09
13805,County_13805,Illinois,Suburban/Small City,53.52,30.24,17.45,7.54,601.3,134074.0,22.81,61.55,18.02
26079,County_26079,Montana,Urban,51.58,26.91,19.82,9.29,929.8,176009.0,14.16,70.85,14.67
52229,County_52229,Other,Urban,49.18,24.38,20.02,5.8,1122.2,168848.0,11.46,68.41,14.86
51921,County_51921,Other,Urban,49.59,30.23,18.02,10.44,928.3,136972.0,21.55,57.21,16.11
35367,County_35367,Ohio,Urban,58.0,28.44,14.64,5.68,670.8,30000.0,16.75,61.19,21.48
19819,County_19819,Maine,Suburban/Small City,52.81,33.61,18.78,,462.7,73638.0,19.62,51.09,18.11
51903,County_51903,Other,Rural,63.55,28.61,21.24,6.68,500.4,77503.0,13.48,48.73,14.76
31481,County_31481,New Mexico,Urban,58.15,33.26,17.95,3.4,830.6,63473.0,20.86,60.05,17.67
52943,County_52943,Other,Urban,48.9,21.14,15.85,6.14,752.8,129764.0,14.25,59.0,15.12
56067,County_56067,Other,Rural,51.19,30.35,19.12,6.45,,98126.0,16.17,51.61,20.17
26609,County_26609,Montana,Suburban/Small City,45.92,15.99,23.15,7.85,1131.6,168240.0,11.29,71.53,15.84
44275,County_44275,Utah,Suburban/Small City,44.59,28.3,,9.36,1112.6,134721.0,19.25,79.39,16.17
1157,County_1157,Alabama,Urban,55.81,23.78,14.62,6.98,775.5,92850.0,23.32,59.95,18.48
49183,County_49183,Wisconsin,Rural,45.84,28.74,20.18,5.54,1113.6,93043.0,12.11,80.39,12.9
47231,County_47231,Washington,Rural,50.55,31.37,15.79,8.44,886.3,118033.0,20.36,51.36,15.43
53675,County_53675,Other,Rural,48.36,20.46,,5.04,953.7,162773.0,11.8,59.06,11.04
47959,County_47959,Washington,Rural,60.08,33.26,17.88,5.91,682.9,30000.0,23.67,49.17,21.76
20591,County_20591,Maryland,Rural,49.31,34.7,11.4,6.91,697.6,92388.0,17.32,30.39,17.17
45951,County_45951,Vermont,Urban,43.9,29.22,19.99,4.91,675.2,86203.0,18.75,56.2,11.81
43357,County_43357,Texas,Urban,53.77,31.49,18.1,6.21,1086.1,,14.2,55.38,14.78
1921,County_1921,Alabama,Rural,37.68,21.68,18.3,3.11,1112.5,201595.0,16.63,62.59,11.5
12945,County_12945,Idaho,Urban,57.27,34.42,14.5,8.53,579.1,110272.0,17.65,53.11,
13123,County_13123,Illinois,Suburban/Small City,45.69,26.26,19.86,7.99,1034.7,160286.0,,78.61,8.38
12547,County_12547,Idaho,Urban,52.51,27.4,12.16,3.93,910.0,113774.0,20.13,51.2,25.77
56027,County_56027,Other,Rural,48.48,30.95,18.71,3.84,1086.6,117912.0,18.31,79.9,15.96
15131,County_15131,Iowa,Urban,55.16,23.32,18.64,6.97,833.3,140027.0,16.71,48.03,8.88
22141,County_22141,Michigan,Rural,55.05,29.73,20.71,8.19,1015.7,112466.0,20.94,50.48,14.3
7021,County_7021,Connecticut,Rural,43.03,37.05,13.96,2.19,912.2,121512.0,16.03,60.26,20.49
44031,County_44031,Utah,Urban,52.85,17.17,15.82,4.87,846.5,69996.0,14.6,,11.38
8857,County_8857,Delaware,Urban,52.31,24.28,20.89,9.07,850.6,132392.0,11.72,66.51,4.8
24127,County_24127,Mississippi,Rural,59.45,28.17,17.45,4.81,847.7,69812.0,18.55,50.92,18.57
13325,County_13325,Illinois,Urban,53.82,27.73,17.69,7.45,918.3,150166.0,22.56,56.25,17.3
25857,County_25857,Missouri,Urban,48.93,23.41,19.05,,1158.8,105656.0,12.76,63.75,12.0
24541,County_24541,Mississippi,Urban,47.06,16.98,,7.7,,130860.0,13.32,52.44,6.29
44347,County_44347,Utah,Urban,48.28,31.26,20.11,,916.2,114569.0,23.65,60.57,11.98
39475,County_39475,Rhode Island,Rural,51.95,23.57,14.48,9.29,749.9,72062.0,22.51,59.05,18.77
24265,County_24265,Mississippi,Rural,45.24,23.42,16.44,6.52,886.9,184778.0,23.9,78.83,10.81
52277,County_52277,Other,Rural,51.62,26.02,14.83,4.81,581.3,141459.0,22.34,43.07,14.53
6661,County_6661,Colorado,Urban,47.5,18.1,21.24,4.51,835.0,159428.0,13.13,59.21,14.01
14603,County_14603,Indiana,Urban,40.29,24.84,17.09,6.24,597.1,101391.0,15.4,46.54,14.14
55459,County_55459,Other,Rural,57.92,28.11,21.36,4.71,766.7,138335.0,4.19,63.46,11.7
13447,County_13447,Illinois,Urban,58.24,31.28,20.48,3.72,548.8,109696.0,15.4,43.44,25.0
29293,County_29293,New Hampshire,Rural,52.38,30.15,17.84,4.23,,156938.0,15.95,66.67,2.52
