COUNTYFIPS,COUNTY,STATE,rucc_2013_code,community_type,nchs_urban_rural_code
24823,County_24823,Mississippi,8.0,Rural,6.0
44063,County_44063,Utah,9.0,Rural,6.0
21083,County_21083,Massachusetts,2.0,Urban,2.0
23897,County_23897,Minnesota,1.0,Urban,1.0
34039,County_34039,North Dakota,7.0,Rural,5.0
15171,County_15171,Iowa,7.0,Rural,5.0
1743,County_1743,Alabama,8.0,Rural,6.0
47319,County_47319,Washington,6.0,Rural,5.0
18191,County_18191,Louisiana,1.0,Urban,1.0
5549,County_5549,California,8.0,Rural,6.0
37179,County_37179,Oregon,8.0,Rural,6.0
31363,County_31363,New Mexico,3.0,Urban,3.0
48411,County_48411,West Virginia,1.0,Urban,1.0
21609,County_21609,Massachusetts,1.0,Urban,1.0
31353,County_31353,New Mexico,7.0,Rural,5.0
53673,County_53673,Other,6.0,Rural,5.0
8063,County_8063,Delaware,4.0,Suburban/Small City,4.0
49597,County_49597,Wisconsin,8.0,Rural,6.0
56381,County_56381,Other,6.0,Rural,5.0
21331,County_21331,Massachusetts,3.0,Urban,3.0
10103,County_10103,Georgia,1.0,Urban,1.0
10315,County_10315,Georgia,6.0,Rural,5.0
4509,County_4509,Arkansas,8.0,Rural,6.0
20619,County_20619,Maryland,6.0,Rural,5.0
41049,County_41049,South Dakota,2.0,Urban,2.0
14519,County_14519,Indiana,7.0,Rural,5.0
15335,County_15335,Iowa,7.0,Rural,5.0
50753,County_50753,Wyoming,9.0,Rural,6.0
7205,County_7205,Connecticut,7.0,Rural,5.0
22699,County_22699,Michigan,2.0,Urban,2.0
32583,County_32583,New York,9.0,Rural,6.0
20547,County_20547,Maryland,9.0,Rural,6.0
43533,County_43533,Texas,3.0,Urban,3.0
14351,County_14351,Indiana,7.0,Rural,5.0
26783,County_26783,Montana,4.0,Suburban/Small City,4.0
12097,County_12097,Idaho,5.0,Suburban/Small City,4.0
46385,County_46385,Virginia,9.0,Rural,6.0
31211,County_31211,New Mexico,7.0,Rural,5.0
17417,County_17417,Kentucky,4.0,Suburban/Small City,4.0
9615,County_9615,Florida,1.0,Urban,1.0
31739,County_31739,New Mexico,5.0,Suburban/Small City,4.0
54571,County_54571,Other,9.0,Rural,6.0
19197,County_19197,Maine,3.0,Urban,3.0
31263,County_31263,New Mexico,6.0,Rural,5.0
42799,County_42799,Tennessee,8.0,Rural,6.0
23061,County_23061,Minnesota,8.0,Rural,6.0
5031,County_5031,California,1.0,Urban,1.0
8359,County_8359,Delaware,9.0,Rural,6.0
20311,County_20311,Maryland,8.0,Rural,6.0
1029,County_1029,Alabama,6.0,Rural,5.0
39951,County_39951,Rhode Island,5.0,Suburban/Small City,4.0
32721,County_32721,New York,4.0,Suburban/Small City,4.0
53895,County_53895,Other,2.0,Urban,2.0
31405,County_31405,New Mexico,5.0,Suburban/Small City,4.0
49601,County_49601,Wisconsin,1.0,Urban,1.0
45673,County_45673,Vermont,7.0,Rural,5.0
19899,County_19899,Maine,2.0,Urban,2.0
52661,County_52661,Other,5.0,Suburban/Small City,4.0
10675,County_10675,Georgia,4.0,Suburban/Small City,4.0
41843,County_41843,South Dakota,5.0,Suburban/Small City,4.0
25139,County_25139,Missouri,5.0,Suburban/Small City,4.0
19567,County_19567,Maine,9.0,Rural,6.0
6603,County_6603,Colorado,3.0,Urban,3.0
16871,County_16871,Kansas,9.0,Rural,6.0
25291,County_25291,Missouri,4.0,Suburban/Small City,4.0
56605,County_56605,Other,4.0,Suburban/Small City,4.0
37929,County_37929,Oregon,9.0,Rural,6.0
14433,County_14433,Indiana,8.0,Rural,6.0
9197,County_9197,Florida,7.0,Rural,5.0
21767,County_21767,Massachusetts,6.0,Rural,5.0
47581,County_47581,Washington,7.0,Rural,5.0
52641,County_52641,Other,1.0,Urban,1.0
18535,County_18535,Louisiana,7.0,Rural,5.0
54817,County_54817,Other,5.0,Suburban/Small City,4.0
11185,County_11185,Hawaii,9.0,Rural,6.0
41479,County_41479,South Dakota,5.0,Suburban/Small City,4.0
53823,County_53823,Other,4.0,Suburban/Small City,4.0
46387,County_46387,Virginia,9.0,Rural,6.0
6251,County_6251,Colorado,7.0,Rural,5.0
9253,County_9253,Florida,2.0,Urban,2.0
19843,County_19843,Maine,6.0,Rural,5.0
16157,County_16157,Kansas,6.0,Rural,5.0
29553,County_29553,New Hampshire,8.0,Rural,6.0
54979,County_54979,Other,2.0,Urban,2.0
45691,County_45691,Vermont,1.0,Urban,1.0
48523,County_48523,West Virginia,8.0,Rural,6.0
22709,County_22709,Michigan,1.0,Urban,1.0
16643,County_16643,Kansas,6.0,Rural,5.0
12773,County_12773,Idaho,1.0,Urban,1.0
19107,County_19107,Maine,3.0,Urban,3.0
38073,County_38073,Pennsylvania,3.0,Urban,3.0
54309,County_54309,Other,1.0,Urban,1.0
52689,County_52689,Other,7.0,Rural,5.0
55777,County_55777,Other,7.0,Rural,5.0
14557,County_14557,Indiana,9.0,Rural,6.0
23537,County_23537,Minnesota,6.0,Rural,5.0
41113,County_41113,South Dakota,8.0,Rural,6.0
13805,County_13805,Illinois,4.0,Suburban/Small City,4.0
26079,County_26079,Montana,2.0,Urban,2.0
52229,County_52229,Other,2.0,Urban,2.0
51921,County_51921,Other,3.0,Urban,3.0
35367,County_35367,Ohio,3.0,Urban,3.0
19819,County_19819,Maine,5.0,Suburban/Small City,4.0
51903,County_51903,Other,8.0,Rural,6.0
31481,County_31481,New Mexico,3.0,Urban,3.0
52943,County_52943,Other,3.0,Urban,3.0
56067,County_56067,Other,9.0,Rural,6.0
26609,County_26609,Montana,4.0,Suburban/Small City,4.0
44275,County_44275,Utah,5.0,Suburban/Small City,4.0
1157,County_1157,Alabama,2.0,Urban,2.0
49183,County_49183,Wisconsin,8.0,Rural,6.0
47231,County_47231,Washington,9.0,Rural,6.0
53675,County_53675,Other,6.0,Rural,5.0
47959,County_47959,Washington,6.0,Rural,5.0
20591,County_20591,Maryland,8.0,Rural,6.0
45951,County_45951,Vermont,3.0,Urban,3.0
43357,County_43357,Texas,1.0,Urban,1.0
1921,County_1921,Alabama,8.0,Rural,6.0
12945,County_12945,Idaho,1.0,Urban,1.0
13123,County_13123,Illinois,4.0,Suburban/Small City,4.0
12547,County_12547,Idaho,2.0,Urban,2.0
56027,County_56027,Other,7.0,Rural,5.0
15131,County_15131,Iowa,2.0,Urban,2.0
22141,County_22141,Michigan,9.0,Rural,6.0
7021,County_7021,Connecticut,8.0,Rural,6.0
44031,County_44031,Utah,1.0,Urban,1.0
8857,County_8857,Delaware,3.0,Urban,3.0
24127,County_24127,Mississippi,9.0,Rural,6.0
13325,County_13325,Illinois,2.0,Urban,2.0
25857,County_25857,Missouri,2.0,Urban,2.0
24541,County_24541,Mississippi,2.0,Urban,2.0
44347,County_44347,Utah,1.0,Urban,1.0
39475,County_39475,Rhode Island,9.0,Rural,6.0
24265,County_24265,Mississippi,6.0,Rural,5.0
52277,County_52277,Other,8.0,Rural,6.0
6661,County_6661,Colorado,1.0,Urban,1.0
14603,County_14603,Indiana,2.0,Urban,2.0
55459,County_55459,Other,8.0,Rural,6.0
13447,County_13447,Illinois,3.0,Urban,3.0
29293,County_29293,New Hampshire,8.0,Rural,6.0
18143,County_18143,Louisiana,8.0,Rural,6.0
16831,County_16831,Kansas,5.0,Suburban/Small City,4.0
14597,County_14597,Indiana,9.0,Rural,6.0
16945,County_16945,Kansas,7.0,Rural,5.0
43369,County_43369,Texas,1.0,Urban,1.0
41337,County_41337,South Dakota,7.0,Rural,5.0
27677,County_27677,Nebraska,2.0,Urban,2.0
37339,County_37339,Oregon,6.0,Rural,5.0
8539,County_8539,Delaware,8.0,Rural,6.0
52559,County_52559,Other,1.0,Urban,1.0
28647,County_28647,Nevada,2.0,Urban,2.0
26595,County_26595,Montana,9.0,Rural,6.0
17151,County_17151,Kentucky,6.0,Rural,5.0
21929,County_21929,Massachusetts,9.0,Rural,6.0
6153,County_6153,Colorado,5.0,Suburban/Small City,4.0
25437,County_25437,Missouri,4.0,Suburban/Small City,4.0
46121,County_46121,Virginia,8.0,Rural,6.0
2523,County_2523,Alaska,4.0,Suburban/Small City,4.0
7419,County_7419,Connecticut,2.0,Urban,2.0
9691,County_9691,Florida,9.0,Rural,6.0
46337,County_46337,Virginia,6.0,Rural,5.0
29493,County_29493,New Hampshire,8.0,Rural,6.0
7297,County_7297,Connecticut,8.0,Rural,6.0
55847,County_55847,Other,9.0,Rural,6.0
31707,County_31707,New Mexico,8.0,Rural,6.0
42623,County_42623,Tennessee,6.0,Rural,5.0
41501,County_41501,South Dakota,1.0,Urban,1.0
39129,County_39129,Rhode Island,1.0,Urban,1.0
8051,County_8051,Delaware,7.0,Rural,5.0
11991,County_11991,Hawaii,1.0,Urban,1.0
8689,County_8689,Delaware,9.0,Rural,6.0
24277,County_24277,Mississippi,7.0,Rural,5.0
10377,County_10377,Georgia,7.0,Rural,5.0
33915,County_33915,North Carolina,3.0,Urban,3.0
49225,County_49225,Wisconsin,9.0,Rural,6.0
15099,County_15099,Iowa,3.0,Urban,3.0
5431,County_5431,California,2.0,Urban,2.0
26463,County_26463,Montana,6.0,Rural,5.0
45535,County_45535,Vermont,1.0,Urban,1.0
41365,County_41365,South Dakota,7.0,Rural,5.0
11491,County_11491,Hawaii,7.0,Rural,5.0
14647,County_14647,Indiana,8.0,Rural,6.0
26353,County_26353,Montana,2.0,Urban,2.0
41227,County_41227,South Dakota,7.0,Rural,5.0
11375,County_11375,Hawaii,8.0,Rural,6.0
8447,County_8447,Delaware,5.0,Suburban/Small City,4.0
41583,County_41583,South Dakota,1.0,Urban,1.0
1175,County_1175,Alabama,8.0,Rural,6.0
52951,County_52951,Other,6.0,Rural,5.0
14435,County_14435,Indiana,8.0,Rural,6.0
29587,County_29587,New Hampshire,3.0,Urban,3.0
29957,County_29957,New Hampshire,1.0,Urban,1.0
47633,County_47633,Washington,3.0,Urban,3.0
1281,County_1281,Alabama,1.0,Urban,1.0
4711,County_4711,Arkansas,9.0,Rural,6.0
35305,County_35305,Ohio,9.0,Rural,6.0
18099,County_18099,Louisiana,7.0,Rural,5.0
30613,County_30613,New Jersey,4.0,Suburban/Small City,4.0
40447,County_40447,South Carolina,8.0,Rural,6.0
20037,County_20037,Maryland,3.0,Urban,3.0
4715,County_4715,Arkansas,4.0,Suburban/Small City,4.0
18239,County_18239,Louisiana,9.0,Rural,6.0
27059,County_27059,Nebraska,5.0,Suburban/Small City,4.0
4921,County_4921,Arkansas,8.0,Rural,6.0
24703,County_24703,Mississippi,8.0,Rural,6.0
52025,County_52025,Other,9.0,Rural,6.0
25167,County_25167,Missouri,1.0,Urban,1.0
37415,County_37415,Oregon,3.0,Urban,3.0
24469,County_24469,Mississippi,2.0,Urban,2.0
6893,County_6893,Colorado,1.0,Urban,1.0
30175,County_30175,New Jersey,3.0,Urban,3.0
41705,County_41705,South Dakota,6.0,Rural,5.0
44595,County_44595,Utah,6.0,Rural,5.0
52161,County_52161,Other,8.0,Rural,6.0
40977,County_40977,South Carolina,8.0,Rural,6.0
2025,County_2025,Alaska,4.0,Suburban/Small City,4.0
46007,County_46007,Virginia,6.0,Rural,5.0
21693,County_21693,Massachusetts,3.0,Urban,3.0
48735,County_48735,West Virginia,2.0,Urban,2.0
24915,County_24915,Mississippi,1.0,Urban,1.0
51911,County_51911,Other,8.0,Rural,6.0
47651,County_47651,Washington,7.0,Rural,5.0
53507,County_53507,Other,7.0,Rural,5.0
55257,County_55257,Other,9.0,Rural,6.0
22589,County_22589,Michigan,6.0,Rural,5.0
56901,County_56901,Other,8.0,Rural,6.0
56585,County_56585,Other,9.0,Rural,6.0
28081,County_28081,Nevada,5.0,Suburban/Small City,4.0
42317,County_42317,Tennessee,6.0,Rural,5.0
41777,County_41777,South Dakota,5.0,Suburban/Small City,4.0
44011,County_44011,Utah,7.0,Rural,5.0
41615,County_41615,South Dakota,9.0,Rural,6.0
2505,County_2505,Alaska,8.0,Rural,6.0
43401,County_43401,Texas,4.0,Suburban/Small City,4.0
49641,County_49641,Wisconsin,8.0,Rural,6.0
16289,County_16289,Kansas,7.0,Rural,5.0
55767,County_55767,Other,4.0,Suburban/Small City,4.0
15157,County_15157,Iowa,8.0,Rural,6.0
39793,County_39793,Rhode Island,1.0,Urban,1.0
43263,County_43263,Texas,2.0,Urban,2.0
33765,County_33765,North Carolina,4.0,Suburban/Small City,4.0
16885,County_16885,Kansas,4.0,Suburban/Small City,4.0
52747,County_52747,Other,8.0,Rural,6.0
5253,County_5253,California,8.0,Rural,6.0
48197,County_48197,West Virginia,2.0,Urban,2.0
5793,County_5793,California,8.0,Rural,6.0
47455,County_47455,Washington,9.0,Rural,6.0
41161,County_41161,South Dakota,2.0,Urban,2.0
35585,County_35585,Ohio,7.0,Rural,5.0
30007,County_30007,New Jersey,7.0,Rural,5.0
18943,County_18943,Louisiana,9.0,Rural,6.0
13913,County_13913,Illinois,5.0,Suburban/Small City,4.0
56855,County_56855,Other,7.0,Rural,5.0
2087,County_2087,Alaska,2.0,Urban,2.0
45197,County_45197,Vermont,8.0,Rural,6.0
48747,County_48747,West Virginia,9.0,Rural,6.0
53657,County_53657,Other,8.0,Rural,6.0
1721,County_1721,Alabama,6.0,Rural,5.0
50831,County_50831,Wyoming,7.0,Rural,5.0
19941,County_19941,Maine,2.0,Urban,2.0
26233,County_26233,Montana,9.0,Rural,6.0
21073,County_21073,Massachusetts,3.0,Urban,3.0
40833,County_40833,South Carolina,8.0,Rural,6.0
55789,County_55789,Other,3.0,Urban,3.0
48233,County_48233,West Virginia,2.0,Urban,2.0
3601,County_3601,Arizona,1.0,Urban,1.0
37859,County_37859,Oregon,2.0,Urban,2.0
15313,County_15313,Iowa,8.0,Rural,6.0
26917,County_26917,Montana,1.0,Urban,1.0
20757,County_20757,Maryland,8.0,Rural,6.0
48385,County_48385,West Virginia,8.0,Rural,6.0
37919,County_37919,Oregon,3.0,Urban,3.0
42791,County_42791,Tennessee,2.0,Urban,2.0
40617,County_40617,South Carolina,7.0,Rural,5.0
51663,County_51663,Other,9.0,Rural,6.0
7705,County_7705,Connecticut,2.0,Urban,2.0
28879,County_28879,Nevada,7.0,Rural,5.0
37327,County_37327,Oregon,8.0,Rural,6.0
3325,County_3325,Arizona,9.0,Rural,6.0
36975,County_36975,Oklahoma,6.0,Rural,5.0
53263,County_53263,Other,6.0,Rural,5.0
50293,County_50293,Wyoming,3.0,Urban,3.0
5743,County_5743,California,5.0,Suburban/Small City,4.0
5071,County_5071,California,9.0,Rural,6.0
23719,County_23719,Minnesota,5.0,Suburban/Small City,4.0
1215,County_1215,Alabama,4.0,Suburban/Small City,4.0
29375,County_29375,New Hampshire,9.0,Rural,6.0
45519,County_45519,Vermont,8.0,Rural,6.0
46581,County_46581,Virginia,6.0,Rural,5.0
49169,County_49169,Wisconsin,6.0,Rural,5.0
26645,County_26645,Montana,6.0,Rural,5.0
33821,County_33821,North Carolina,9.0,Rural,6.0
38207,County_38207,Pennsylvania,8.0,Rural,6.0
54773,County_54773,Other,9.0,Rural,6.0
14613,County_14613,Indiana,1.0,Urban,1.0
10859,County_10859,Georgia,7.0,Rural,5.0
6515,County_6515,Colorado,1.0,Urban,1.0
48991,County_48991,West Virginia,3.0,Urban,3.0
29659,County_29659,New Hampshire,6.0,Rural,5.0
29745,County_29745,New Hampshire,6.0,Rural,5.0
24811,County_24811,Mississippi,1.0,Urban,1.0
32703,County_32703,New York,8.0,Rural,6.0
38337,County_38337,Pennsylvania,1.0,Urban,1.0
32653,County_32653,New York,8.0,Rural,6.0
56825,County_56825,Other,8.0,Rural,6.0
26001,County_26001,Montana,9.0,Rural,6.0
51065,County_51065,Other,1.0,Urban,1.0
46979,County_46979,Virginia,9.0,Rural,6.0
47107,County_47107,Washington,6.0,Rural,5.0
9565,County_9565,Florida,8.0,Rural,6.0
22219,County_22219,Michigan,9.0,Rural,6.0
14733,County_14733,Indiana,3.0,Urban,3.0
9585,County_9585,Florida,1.0,Urban,1.0
41429,County_41429,South Dakota,1.0,Urban,1.0
17711,County_17711,Kentucky,8.0,Rural,6.0
46469,County_46469,Virginia,9.0,Rural,6.0
42921,County_42921,Tennessee,5.0,Suburban/Small City,4.0
5917,County_5917,California,9.0,Rural,6.0
40539,County_40539,South Carolina,7.0,Rural,5.0
37645,County_37645,Oregon,5.0,Suburban/Small City,4.0
40525,County_40525,South Carolina,8.0,Rural,6.0
45341,County_45341,Vermont,6.0,Rural,5.0
28079,County_28079,Nevada,6.0,Rural,5.0
26277,County_26277,Montana,6.0,Rural,5.0
11117,County_11117,Hawaii,9.0,Rural,6.0
17073,County_17073,Kentucky,7.0,Rural,5.0
42227,County_42227,Tennessee,2.0,Urban,2.0
2443,County_2443,Alaska,7.0,Rural,5.0
22399,County_22399,Michigan,1.0,Urban,1.0
14007,County_14007,Indiana,8.0,Rural,6.0
49217,County_49217,Wisconsin,3.0,Urban,3.0
45937,County_45937,Vermont,6.0,Rural,5.0
18515,County_18515,Louisiana,1.0,Urban,1.0
28891,County_28891,Nevada,2.0,Urban,2.0
14785,County_14785,Indiana,5.0,Suburban/Small City,4.0
15665,County_15665,Iowa,8.0,Rural,6.0
33447,County_33447,North Carolina,2.0,Urban,2.0
38635,County_38635,Pennsylvania,7.0,Rural,5.0
38803,County_38803,Pennsylvania,3.0,Urban,3.0
40557,County_40557,South Carolina,6.0,Rural,5.0
17159,County_17159,Kentucky,8.0,Rural,6.0
34889,County_34889,North Dakota,9.0,Rural,6.0
8871,County_8871,Delaware,6.0,Rural,5.0
27349,County_27349,Nebraska,5.0,Suburban/Small City,4.0
52907,County_52907,Other,2.0,Urban,2.0
52523,County_52523,Other,8.0,Rural,6.0
5333,County_5333,California,6.0,Rural,5.0
22355,County_22355,Michigan,6.0,Rural,5.0
52847,County_52847,Other,9.0,Rural,6.0
19619,County_19619,Maine,2.0,Urban,2.0
52977,County_52977,Other,3.0,Urban,3.0
25819,County_25819,Missouri,8.0,Rural,6.0
26525,County_26525,Montana,9.0,Rural,6.0
13805,County_13805,Illinois,6.0,Rural,5.0
1187,County_1187,Alabama,7.0,Rural,5.0
11949,County_11949,Hawaii,8.0,Rural,6.0
50827,County_50827,Wyoming,6.0,Rural,5.0
7821,County_7821,Connecticut,8.0,Rural,6.0
56493,County_56493,Other,3.0,Urban,3.0
6479,County_6479,Colorado,1.0,Urban,1.0
20805,County_20805,Maryland,6.0,Rural,5.0
32785,County_32785,New York,3.0,Urban,3.0
48541,County_48541,West Virginia,7.0,Rural,5.0
30333,County_30333,New Jersey,7.0,Rural,5.0
14249,County_14249,Indiana,8.0,Rural,6.0
5997,County_5997,California,9.0,Rural,6.0
56053,County_56053,Other,3.0,Urban,3.0
11687,County_11687,Hawaii,3.0,Urban,3.0
44629,County_44629,Utah,8.0,Rural,6.0
19907,County_19907,Maine,7.0,Rural,5.0
35735,County_35735,Ohio,9.0,Rural,6.0
35135,County_35135,Ohio,5.0,Suburban/Small City,4.0
40193,County_40193,South Carolina,7.0,Rural,5.0
20841,County_20841,Maryland,9.0,Rural,6.0
44715,County_44715,Utah,9.0,Rural,6.0
30083,County_30083,New Jersey,3.0,Urban,3.0
28359,County_28359,Nevada,5.0,Suburban/Small City,4.0
50765,County_50765,Wyoming,6.0,Rural,5.0
46071,County_46071,Virginia,7.0,Rural,5.0
6019,County_6019,Colorado,6.0,Rural,5.0
40393,County_40393,South Carolina,9.0,Rural,6.0
43589,County_43589,Texas,8.0,Rural,6.0
48121,County_48121,West Virginia,6.0,Rural,5.0
52263,County_52263,Other,7.0,Rural,5.0
56755,County_56755,Other,9.0,Rural,6.0
51983,County_51983,Other,2.0,Urban,2.0
36807,County_36807,Oklahoma,6.0,Rural,5.0
23421,County_23421,Minnesota,7.0,Rural,5.0
38731,County_38731,Pennsylvania,7.0,Rural,5.0
35463,County_35463,Ohio,8.0,Rural,6.0
19469,County_19469,Maine,5.0,Suburban/Small City,4.0
35409,County_35409,Ohio,3.0,Urban,3.0
26545,County_26545,Montana,8.0,Rural,6.0
19869,County_19869,Maine,8.0,Rural,6.0
8467,County_8467,Delaware,9.0,Rural,6.0
43421,County_43421,Texas,6.0,Rural,5.0
51331,County_51331,Other,1.0,Urban,1.0
36919,County_36919,Oklahoma,1.0,Urban,1.0
14295,County_14295,Indiana,8.0,Rural,6.0
12475,County_12475,Idaho,8.0,Rural,6.0
13987,County_13987,Illinois,2.0,Urban,2.0
23427,County_23427,Minnesota,8.0,Rural,6.0
43777,County_43777,Texas,9.0,Rural,6.0
22249,County_22249,Michigan,5.0,Suburban/Small City,4.0
10591,County_10591,Georgia,1.0,Urban,1.0
40799,County_40799,South Carolina,7.0,Rural,5.0
7967,County_7967,Connecticut,8.0,Rural,6.0
25235,County_25235,Missouri,7.0,Rural,5.0
41867,County_41867,South Dakota,2.0,Urban,2.0
8319,County_8319,Delaware,9.0,Rural,6.0
23749,County_23749,Minnesota,1.0,Urban,1.0
54769,County_54769,Other,6.0,Rural,5.0
20475,County_20475,Maryland,1.0,Urban,1.0
24885,County_24885,Mississippi,8.0,Rural,6.0
3879,County_3879,Arizona,8.0,Rural,6.0
21853,County_21853,Massachusetts,4.0,Suburban/Small City,4.0
13879,County_13879,Illinois,3.0,Urban,3.0
40759,County_40759,South Carolina,7.0,Rural,5.0
23517,County_23517,Minnesota,6.0,Rural,5.0
1979,County_1979,Alabama,9.0,Rural,6.0
56163,County_56163,Other,5.0,Suburban/Small City,4.0
33407,County_33407,North Carolina,8.0,Rural,6.0
41877,County_41877,South Dakota,1.0,Urban,1.0
32623,County_32623,New York,2.0,Urban,2.0
34743,County_34743,North Dakota,6.0,Rural,5.0
5809,County_5809,California,2.0,Urban,2.0
17323,County_17323,Kentucky,3.0,Urban,3.0
25501,County_25501,Missouri,1.0,Urban,1.0
10835,County_10835,Georgia,2.0,Urban,2.0
50497,County_50497,Wyoming,6.0,Rural,5.0
9447,County_9447,Florida,4.0,Suburban/Small City,4.0
20125,County_20125,Maryland,3.0,Urban,3.0
47563,County_47563,Washington,1.0,Urban,1.0
48205,County_48205,West Virginia,3.0,Urban,3.0
56143,County_56143,Other,6.0,Rural,5.0
31751,County_31751,New Mexico,2.0,Urban,2.0
47265,County_47265,Washington,6.0,Rural,5.0
36909,County_36909,Oklahoma,8.0,Rural,6.0
40227,County_40227,South Carolina,9.0,Rural,6.0
8583,County_8583,Delaware,8.0,Rural,6.0
38065,County_38065,Pennsylvania,7.0,Rural,5.0
7337,County_7337,Connecticut,4.0,Suburban/Small City,4.0
37395,County_37395,Oregon,6.0,Rural,5.0
17013,County_17013,Kentucky,1.0,Urban,1.0
16575,County_16575,Kansas,6.0,Rural,5.0
55303,County_55303,Other,8.0,Rural,6.0
44851,County_44851,Utah,2.0,Urban,2.0
7581,County_7581,Connecticut,3.0,Urban,3.0
30553,County_30553,New Jersey,3.0,Urban,3.0
37665,County_37665,Oregon,1.0,Urban,1.0
10801,County_10801,Georgia,3.0,Urban,3.0
35135,County_35135,Ohio,5.0,Suburban/Small City,4.0
16893,County_16893,Kansas,8.0,Rural,6.0
31677,County_31677,New Mexico,6.0,Rural,5.0
14075,County_14075,Indiana,1.0,Urban,1.0
37387,County_37387,Oregon,9.0,Rural,6.0
36517,County_36517,Oklahoma,3.0,Urban,3.0
12277,County_12277,Idaho,7.0,Rural,5.0
50843,County_50843,Wyoming,4.0,Suburban/Small City,4.0
9135,County_9135,Florida,8.0,Rural,6.0
8207,County_8207,Delaware,2.0,Urban,2.0
39049,County_39049,Rhode Island,1.0,Urban,1.0
41261,County_41261,South Dakota,2.0,Urban,2.0
13139,County_13139,Illinois,1.0,Urban,1.0
20047,County_20047,Maryland,8.0,Rural,6.0
27137,County_27137,Nebraska,9.0,Rural,6.0
47309,County_47309,Washington,3.0,Urban,3.0
49099,County_49099,Wisconsin,1.0,Urban,1.0
43795,County_43795,Texas,8.0,Rural,6.0
39211,County_39211,Rhode Island,2.0,Urban,2.0
54929,County_54929,Other,9.0,Rural,6.0
47339,County_47339,Washington,2.0,Urban,2.0
36579,County_36579,Oklahoma,8.0,Rural,6.0
23013,County_23013,Minnesota,2.0,Urban,2.0
17645,County_17645,Kentucky,3.0,Urban,3.0
29905,County_29905,New Hampshire,3.0,Urban,3.0
49195,County_49195,Wisconsin,3.0,Urban,3.0
15475,County_15475,Iowa,1.0,Urban,1.0
41303,County_41303,South Dakota,3.0,Urban,3.0
48069,County_48069,West Virginia,8.0,Rural,6.0
3505,County_3505,Arizona,6.0,Rural,5.0
5239,County_5239,California,6.0,Rural,5.0
47863,County_47863,Washington,1.0,Urban,1.0
27785,County_27785,Nebraska,2.0,Urban,2.0
52453,County_52453,Other,7.0,Rural,5.0
46507,County_46507,Virginia,3.0,Urban,3.0
19711,County_19711,Maine,9.0,Rural,6.0
37137,County_37137,Oregon,4.0,Suburban/Small City,4.0
34685,County_34685,North Dakota,8.0,Rural,6.0
4435,County_4435,Arkansas,7.0,Rural,5.0
31319,County_31319,New Mexico,2.0,Urban,2.0
52547,County_52547,Other,9.0,Rural,6.0
41329,County_41329,South Dakota,8.0,Rural,6.0
26821,County_26821,Montana,2.0,Urban,2.0
50687,County_50687,Wyoming,7.0,Rural,5.0
48047,County_48047,West Virginia,7.0,Rural,5.0
55911,County_55911,Other,2.0,Urban,2.0
6145,County_6145,Colorado,7.0,Rural,5.0
38629,County_38629,Pennsylvania,8.0,Rural,6.0
49157,County_49157,Wisconsin,8.0,Rural,6.0
47037,County_47037,Washington,8.0,Rural,6.0
28765,County_28765,Nevada,8.0,Rural,6.0
1445,County_1445,Alabama,9.0,Rural,6.0
9709,County_9709,Florida,8.0,Rural,6.0
20253,County_20253,Maryland,7.0,Rural,5.0
42353,County_42353,Tennessee,2.0,Urban,2.0
29909,County_29909,New Hampshire,9.0,Rural,6.0
17195,County_17195,Kentucky,6.0,Rural,5.0
20443,County_20443,Maryland,9.0,Rural,6.0
5351,County_5351,California,8.0,Rural,6.0
34825,County_34825,North Dakota,9.0,Rural,6.0
36553,County_36553,Oklahoma,4.0,Suburban/Small City,4.0
30291,County_30291,New Jersey,9.0,Rural,6.0
48551,County_48551,West Virginia,6.0,Rural,5.0
30217,County_30217,New Jersey,8.0,Rural,6.0
5405,County_5405,California,8.0,Rural,6.0
2081,County_2081,Alaska,6.0,Rural,5.0
10463,County_10463,Georgia,3.0,Urban,3.0
29523,County_29523,New Hampshire,2.0,Urban,2.0
2883,County_2883,Alaska,1.0,Urban,1.0
32801,County_32801,New York,1.0,Urban,1.0
10417,County_10417,Georgia,3.0,Urban,3.0
18415,County_18415,Louisiana,9.0,Rural,6.0
6565,County_6565,Colorado,8.0,Rural,6.0
32745,County_32745,New York,4.0,Suburban/Small City,4.0
10347,County_10347,Georgia,1.0,Urban,1.0
12245,County_12245,Idaho,5.0,Suburban/Small City,4.0
36981,County_36981,Oklahoma,9.0,Rural,6.0
24051,County_24051,Mississippi,7.0,Rural,5.0
8201,County_8201,Delaware,4.0,Suburban/Small City,4.0
11983,County_11983,Hawaii,7.0,Rural,5.0
5081,County_5081,California,3.0,Urban,3.0
16663,County_16663,Kansas,2.0,Urban,2.0
29109,County_29109,New Hampshire,2.0,Urban,2.0
13329,County_13329,Illinois,2.0,Urban,2.0
19149,County_19149,Maine,3.0,Urban,3.0
21951,County_21951,Massachusetts,9.0,Rural,6.0
23587,County_23587,Minnesota,8.0,Rural,6.0
41581,County_41581,South Dakota,9.0,Rural,6.0
11691,County_11691,Hawaii,1.0,Urban,1.0
6523,County_6523,Colorado,4.0,Suburban/Small City,4.0
19119,County_19119,Maine,1.0,Urban,1.0
1829,County_1829,Alabama,8.0,Rural,6.0
38385,County_38385,Pennsylvania,8.0,Rural,6.0
7431,County_7431,Connecticut,8.0,Rural,6.0
