COUNTYFIPS,COUNTY,STATE,community_type,unemployment_rate_pct,acs_unemployment_rate_pct,employment_rate_pct,pct_not_in_labor_force
16871,County_16871,Kansas,Rural,3.33,3.66,56.85,39.49
25291,County_25291,Missouri,Suburban/Small City,11.47,11.45,43.11,45.44
56605,County_56605,Other,Suburban/Small City,11.95,12.29,50.74,36.98
37929,County_37929,Oregon,Rural,3.4,3.28,51.25,45.47
14433,County_14433,Indiana,Rural,7.76,8.57,51.36,40.07
9197,County_9197,Florida,Rural,16.39,16.43,34.92,48.65
21767,County_21767,Massachusetts,Rural,4.36,5.46,51.64,42.89
47581,County_47581,Washington,Rural,,11.98,42.4,45.62
52641,County_52641,Other,Urban,11.43,11.5,38.53,49.97
18535,County_18535,Louisiana,Rural,12.68,12.7,39.77,47.52
54817,County_54817,Other,Suburban/Small City,10.75,10.5,47.63,41.88
11185,County_11185,Hawaii,Rural,7.39,,51.42,40.71
41479,County_41479,South Dakota,Suburban/Small City,5.03,5.68,53.0,41.32
53823,County_53823,Other,Suburban/Small City,14.41,13.99,43.93,42.08
46387,County_46387,Virginia,Rural,14.92,15.34,41.75,42.91
6251,County_6251,Colorado,Rural,7.73,7.69,55.9,36.41
9253,County_9253,Florida,Urban,10.82,11.7,42.79,45.5
19843,County_19843,Maine,Rural,10.11,9.88,44.62,45.49
16157,County_16157,Kansas,Rural,13.19,13.12,57.11,29.78
29553,County_29553,New Hampshire,Rural,8.71,9.22,55.39,35.39
54979,County_54979,Other,Urban,12.12,13.53,42.76,43.71
45691,County_45691,Vermont,Urban,14.92,15.41,49.83,34.77
48523,County_48523,West Virginia,Rural,13.51,13.82,49.58,36.59
22709,County_22709,Michigan,Urban,12.73,12.51,42.79,44.7
16643,County_16643,Kansas,Rural,13.66,13.68,42.72,43.6
12773,County_12773,Idaho,Urban,12.74,13.63,43.55,
19107,County_19107,Maine,Urban,2.75,3.19,52.35,44.45
38073,County_38073,Pennsylvania,Urban,15.6,15.32,37.51,47.16
54309,County_54309,Other,Urban,10.89,10.78,55.74,33.49
52689,County_52689,Other,Rural,5.29,5.28,51.49,43.23
55777,County_55777,Other,Rural,12.9,12.94,49.79,37.27
14557,County_14557,Indiana,Rural,7.87,8.25,52.81,38.94
23537,County_23537,Minnesota,Rural,14.05,14.6,,37.7
41113,County_41113,South Dakota,Rural,6.75,7.42,60.05,32.52
13805,County_13805,Illinois,Suburban/Small City,12.98,12.7,40.45,46.84
26079,County_26079,Montana,Urban,6.07,7.02,55.84,37.14
52229,County_52229,Other,Urban,7.28,7.53,47.12,45.35
51921,County_51921,Other,Urban,,6.49,51.29,42.22
35367,County_35367,Ohio,Urban,15.11,15.27,43.52,41.21
19819,County_19819,Maine,Suburban/Small City,12.57,12.66,43.54,43.8
51903,County_51903,Other,Rural,10.65,,40.53,
31481,County_31481,New Mexico,Urban,15.01,15.57,45.3,39.13
52943,County_52943,Other,Urban,8.64,8.73,49.96,41.3
56067,County_56067,Other,Rural,13.83,14.05,53.24,32.7
26609,County_26609,Montana,Suburban/Small City,5.3,4.95,45.02,50.02
44275,County_44275,Utah,Suburban/Small City,5.79,,51.46,41.75
1157,County_1157,Alabama,Urban,10.72,10.77,45.37,43.86
49183,County_49183,Wisconsin,Rural,6.26,6.59,52.84,40.57
47231,County_47231,Washington,Rural,14.4,14.78,39.56,45.66
53675,County_53675,Other,Rural,8.42,7.75,55.91,36.34
47959,County_47959,Washington,Rural,14.37,14.99,45.78,39.23
20591,County_20591,Maryland,Rural,13.94,14.24,48.93,36.84
45951,County_45951,Vermont,Urban,12.2,12.74,47.06,40.21
43357,County_43357,Texas,Urban,9.56,9.67,42.29,48.04
1921,County_1921,Alabama,Rural,2.38,2.49,46.46,51.04
12945,County_12945,Idaho,Urban,10.02,10.28,42.37,47.35
13123,County_13123,Illinois,Suburban/Small City,2.9,2.3,58.27,39.43
12547,County_12547,Idaho,Urban,12.7,13.0,42.99,44.01
56027,County_56027,Other,Rural,4.41,5.06,64.61,30.33
15131,County_15131,Iowa,Urban,9.95,10.37,50.66,38.97
22141,County_22141,Michigan,Rural,11.34,11.51,49.11,39.39
7021,County_7021,Connecticut,Rural,9.42,8.75,51.04,40.2
44031,County_44031,Utah,Urban,11.38,11.09,54.42,34.48
8857,County_8857,Delaware,Urban,7.96,8.18,51.82,40.0
24127,County_24127,Mississippi,Rural,12.58,12.99,44.62,42.4
13325,County_13325,Illinois,Urban,10.92,11.02,45.85,43.13
25857,County_25857,Missouri,Urban,1.53,1.69,52.07,46.24
24541,County_24541,Mississippi,Urban,6.13,6.09,55.74,38.16
44347,County_44347,Utah,Urban,10.57,,44.18,44.44
39475,County_39475,Rhode Island,Rural,8.86,8.74,43.08,48.18
24265,County_24265,Mississippi,Rural,6.37,6.63,48.55,44.82
52277,County_52277,Other,Rural,12.82,13.28,47.21,39.51
6661,County_6661,Colorado,Urban,,8.57,49.82,41.61
14603,County_14603,Indiana,Urban,12.36,12.56,45.38,42.06
55459,County_55459,Other,Rural,7.53,7.77,48.86,43.36
13447,County_13447,Illinois,Urban,15.04,15.38,40.4,44.22
29293,County_29293,New Hampshire,Rural,5.61,6.93,50.77,42.3
18143,County_18143,Louisiana,Rural,14.95,14.77,50.91,34.32
16831,County_16831,Kansas,Suburban/Small City,7.19,8.11,56.65,35.25
14597,County_14597,Indiana,Rural,7.88,7.84,45.12,47.04
16945,County_16945,Kansas,Rural,13.51,14.29,39.71,46.0
43369,County_43369,Texas,Urban,11.38,11.27,40.43,48.31
41337,County_41337,South Dakota,Rural,13.22,13.62,54.0,
27677,County_27677,Nebraska,Urban,14.26,15.17,31.29,53.53
37339,County_37339,Oregon,Rural,9.08,8.77,46.21,45.02
8539,County_8539,Delaware,Rural,16.06,16.14,46.81,37.06
52559,County_52559,Other,Urban,12.09,11.49,52.29,36.21
28647,County_28647,Nevada,Urban,7.61,7.59,46.26,46.16
26595,County_26595,Montana,Rural,16.54,16.69,45.61,37.69
17151,County_17151,Kentucky,Rural,13.93,14.07,46.68,39.25
21929,County_21929,Massachusetts,Rural,11.84,12.23,55.61,32.17
6153,County_6153,Colorado,Suburban/Small City,9.85,9.62,58.98,31.4
25437,County_25437,Missouri,Suburban/Small City,,9.91,42.77,47.31
46121,County_46121,Virginia,Rural,13.52,13.29,45.42,41.3
2523,County_2523,Alaska,Suburban/Small City,12.23,13.3,34.8,51.9
7419,County_7419,Connecticut,Urban,13.74,14.25,47.02,38.73
9691,County_9691,Florida,Rural,11.9,12.38,41.98,45.64
46337,County_46337,Virginia,Rural,10.64,10.12,52.03,37.85
29493,County_29493,New Hampshire,Rural,10.77,10.4,41.89,47.71
7297,County_7297,Connecticut,Rural,9.86,9.96,53.61,36.44
55847,County_55847,Other,Rural,11.41,10.75,57.52,31.73
31707,County_31707,New Mexico,Rural,12.94,13.73,38.17,48.1
42623,County_42623,Tennessee,Rural,10.72,9.91,36.76,53.33
41501,County_41501,South Dakota,Urban,11.73,12.12,,47.98
39129,County_39129,Rhode Island,Urban,13.35,,42.26,45.79
8051,County_8051,Delaware,Rural,13.49,13.35,45.91,40.73
11991,County_11991,Hawaii,Urban,4.74,5.39,54.28,
8689,County_8689,Delaware,Rural,8.67,9.43,44.81,45.76
24277,County_24277,Mississippi,Rural,10.2,10.66,40.97,48.37
10377,County_10377,Georgia,Rural,12.51,12.25,38.14,49.61
33915,County_33915,North Carolina,Urban,6.91,,56.7,36.43
49225,County_49225,Wisconsin,Rural,8.95,9.81,38.91,51.28
15099,County_15099,Iowa,Urban,3.96,4.23,52.0,43.76
5431,County_5431,California,Urban,11.13,11.7,45.04,43.26
26463,County_26463,Montana,Rural,12.93,12.77,37.85,49.39
45535,County_45535,Vermont,Urban,8.91,9.33,51.73,38.94
41365,County_41365,South Dakota,Rural,7.33,8.32,51.14,40.55
11491,County_11491,Hawaii,Rural,9.38,9.82,47.52,42.66
14647,County_14647,Indiana,Rural,6.06,5.54,63.33,31.13
26353,County_26353,Montana,Urban,13.86,15.1,47.33,37.57
41227,County_41227,South Dakota,Rural,6.51,7.32,53.3,39.37
11375,County_11375,Hawaii,Rural,11.41,11.21,48.01,40.78
8447,County_8447,Delaware,Suburban/Small City,6.16,7.46,56.84,35.71
41583,County_41583,South Dakota,Urban,7.0,7.03,49.91,43.06
1175,County_1175,Alabama,Rural,9.14,10.2,47.62,42.18
52951,County_52951,Other,Rural,5.77,6.14,47.02,46.84
14435,County_14435,Indiana,Rural,12.09,12.6,43.51,43.89
29587,County_29587,New Hampshire,Urban,11.81,11.44,44.73,43.83
29957,County_29957,New Hampshire,Urban,8.31,8.98,51.58,39.44
47633,County_47633,Washington,Urban,8.39,8.6,54.87,36.54
1281,County_1281,Alabama,Urban,11.42,11.65,58.15,30.2
4711,County_4711,Arkansas,Rural,7.12,7.35,45.06,47.59
35305,County_35305,Ohio,Rural,5.25,5.56,50.27,44.17
18099,County_18099,Louisiana,Rural,7.24,7.38,47.58,45.04
30613,County_30613,New Jersey,Suburban/Small City,7.61,7.9,57.95,34.15
40447,County_40447,South Carolina,Rural,16.11,17.33,35.5,47.17
20037,County_20037,Maryland,Urban,13.92,13.54,47.87,38.58
4715,County_4715,Arkansas,Suburban/Small City,9.86,11.0,43.53,45.47
18239,County_18239,Louisiana,Rural,11.54,,48.21,40.62
27059,County_27059,Nebraska,Suburban/Small City,13.72,14.26,44.04,41.71
4921,County_4921,Arkansas,Rural,11.85,11.88,47.64,40.48
24703,County_24703,Mississippi,Rural,13.89,14.36,44.19,41.45
52025,County_52025,Other,Rural,12.14,12.64,37.65,49.71
25167,County_25167,Missouri,Urban,8.61,9.54,55.18,35.29
37415,County_37415,Oregon,Urban,10.12,10.13,52.45,37.42
24469,County_24469,Mississippi,Urban,14.67,14.9,35.15,49.94
6893,County_6893,Colorado,Urban,5.38,5.63,49.85,44.52
30175,County_30175,New Jersey,Urban,8.02,8.36,52.49,39.16
41705,County_41705,South Dakota,Rural,11.3,11.48,37.94,50.58
44595,County_44595,Utah,Rural,14.32,15.11,45.18,39.71
52161,County_52161,Other,Rural,12.75,14.11,41.9,43.99
40977,County_40977,South Carolina,Rural,8.4,9.15,48.52,42.33
2025,County_2025,Alaska,Suburban/Small City,6.97,6.46,50.88,42.66
46007,County_46007,Virginia,Rural,5.45,5.48,54.8,39.72
21693,County_21693,Massachusetts,Urban,13.05,13.95,38.58,47.47
48735,County_48735,West Virginia,Urban,9.56,,48.48,41.03
24915,County_24915,Mississippi,Urban,11.31,11.49,44.04,44.47
51911,County_51911,Other,Rural,13.05,14.06,45.29,40.65
47651,County_47651,Washington,Rural,12.66,12.04,51.33,36.62
53507,County_53507,Other,Rural,12.77,12.7,33.74,53.56
55257,County_55257,Other,Rural,10.08,10.57,41.71,47.72
22589,County_22589,Michigan,Rural,16.82,16.77,40.51,42.72
56901,County_56901,Other,Rural,12.33,12.97,45.57,41.46
56585,County_56585,Other,Rural,11.57,11.31,43.24,45.44
28081,County_28081,Nevada,Suburban/Small City,17.2,16.58,36.6,46.82
42317,County_42317,Tennessee,Rural,4.09,3.91,51.7,44.39
41777,County_41777,South Dakota,Suburban/Small City,6.26,,53.47,40.67
44011,County_44011,Utah,Rural,9.82,10.83,50.17,39.0
41615,County_41615,South Dakota,Rural,7.31,7.43,49.08,43.49
2505,County_2505,Alaska,Rural,7.58,8.85,57.15,33.99
43401,County_43401,Texas,Suburban/Small City,12.7,13.05,47.21,39.74
49641,County_49641,Wisconsin,Rural,7.87,8.27,53.45,38.28
16289,County_16289,Kansas,Rural,12.74,13.11,35.85,51.03
55767,County_55767,Other,Suburban/Small City,8.73,8.68,54.44,36.87
15157,County_15157,Iowa,Rural,8.92,,46.28,43.73
39793,County_39793,Rhode Island,Urban,8.9,8.9,46.25,44.85
43263,County_43263,Texas,Urban,4.12,4.64,51.59,43.77
33765,County_33765,North Carolina,Suburban/Small City,10.47,10.65,45.65,43.7
16885,County_16885,Kansas,Suburban/Small City,3.18,2.87,58.78,38.35
52747,County_52747,Other,Rural,9.48,9.82,53.38,36.8
5253,County_5253,California,Rural,6.85,7.26,55.24,37.5
48197,County_48197,West Virginia,Urban,11.51,10.5,49.17,40.33
5793,County_5793,California,Rural,10.22,11.27,48.87,39.87
47455,County_47455,Washington,Rural,,15.01,40.83,44.16
41161,County_41161,South Dakota,Urban,13.25,12.81,54.16,33.03
35585,County_35585,Ohio,Rural,7.74,6.56,48.88,44.56
30007,County_30007,New Jersey,Rural,12.91,12.13,46.03,41.84
18943,County_18943,Louisiana,Rural,12.64,12.23,45.93,41.84
13913,County_13913,Illinois,Suburban/Small City,14.76,14.72,36.59,48.69
56855,County_56855,Other,Rural,8.58,8.89,41.47,49.64
2087,County_2087,Alaska,Urban,7.95,7.74,51.56,40.7
45197,County_45197,Vermont,Rural,3.7,3.72,55.84,40.44
48747,County_48747,West Virginia,Rural,6.8,7.52,53.44,39.04
53657,County_53657,Other,Rural,16.27,16.49,37.47,46.04
1721,County_1721,Alabama,Rural,13.08,13.55,57.23,29.23
50831,County_50831,Wyoming,Rural,8.75,8.32,49.43,42.26
19941,County_19941,Maine,Urban,3.42,4.71,60.06,35.22
26233,County_26233,Montana,Rural,,12.49,44.45,43.07
21073,County_21073,Massachusetts,Urban,6.8,7.87,49.64,42.49
40833,County_40833,South Carolina,Rural,13.23,13.09,41.34,45.57
55789,County_55789,Other,Urban,13.74,14.78,38.98,46.24
48233,County_48233,West Virginia,Urban,11.94,11.77,42.1,46.13
3601,County_3601,Arizona,Urban,8.19,8.02,60.84,31.13
37859,County_37859,Oregon,Urban,3.46,4.28,47.45,48.27
15313,County_15313,Iowa,Rural,7.42,8.38,52.7,38.92
26917,County_26917,Montana,Urban,9.93,10.03,52.33,37.64
20757,County_20757,Maryland,Rural,13.39,13.37,41.93,44.7
48385,County_48385,West Virginia,Rural,11.08,10.96,38.19,50.85
37919,County_37919,Oregon,Urban,11.96,13.08,38.28,48.65
42791,County_42791,Tennessee,Urban,4.23,4.37,53.87,41.76
40617,County_40617,South Carolina,Rural,15.38,15.6,33.0,51.4
51663,County_51663,Other,Rural,6.8,,46.2,47.16
7705,County_7705,Connecticut,Urban,14.67,14.08,44.54,41.37
28879,County_28879,Nevada,Rural,12.48,13.54,36.66,49.81
37327,County_37327,Oregon,Rural,4.15,3.89,48.31,47.8
3325,County_3325,Arizona,Rural,6.03,6.89,55.44,37.66
36975,County_36975,Oklahoma,Rural,2.91,2.85,49.82,47.33
53263,County_53263,Other,Rural,7.55,7.58,45.04,47.38
50293,County_50293,Wyoming,Urban,9.85,10.15,49.68,40.18
5743,County_5743,California,Suburban/Small City,7.27,8.01,55.35,36.64
5071,County_5071,California,Rural,10.87,11.45,49.17,39.38
23719,County_23719,Minnesota,Suburban/Small City,7.5,7.75,46.84,
1215,County_1215,Alabama,Suburban/Small City,8.61,8.08,46.28,45.65
29375,County_29375,New Hampshire,Rural,3.84,4.27,51.1,44.62
45519,County_45519,Vermont,Rural,13.81,13.14,43.5,43.36
46581,County_46581,Virginia,Rural,13.7,14.74,45.71,39.55
49169,County_49169,Wisconsin,Rural,9.64,9.4,49.14,41.46
26645,County_26645,Montana,Rural,7.68,7.66,49.35,42.99
33821,County_33821,North Carolina,Rural,15.64,15.92,42.58,41.5
38207,County_38207,Pennsylvania,Rural,12.14,12.21,46.83,40.97
54773,County_54773,Other,Rural,,11.78,44.63,43.59
14613,County_14613,Indiana,Urban,,11.57,46.96,41.47
10859,County_10859,Georgia,Rural,8.83,9.14,51.62,39.24
6515,County_6515,Colorado,Urban,5.41,5.73,,53.25
48991,County_48991,West Virginia,Urban,11.39,11.41,42.26,46.33
29659,County_29659,New Hampshire,Rural,11.19,11.2,39.52,49.28
29745,County_29745,New Hampshire,Rural,12.08,11.49,48.43,40.08
24811,County_24811,Mississippi,Urban,7.35,7.51,53.74,38.75
32703,County_32703,New York,Rural,6.4,6.78,62.66,30.56
38337,County_38337,Pennsylvania,Urban,,16.49,47.49,36.03
32653,County_32653,New York,Rural,7.65,8.11,47.53,44.36
56825,County_56825,Other,Rural,12.59,13.11,47.95,38.94
26001,County_26001,Montana,Rural,11.13,11.31,42.54,46.15
51065,County_51065,Other,Urban,,4.89,47.68,47.43
46979,County_46979,Virginia,Rural,7.99,7.76,61.6,30.63
47107,County_47107,Washington,Rural,5.68,6.08,51.07,42.84
9565,County_9565,Florida,Rural,8.17,8.4,56.18,35.43
22219,County_22219,Michigan,Rural,15.27,14.83,41.73,43.45
14733,County_14733,Indiana,Urban,10.01,10.86,44.54,44.6
9585,County_9585,Florida,Urban,11.19,10.98,51.72,37.3
41429,County_41429,South Dakota,Urban,13.32,13.37,39.21,47.42
17711,County_17711,Kentucky,Rural,,6.44,49.13,44.43
46469,County_46469,Virginia,Rural,12.04,12.44,44.27,43.29
42921,County_42921,Tennessee,Suburban/Small City,10.43,11.1,41.95,46.95
5917,County_5917,California,Rural,8.99,9.58,49.81,40.61
40539,County_40539,South Carolina,Rural,12.38,12.78,39.49,47.73
37645,County_37645,Oregon,Suburban/Small City,11.01,11.6,47.2,
40525,County_40525,South Carolina,Rural,15.38,16.36,43.76,39.88
45341,County_45341,Vermont,Rural,14.0,,41.21,44.54
28079,County_28079,Nevada,Rural,4.88,5.7,,40.64
26277,County_26277,Montana,Rural,13.64,13.86,45.1,41.05
11117,County_11117,Hawaii,Rural,11.98,12.65,42.94,44.41
17073,County_17073,Kentucky,Rural,8.92,8.69,39.54,51.78
42227,County_42227,Tennessee,Urban,13.75,13.06,49.39,37.55
2443,County_2443,Alaska,Rural,4.24,4.15,54.31,41.54
22399,County_22399,Michigan,Urban,3.74,5.06,64.35,30.6
14007,County_14007,Indiana,Rural,4.4,4.63,62.73,32.64
49217,County_49217,Wisconsin,Urban,10.13,10.07,41.83,48.1
45937,County_45937,Vermont,Rural,9.4,10.18,52.12,37.69
18515,County_18515,Louisiana,Urban,12.31,13.51,43.72,42.76
28891,County_28891,Nevada,Urban,14.49,14.07,35.01,50.92
14785,County_14785,Indiana,Suburban/Small City,3.83,4.2,61.69,34.11
15665,County_15665,Iowa,Rural,9.63,9.18,52.95,37.87
33447,County_33447,North Carolina,Urban,9.3,10.19,42.17,47.63
38635,County_38635,Pennsylvania,Rural,13.16,13.51,43.38,43.11
38803,County_38803,Pennsylvania,Urban,14.35,14.42,44.68,40.91
40557,County_40557,South Carolina,Rural,4.42,4.28,57.65,38.06
17159,County_17159,Kentucky,Rural,13.26,14.08,43.59,42.33
34889,County_34889,North Dakota,Rural,14.69,14.45,49.44,36.11
8871,County_8871,Delaware,Rural,10.55,10.58,,31.81
27349,County_27349,Nebraska,Suburban/Small City,4.34,4.52,50.45,
52907,County_52907,Other,Urban,8.04,8.7,48.96,42.34
52523,County_52523,Other,Rural,14.16,14.28,48.1,37.61
5333,County_5333,California,Rural,14.85,15.62,44.55,39.83
22355,County_22355,Michigan,Rural,9.46,9.94,55.61,
52847,County_52847,Other,Rural,13.68,14.04,35.08,50.88
19619,County_19619,Maine,Urban,7.91,7.35,57.36,35.29
52977,County_52977,Other,Urban,16.88,16.9,44.15,38.96
25819,County_25819,Missouri,Rural,12.69,12.8,41.88,45.32
26525,County_26525,Montana,Rural,7.12,7.8,48.87,43.33
13805,County_13805,Illinois,Rural,8.97,9.45,49.97,40.57
1187,County_1187,Alabama,Rural,9.18,9.35,45.6,45.05
11949,County_11949,Hawaii,Rural,13.3,13.14,41.31,45.55
50827,County_50827,Wyoming,Rural,12.43,11.3,51.24,37.46
7821,County_7821,Connecticut,Rural,4.12,4.19,53.86,41.95
56493,County_56493,Other,Urban,11.98,12.38,46.85,40.77
6479,County_6479,Colorado,Urban,5.91,5.77,43.81,50.42
20805,County_20805,Maryland,Rural,10.94,10.37,41.71,47.92
32785,County_32785,New York,Urban,14.39,14.66,41.72,43.61
48541,County_48541,West Virginia,Rural,11.37,11.99,37.68,50.32
30333,County_30333,New Jersey,Rural,13.08,13.75,41.39,44.86
14249,County_14249,Indiana,Rural,13.42,13.68,49.45,36.87
5997,County_5997,California,Rural,9.34,9.07,54.8,36.13
56053,County_56053,Other,Urban,13.71,14.26,45.97,39.77
11687,County_11687,Hawaii,Urban,14.19,14.58,41.88,43.54
44629,County_44629,Utah,Rural,8.72,9.21,52.39,38.4
19907,County_19907,Maine,Rural,6.29,6.2,,38.11
35735,County_35735,Ohio,Rural,8.6,8.59,47.96,43.46
35135,County_35135,Ohio,Suburban/Small City,13.18,14.63,38.15,47.22
40193,County_40193,South Carolina,Rural,10.34,10.53,44.57,44.9
20841,County_20841,Maryland,Rural,11.96,11.58,48.12,40.3
44715,County_44715,Utah,Rural,8.42,8.43,49.33,42.24
30083,County_30083,New Jersey,Urban,7.37,7.03,51.08,41.88
28359,County_28359,Nevada,Suburban/Small City,13.22,14.05,39.93,46.02
50765,County_50765,Wyoming,Rural,14.82,15.1,41.03,43.88
46071,County_46071,Virginia,Rural,17.75,18.28,31.75,49.97
6019,County_6019,Colorado,Rural,9.21,9.79,50.41,39.8
40393,County_40393,South Carolina,Rural,5.83,6.51,58.36,35.13
43589,County_43589,Texas,Rural,13.99,14.12,51.62,34.26
48121,County_48121,West Virginia,Rural,9.22,9.74,44.85,45.41
52263,County_52263,Other,Rural,,15.29,46.98,37.73
56755,County_56755,Other,Rural,7.96,8.07,50.64,41.3
51983,County_51983,Other,Urban,5.35,5.58,50.47,43.95
36807,County_36807,Oklahoma,Rural,13.54,14.18,49.89,35.93
23421,County_23421,Minnesota,Rural,13.56,13.81,44.57,
38731,County_38731,Pennsylvania,Rural,15.72,16.76,44.66,38.58
35463,County_35463,Ohio,Rural,11.41,12.75,44.24,
19469,County_19469,Maine,Suburban/Small City,11.52,11.96,50.82,37.22
35409,County_35409,Ohio,Urban,7.74,8.12,52.27,39.61
26545,County_26545,Montana,Rural,5.37,5.01,51.74,43.25
19869,County_19869,Maine,Rural,12.67,13.07,43.03,43.9
8467,County_8467,Delaware,Rural,6.24,6.39,58.25,35.37
43421,County_43421,Texas,Rural,7.07,7.32,57.35,35.33
51331,County_51331,Other,Urban,13.1,13.57,48.09,38.34
36919,County_36919,Oklahoma,Urban,12.84,13.18,38.56,48.26
14295,County_14295,Indiana,Rural,15.42,15.99,51.82,32.19
12475,County_12475,Idaho,Rural,,16.36,39.6,44.05
13987,County_13987,Illinois,Urban,12.84,12.59,43.97,43.44
23427,County_23427,Minnesota,Rural,9.5,10.43,50.37,39.2
43777,County_43777,Texas,Rural,13.93,13.79,43.72,42.49
22249,County_22249,Michigan,Suburban/Small City,11.44,10.88,48.52,40.6
10591,County_10591,Georgia,Urban,12.31,12.46,48.96,38.59
40799,County_40799,South Carolina,Rural,7.48,7.58,41.97,50.46
7967,County_7967,Connecticut,Rural,14.79,15.09,40.38,44.54
25235,County_25235,Missouri,Rural,15.76,15.46,,45.03
41867,County_41867,South Dakota,Urban,12.59,13.37,50.32,36.3
8319,County_8319,Delaware,Rural,9.02,9.12,,47.19
23749,County_23749,Minnesota,Urban,,10.04,42.35,47.61
54769,County_54769,Other,Rural,4.28,5.2,49.21,45.59
20475,County_20475,Maryland,Urban,13.24,12.82,50.04,37.14
24885,County_24885,Mississippi,Rural,12.15,11.78,50.95,37.27
3879,County_3879,Arizona,Rural,10.73,11.46,50.27,38.27
21853,County_21853,Massachusetts,Suburban/Small City,6.1,5.79,56.74,37.48
13879,County_13879,Illinois,Urban,7.03,6.94,56.98,36.08
40759,County_40759,South Carolina,Rural,7.76,8.71,60.25,31.05
23517,County_23517,Minnesota,Rural,7.6,7.29,50.34,42.36
1979,County_1979,Alabama,Rural,6.45,7.38,51.77,40.86
56163,County_56163,Other,Suburban/Small City,9.17,9.26,52.96,37.77
33407,County_33407,North Carolina,Rural,5.93,6.51,47.52,45.97
41877,County_41877,South Dakota,Urban,6.88,7.26,57.87,34.87
32623,County_32623,New York,Urban,8.04,8.53,48.39,43.08
34743,County_34743,North Dakota,Rural,11.65,11.54,45.18,43.28
5809,County_5809,California,Urban,11.36,12.04,52.44,35.51
17323,County_17323,Kentucky,Urban,9.27,,55.68,34.62
25501,County_25501,Missouri,Urban,9.14,9.09,47.75,43.16
10835,County_10835,Georgia,Urban,8.35,9.11,51.29,39.61
50497,County_50497,Wyoming,Rural,10.86,11.16,43.79,45.06
9447,County_9447,Florida,Suburban/Small City,12.23,12.83,48.09,39.08
20125,County_20125,Maryland,Urban,8.89,9.85,56.16,33.99
47563,County_47563,Washington,Urban,11.1,11.96,38.08,49.96
48205,County_48205,West Virginia,Urban,4.79,5.09,40.61,54.29
56143,County_56143,Other,Rural,8.56,8.34,48.25,43.4
31751,County_31751,New Mexico,Urban,15.94,16.35,42.89,40.76
47265,County_47265,Washington,Rural,11.59,11.44,50.73,37.82
36909,County_36909,Oklahoma,Rural,12.9,13.84,42.62,43.54
40227,County_40227,South Carolina,Rural,9.99,10.15,47.73,42.11
8583,County_8583,Delaware,Rural,9.48,10.44,45.71,43.85
38065,County_38065,Pennsylvania,Rural,12.62,12.84,44.66,42.49
7337,County_7337,Connecticut,Suburban/Small City,5.48,5.94,55.82,38.24
37395,County_37395,Oregon,Rural,10.08,,53.86,35.42
17013,County_17013,Kentucky,Urban,11.9,12.27,48.45,39.28
16575,County_16575,Kansas,Rural,9.91,9.99,47.11,42.9
55303,County_55303,Other,Rural,11.29,10.72,54.44,34.84
44851,County_44851,Utah,Urban,7.88,8.61,55.0,36.39
7581,County_7581,Connecticut,Urban,9.56,10.42,46.36,
30553,County_30553,New Jersey,Urban,6.78,7.14,50.39,
37665,County_37665,Oregon,Urban,4.65,5.15,51.71,43.15
10801,County_10801,Georgia,Urban,10.96,10.67,53.6,35.73
35135,County_35135,Ohio,Suburban/Small City,,13.23,41.54,45.23
16893,County_16893,Kansas,Rural,8.56,8.6,46.35,45.05
31677,County_31677,New Mexico,Rural,11.01,11.53,45.81,42.66
14075,County_14075,Indiana,Urban,11.25,12.26,39.69,48.05
37387,County_37387,Oregon,Rural,10.85,10.56,44.1,45.33
36517,County_36517,Oklahoma,Urban,13.69,13.61,43.11,43.28
12277,County_12277,Idaho,Rural,4.36,4.13,60.75,35.12
50843,County_50843,Wyoming,Suburban/Small City,8.58,9.1,43.97,46.93
9135,County_9135,Florida,Rural,9.68,10.63,44.35,45.01
8207,County_8207,Delaware,Urban,5.13,6.06,51.39,42.54
39049,County_39049,Rhode Island,Urban,7.03,7.27,54.48,
41261,County_41261,South Dakota,Urban,6.95,6.47,53.64,39.88
13139,County_13139,Illinois,Urban,5.86,5.99,47.67,46.34
20047,County_20047,Maryland,Rural,12.02,12.71,,47.78
27137,County_27137,Nebraska,Rural,14.9,14.58,46.41,39.01
47309,County_47309,Washington,Urban,12.23,13.48,,38.77
49099,County_49099,Wisconsin,Urban,10.97,11.24,42.66,46.1
43795,County_43795,Texas,Rural,7.88,7.75,40.09,52.16
39211,County_39211,Rhode Island,Urban,7.61,7.33,47.49,45.18
54929,County_54929,Other,Rural,13.35,14.29,41.3,44.41
47339,County_47339,Washington,Urban,7.18,7.56,,47.95
36579,County_36579,Oklahoma,Rural,12.89,12.95,40.02,47.03
23013,County_23013,Minnesota,Urban,9.64,9.4,52.25,38.35
17645,County_17645,Kentucky,Urban,10.26,10.95,41.75,47.3
29905,County_29905,New Hampshire,Urban,15.86,16.22,43.7,40.08
49195,County_49195,Wisconsin,Urban,15.84,16.5,35.42,48.08
15475,County_15475,Iowa,Urban,6.73,7.17,44.15,48.68
41303,County_41303,South Dakota,Urban,10.63,10.65,45.7,43.64
48069,County_48069,West Virginia,Rural,11.5,11.61,46.04,42.36
3505,County_3505,Arizona,Rural,10.39,10.16,43.19,46.65
5239,County_5239,California,Rural,15.64,15.64,39.41,44.95
47863,County_47863,Washington,Urban,9.97,9.96,49.74,40.31
