COUNTYFIPS,COUNTY,STATE,community_type,poverty_rate_pct,poverty_rate_children_pct,pct_below_50pct_poverty_line,pct_hh_on_food_stamps
48523,County_48523,West Virginia,Rural,32.71,42.46,14.45,43.91
22709,County_22709,Michigan,Urban,29.21,38.62,12.23,40.72
16643,County_16643,Kansas,Rural,32.4,41.98,13.45,
12773,County_12773,Idaho,Urban,27.73,35.8,14.17,34.2
19107,County_19107,Maine,Urban,12.36,15.97,7.73,6.98
38073,County_38073,Pennsylvania,Urban,37.54,48.63,18.26,45.09
54309,County_54309,Other,Urban,20.78,24.09,13.61,29.12
52689,County_52689,Other,Rural,17.01,24.09,7.73,17.71
55777,County_55777,Other,Rural,32.87,41.6,14.49,42.86
14557,County_14557,Indiana,Rural,23.57,26.26,9.78,21.34
23537,County_23537,Minnesota,Rural,34.94,48.21,12.51,41.15
41113,County_41113,South Dakota,Rural,18.23,24.75,7.72,20.11
13805,County_13805,Illinois,Suburban/Small City,29.7,36.07,11.88,37.48
26079,County_26079,Montana,Urban,15.94,19.19,7.93,17.79
52229,County_52229,Other,Urban,14.64,20.52,6.11,20.5
51921,County_51921,Other,Urban,25.41,32.86,12.41,23.23
35367,County_35367,Ohio,Urban,35.7,52.08,15.45,45.73
19819,County_19819,Maine,Suburban/Small City,33.02,,14.15,42.72
51903,County_51903,Other,Rural,31.32,40.95,16.3,38.5
31481,County_31481,New Mexico,Urban,32.6,41.57,15.01,46.14
52943,County_52943,Other,Urban,22.46,30.9,11.49,28.24
56067,County_56067,Other,Rural,35.18,44.3,14.35,40.83
26609,County_26609,Montana,Suburban/Small City,9.56,14.45,3.92,8.29
44275,County_44275,Utah,Suburban/Small City,16.01,22.21,6.84,18.61
1157,County_1157,Alabama,Urban,26.61,33.27,11.3,42.19
49183,County_49183,Wisconsin,Rural,17.37,26.27,,10.46
47231,County_47231,Washington,Rural,30.26,36.25,11.74,
53675,County_53675,Other,Rural,20.63,30.42,10.36,19.29
47959,County_47959,Washington,Rural,36.82,50.06,15.26,45.96
20591,County_20591,Maryland,Rural,35.04,45.4,17.88,46.13
45951,County_45951,Vermont,Urban,28.29,35.89,15.32,34.25
43357,County_43357,Texas,Urban,25.19,30.28,11.19,31.54
1921,County_1921,Alabama,Rural,6.85,8.7,3.35,1.68
12945,County_12945,Idaho,Urban,26.94,,11.82,35.65
13123,County_13123,Illinois,Suburban/Small City,10.83,15.43,4.49,9.48
12547,County_12547,Idaho,Urban,29.18,39.1,15.71,38.97
56027,County_56027,Other,Rural,12.95,12.29,5.66,15.16
15131,County_15131,Iowa,Urban,24.36,32.38,7.97,20.16
22141,County_22141,Michigan,Rural,31.7,39.83,15.72,32.44
7021,County_7021,Connecticut,Rural,25.35,33.39,12.08,31.78
44031,County_44031,Utah,Urban,29.93,37.99,9.58,47.25
8857,County_8857,Delaware,Urban,15.35,22.15,5.08,17.81
24127,County_24127,Mississippi,Rural,29.46,37.69,13.15,37.28
13325,County_13325,Illinois,Urban,23.48,31.5,11.43,36.85
25857,County_25857,Missouri,Urban,9.77,13.8,2.86,8.09
24541,County_24541,Mississippi,Urban,17.31,,7.39,20.98
44347,County_44347,Utah,Urban,24.52,32.87,10.77,30.73
39475,County_39475,Rhode Island,Rural,24.06,31.47,10.25,37.11
24265,County_24265,Mississippi,Rural,14.25,13.76,5.9,17.3
52277,County_52277,Other,Rural,30.64,40.26,14.49,35.74
6661,County_6661,Colorado,Urban,21.7,27.3,8.77,20.14
14603,County_14603,Indiana,Urban,30.66,40.62,16.84,36.91
55459,County_55459,Other,Rural,22.15,30.29,10.98,25.79
13447,County_13447,Illinois,Urban,35.97,45.91,15.55,42.35
29293,County_29293,New Hampshire,Rural,16.34,17.9,6.53,24.29
18143,County_18143,Louisiana,Rural,40.42,50.04,17.02,54.31
16831,County_16831,Kansas,Suburban/Small City,22.62,28.12,10.8,26.6
14597,County_14597,Indiana,Rural,23.52,31.75,10.53,27.65
16945,County_16945,Kansas,Rural,31.45,40.87,14.87,39.27
43369,County_43369,Texas,Urban,25.74,35.69,11.22,32.12
41337,County_41337,South Dakota,Rural,33.06,42.41,13.39,41.91
27677,County_27677,Nebraska,Urban,33.27,43.38,14.35,43.03
37339,County_37339,Oregon,Rural,24.22,31.22,13.0,19.97
8539,County_8539,Delaware,Rural,38.25,49.73,17.55,45.58
52559,County_52559,Other,Urban,27.78,35.27,11.7,35.93
28647,County_28647,Nevada,Urban,20.19,26.11,9.17,22.64
26595,County_26595,Montana,Rural,36.79,47.14,17.31,52.97
17151,County_17151,Kentucky,Rural,31.51,39.47,12.87,42.47
21929,County_21929,Massachusetts,Rural,27.46,37.2,12.69,34.27
6153,County_6153,Colorado,Suburban/Small City,29.48,36.27,12.4,29.31
25437,County_25437,Missouri,Suburban/Small City,24.73,33.94,10.66,29.57
46121,County_46121,Virginia,Rural,28.81,40.75,11.32,33.64
2523,County_2523,Alaska,Suburban/Small City,28.0,35.17,16.12,35.41
7419,County_7419,Connecticut,Urban,35.2,43.09,16.23,43.19
9691,County_9691,Florida,Rural,33.42,,16.9,41.86
46337,County_46337,Virginia,Rural,29.58,40.33,16.15,31.63
29493,County_29493,New Hampshire,Rural,28.5,37.91,12.43,30.02
7297,County_7297,Connecticut,Rural,25.81,37.05,10.12,27.03
55847,County_55847,Other,Rural,28.21,38.69,9.87,33.39
31707,County_31707,New Mexico,Rural,33.96,44.47,17.54,41.49
42623,County_42623,Tennessee,Rural,28.74,,12.73,29.5
41501,County_41501,South Dakota,Urban,29.74,41.78,18.53,37.12
39129,County_39129,Rhode Island,Urban,28.82,39.34,13.16,38.68
8051,County_8051,Delaware,Rural,37.24,48.03,18.63,46.5
11991,County_11991,Hawaii,Urban,14.36,18.3,6.33,10.17
8689,County_8689,Delaware,Rural,26.02,28.37,,29.67
24277,County_24277,Mississippi,Rural,26.81,33.88,12.17,27.59
10377,County_10377,Georgia,Rural,31.83,41.28,12.91,48.89
33915,County_33915,North Carolina,Urban,21.9,28.22,11.76,23.09
49225,County_49225,Wisconsin,Rural,23.59,29.47,10.2,20.28
15099,County_15099,Iowa,Urban,16.13,21.15,8.0,10.15
5431,County_5431,California,Urban,28.8,38.62,13.52,34.23
26463,County_26463,Montana,Rural,37.02,45.06,16.34,52.37
45535,County_45535,Vermont,Urban,19.3,23.3,6.75,21.88
41365,County_41365,South Dakota,Rural,17.86,23.99,8.32,20.63
11491,County_11491,Hawaii,Rural,20.94,26.25,6.18,22.12
14647,County_14647,Indiana,Rural,15.44,22.86,7.52,12.59
26353,County_26353,Montana,Urban,35.86,46.94,18.12,49.41
41227,County_41227,South Dakota,Rural,20.16,26.25,9.08,23.26
11375,County_11375,Hawaii,Rural,25.0,29.98,9.39,24.22
8447,County_8447,Delaware,Suburban/Small City,10.61,12.43,6.15,10.68
41583,County_41583,South Dakota,Urban,23.76,30.13,12.11,22.69
1175,County_1175,Alabama,Rural,22.71,29.99,9.12,20.03
52951,County_52951,Other,Rural,21.69,,9.31,20.2
14435,County_14435,Indiana,Rural,30.48,39.8,14.2,40.87
29587,County_29587,New Hampshire,Urban,28.38,36.97,13.75,34.85
29957,County_29957,New Hampshire,Urban,,36.18,12.74,32.13
47633,County_47633,Washington,Urban,24.98,33.02,11.25,33.91
1281,County_1281,Alabama,Urban,31.07,41.5,12.91,36.08
4711,County_4711,Arkansas,Rural,17.26,25.41,8.11,17.64
35305,County_35305,Ohio,Rural,14.59,15.24,5.34,12.44
18099,County_18099,Louisiana,Rural,24.06,32.23,13.59,27.76
30613,County_30613,New Jersey,Suburban/Small City,16.69,24.15,6.84,16.69
40447,County_40447,South Carolina,Rural,40.49,54.68,18.43,56.47
20037,County_20037,Maryland,Urban,38.79,49.67,16.79,48.58
4715,County_4715,Arkansas,Suburban/Small City,23.69,31.83,11.11,30.97
18239,County_18239,Louisiana,Rural,32.48,40.24,16.25,39.34
27059,County_27059,Nebraska,Suburban/Small City,31.83,41.84,15.75,45.69
4921,County_4921,Arkansas,Rural,31.96,43.55,14.97,39.63
24703,County_24703,Mississippi,Rural,32.65,41.66,13.85,39.15
52025,County_52025,Other,Rural,32.17,39.17,14.81,34.52
25167,County_25167,Missouri,Urban,24.75,31.94,13.33,24.87
37415,County_37415,Oregon,Urban,23.23,29.4,10.75,33.17
24469,County_24469,Mississippi,Urban,41.59,55.68,18.87,46.78
6893,County_6893,Colorado,Urban,16.65,21.92,5.96,11.68
30175,County_30175,New Jersey,Urban,19.58,28.0,5.97,26.35
41705,County_41705,South Dakota,Rural,25.23,33.8,15.61,28.23
44595,County_44595,Utah,Rural,30.67,39.46,14.54,42.23
52161,County_52161,Other,Rural,32.06,43.94,13.34,47.26
40977,County_40977,South Carolina,Rural,20.66,25.97,8.85,16.63
2025,County_2025,Alaska,Suburban/Small City,20.59,22.6,10.25,17.99
46007,County_46007,Virginia,Rural,20.01,31.08,8.04,22.68
21693,County_21693,Massachusetts,Urban,30.19,38.64,14.46,43.5
48735,County_48735,West Virginia,Urban,27.47,32.16,14.0,27.14
24915,County_24915,Mississippi,Urban,24.41,31.02,11.74,38.81
51911,County_51911,Other,Rural,32.2,,16.8,41.2
47651,County_47651,Washington,Rural,37.74,49.64,17.9,45.04
53507,County_53507,Other,Rural,30.13,40.66,13.3,42.13
55257,County_55257,Other,Rural,23.29,29.45,9.36,21.8
22589,County_22589,Michigan,Rural,36.6,49.42,15.35,56.24
56901,County_56901,Other,Rural,31.12,37.07,12.62,38.21
56585,County_56585,Other,Rural,,38.93,12.49,41.72
28081,County_28081,Nevada,Suburban/Small City,41.11,53.92,20.39,51.22
42317,County_42317,Tennessee,Rural,13.3,17.87,7.99,9.16
41777,County_41777,South Dakota,Suburban/Small City,17.83,22.89,6.34,17.97
44011,County_44011,Utah,Rural,23.49,30.67,10.82,26.68
41615,County_41615,South Dakota,Rural,24.87,31.36,11.13,25.35
2505,County_2505,Alaska,Rural,17.68,22.9,9.58,14.81
43401,County_43401,Texas,Suburban/Small City,34.07,45.9,13.93,44.44
49641,County_49641,Wisconsin,Rural,16.55,22.84,7.64,13.09
16289,County_16289,Kansas,Rural,31.99,43.06,16.16,43.97
55767,County_55767,Other,Suburban/Small City,24.95,32.59,11.24,24.91
15157,County_15157,Iowa,Rural,23.85,32.8,13.44,27.7
39793,County_39793,Rhode Island,Urban,23.63,32.05,7.88,28.39
43263,County_43263,Texas,Urban,13.43,16.52,,16.15
33765,County_33765,North Carolina,Suburban/Small City,24.42,34.12,13.84,23.65
16885,County_16885,Kansas,Suburban/Small City,11.61,16.1,5.64,13.33
52747,County_52747,Other,Rural,25.51,37.14,10.31,37.41
5253,County_5253,California,Rural,16.83,20.27,7.28,13.34
48197,County_48197,West Virginia,Urban,31.16,37.45,11.65,38.93
5793,County_5793,California,Rural,27.51,35.73,14.38,36.86
47455,County_47455,Washington,Rural,41.87,52.92,20.24,49.84
41161,County_41161,South Dakota,Urban,31.69,35.31,13.61,43.46
35585,County_35585,Ohio,Rural,25.59,36.66,13.0,23.88
30007,County_30007,New Jersey,Rural,29.87,41.76,13.09,41.26
18943,County_18943,Louisiana,Rural,29.86,39.24,14.34,31.29
13913,County_13913,Illinois,Suburban/Small City,37.46,52.34,18.07,50.23
56855,County_56855,Other,Rural,27.66,35.65,15.68,27.28
2087,County_2087,Alaska,Urban,23.59,32.92,,27.14
45197,County_45197,Vermont,Rural,6.99,7.57,2.34,6.07
48747,County_48747,West Virginia,Rural,17.41,23.2,6.4,18.84
53657,County_53657,Other,Rural,40.6,52.36,17.95,48.34
1721,County_1721,Alabama,Rural,33.05,40.37,13.68,40.26
50831,County_50831,Wyoming,Rural,23.48,29.18,11.41,26.39
19941,County_19941,Maine,Urban,9.9,13.81,4.68,6.93
26233,County_26233,Montana,Rural,26.64,34.82,12.23,31.03
21073,County_21073,Massachusetts,Urban,17.31,25.49,5.29,22.73
40833,County_40833,South Carolina,Rural,33.12,46.06,14.78,45.27
55789,County_55789,Other,Urban,36.26,48.05,13.8,43.37
48233,County_48233,West Virginia,Urban,31.76,41.24,15.36,36.01
3601,County_3601,Arizona,Urban,22.98,28.15,10.1,28.79
37859,County_37859,Oregon,Urban,15.53,18.3,9.46,6.35
15313,County_15313,Iowa,Rural,19.53,28.99,9.4,19.07
26917,County_26917,Montana,Urban,24.11,36.14,10.37,27.41
20757,County_20757,Maryland,Rural,34.21,44.76,12.59,42.45
48385,County_48385,West Virginia,Rural,28.48,37.73,13.88,40.72
37919,County_37919,Oregon,Urban,31.87,42.11,14.37,37.4
42791,County_42791,Tennessee,Urban,15.83,19.47,7.36,10.86
40617,County_40617,South Carolina,Rural,37.09,47.71,16.83,46.73
51663,County_51663,Other,Rural,17.65,22.91,5.22,15.21
7705,County_7705,Connecticut,Urban,34.92,47.57,14.33,
28879,County_28879,Nevada,Rural,31.58,39.34,16.27,34.63
37327,County_37327,Oregon,Rural,10.17,9.38,4.01,6.85
3325,County_3325,Arizona,Rural,15.35,14.11,8.56,15.12
36975,County_36975,Oklahoma,Rural,8.35,10.14,1.82,0.06
53263,County_53263,Other,Rural,14.91,22.9,3.51,12.47
50293,County_50293,Wyoming,Urban,22.53,27.39,10.58,25.98
5743,County_5743,California,Suburban/Small City,21.8,28.55,11.27,30.73
5071,County_5071,California,Rural,25.88,34.26,11.92,38.04
23719,County_23719,Minnesota,Suburban/Small City,15.6,18.71,6.23,18.35
1215,County_1215,Alabama,Suburban/Small City,24.51,31.4,10.36,25.25
29375,County_29375,New Hampshire,Rural,12.88,16.99,6.04,7.19
45519,County_45519,Vermont,Rural,31.74,40.12,14.22,39.13
46581,County_46581,Virginia,Rural,,48.08,12.7,48.54
49169,County_49169,Wisconsin,Rural,22.92,28.34,13.06,28.68
26645,County_26645,Montana,Rural,26.23,35.89,11.01,27.86
33821,County_33821,North Carolina,Rural,36.55,45.65,16.03,57.13
38207,County_38207,Pennsylvania,Rural,33.41,43.62,15.14,35.41
54773,County_54773,Other,Rural,32.27,,,35.2
14613,County_14613,Indiana,Urban,30.66,43.05,16.46,35.11
10859,County_10859,Georgia,Rural,19.18,21.64,9.52,24.26
6515,County_6515,Colorado,Urban,16.3,21.56,5.45,20.39
48991,County_48991,West Virginia,Urban,29.27,41.78,15.01,33.04
29659,County_29659,New Hampshire,Rural,24.63,30.95,,33.46
29745,County_29745,New Hampshire,Rural,25.65,37.43,9.69,
24811,County_24811,Mississippi,Urban,18.33,26.32,9.08,19.31
32703,County_32703,New York,Rural,12.97,17.91,,19.35
38337,County_38337,Pennsylvania,Urban,37.12,48.91,18.51,53.36
32653,County_32653,New York,Rural,21.55,28.76,6.71,32.69
56825,County_56825,Other,Rural,34.39,46.03,14.45,39.63
26001,County_26001,Montana,Rural,25.66,31.37,10.81,34.55
51065,County_51065,Other,Urban,17.81,25.29,8.59,15.94
46979,County_46979,Virginia,Rural,25.26,34.02,11.43,25.92
47107,County_47107,Washington,Rural,17.68,25.94,6.09,14.88
9565,County_9565,Florida,Rural,22.97,33.06,11.76,31.64
22219,County_22219,Michigan,Rural,38.05,49.77,17.48,47.07
14733,County_14733,Indiana,Urban,23.51,31.94,12.2,26.8
9585,County_9585,Florida,Urban,24.71,35.12,13.04,28.5
41429,County_41429,South Dakota,Urban,35.26,44.27,13.54,51.79
17711,County_17711,Kentucky,Rural,19.45,27.12,8.97,16.54
46469,County_46469,Virginia,Rural,29.57,38.14,13.23,42.78
42921,County_42921,Tennessee,Suburban/Small City,25.89,34.03,8.33,29.9
5917,County_5917,California,Rural,24.27,30.93,8.24,32.67
40539,County_40539,South Carolina,Rural,28.94,36.94,12.1,36.44
37645,County_37645,Oregon,Suburban/Small City,,38.49,10.68,28.99
40525,County_40525,South Carolina,Rural,39.57,51.56,16.72,53.4
45341,County_45341,Vermont,Rural,40.51,53.31,18.86,48.32
28079,County_28079,Nevada,Rural,9.88,11.71,2.57,3.12
26277,County_26277,Montana,Rural,33.75,44.09,12.12,49.6
11117,County_11117,Hawaii,Rural,25.51,33.75,12.34,36.82
17073,County_17073,Kentucky,Rural,24.88,32.26,12.31,28.21
42227,County_42227,Tennessee,Urban,36.31,49.16,17.78,40.84
2443,County_2443,Alaska,Rural,8.9,11.01,4.1,8.89
22399,County_22399,Michigan,Urban,13.09,18.44,6.41,10.56
14007,County_14007,Indiana,Rural,10.41,14.93,3.9,10.45
49217,County_49217,Wisconsin,Urban,23.47,29.68,10.55,30.6
45937,County_45937,Vermont,Rural,18.86,23.57,7.62,31.64
18515,County_18515,Louisiana,Urban,29.23,34.12,10.17,35.83
28891,County_28891,Nevada,Urban,33.19,42.85,,44.36
14785,County_14785,Indiana,Suburban/Small City,12.45,15.74,4.84,21.53
15665,County_15665,Iowa,Rural,20.41,28.39,9.1,28.29
33447,County_33447,North Carolina,Urban,24.96,33.22,9.26,28.93
38635,County_38635,Pennsylvania,Rural,28.0,33.9,12.65,33.16
38803,County_38803,Pennsylvania,Urban,30.94,41.02,12.7,42.86
40557,County_40557,South Carolina,Rural,9.63,10.72,3.84,6.44
17159,County_17159,Kentucky,Rural,31.99,42.78,17.1,42.27
34889,County_34889,North Dakota,Rural,,57.03,19.21,55.71
8871,County_8871,Delaware,Rural,31.02,41.59,13.05,28.58
27349,County_27349,Nebraska,Suburban/Small City,10.53,16.61,6.4,6.33
52907,County_52907,Other,Urban,17.51,20.25,6.21,26.11
52523,County_52523,Other,Rural,36.81,46.78,16.36,46.99
5333,County_5333,California,Rural,37.62,53.47,13.83,48.52
22355,County_22355,Michigan,Rural,24.18,34.82,10.22,23.12
52847,County_52847,Other,Rural,30.9,42.23,17.16,39.18
19619,County_19619,Maine,Urban,23.91,27.15,10.57,24.27
52977,County_52977,Other,Urban,43.02,54.74,20.77,54.44
25819,County_25819,Missouri,Rural,30.75,41.45,15.1,41.92
26525,County_26525,Montana,Rural,16.96,25.47,8.3,19.24
13805,County_13805,Illinois,Rural,25.18,34.58,11.22,30.31
1187,County_1187,Alabama,Rural,21.57,26.62,11.45,27.65
11949,County_11949,Hawaii,Rural,32.32,45.17,16.69,48.62
50827,County_50827,Wyoming,Rural,35.65,,18.88,
7821,County_7821,Connecticut,Rural,13.81,17.97,6.22,12.83
56493,County_56493,Other,Urban,30.92,39.92,16.86,40.03
6479,County_6479,Colorado,Urban,16.75,20.8,6.06,10.01
20805,County_20805,Maryland,Rural,27.67,35.21,11.43,36.25
32785,County_32785,New York,Urban,35.8,46.41,14.45,46.04
48541,County_48541,West Virginia,Rural,22.13,28.72,9.37,30.32
30333,County_30333,New Jersey,Rural,29.88,38.32,10.46,41.48
14249,County_14249,Indiana,Rural,27.88,34.42,12.61,38.68
5997,County_5997,California,Rural,20.49,24.01,9.21,28.27
56053,County_56053,Other,Urban,31.34,42.0,15.03,41.65
11687,County_11687,Hawaii,Urban,,52.85,16.54,49.2
44629,County_44629,Utah,Rural,28.13,38.75,11.23,34.92
19907,County_19907,Maine,Rural,17.12,21.08,7.29,16.86
35735,County_35735,Ohio,Rural,20.38,27.56,8.74,25.6
35135,County_35135,Ohio,Suburban/Small City,34.83,45.61,16.38,40.26
40193,County_40193,South Carolina,Rural,34.59,44.54,,47.76
20841,County_20841,Maryland,Rural,33.38,43.89,13.38,40.03
44715,County_44715,Utah,Rural,23.65,31.68,10.57,27.44
30083,County_30083,New Jersey,Urban,15.62,19.64,8.93,15.14
28359,County_28359,Nevada,Suburban/Small City,33.28,43.96,13.48,49.32
50765,County_50765,Wyoming,Rural,33.5,44.36,17.65,44.31
46071,County_46071,Virginia,Rural,41.94,52.85,19.55,53.41
6019,County_6019,Colorado,Rural,20.65,26.78,9.13,19.32
40393,County_40393,South Carolina,Rural,16.2,19.68,7.22,10.43
43589,County_43589,Texas,Rural,35.75,43.57,13.41,40.36
48121,County_48121,West Virginia,Rural,24.36,31.65,11.15,30.99
52263,County_52263,Other,Rural,34.33,44.46,15.5,41.57
56755,County_56755,Other,Rural,15.92,22.78,5.66,15.83
51983,County_51983,Other,Urban,12.71,13.18,5.93,14.58
36807,County_36807,Oklahoma,Rural,30.9,40.0,13.67,35.55
23421,County_23421,Minnesota,Rural,25.96,30.76,11.77,32.11
38731,County_38731,Pennsylvania,Rural,37.6,48.29,16.2,52.03
35463,County_35463,Ohio,Rural,29.87,40.18,15.74,37.21
19469,County_19469,Maine,Suburban/Small City,24.7,33.21,13.64,34.43
35409,County_35409,Ohio,Urban,25.72,38.27,8.58,27.13
26545,County_26545,Montana,Rural,18.75,25.2,5.14,22.95
19869,County_19869,Maine,Rural,30.58,40.42,12.03,47.0
8467,County_8467,Delaware,Rural,13.17,17.64,3.1,9.9
43421,County_43421,Texas,Rural,19.23,,6.12,26.57
51331,County_51331,Other,Urban,34.45,46.93,15.83,43.6
36919,County_36919,Oklahoma,Urban,35.2,48.2,13.67,52.0
14295,County_14295,Indiana,Rural,36.65,49.7,14.06,46.7
12475,County_12475,Idaho,Rural,41.43,52.38,19.6,50.98
13987,County_13987,Illinois,Urban,33.48,44.63,13.6,43.41
23427,County_23427,Minnesota,Rural,,35.11,9.94,31.55
43777,County_43777,Texas,Rural,34.0,42.83,14.47,46.08
22249,County_22249,Michigan,Suburban/Small City,29.04,36.48,14.58,40.49
10591,County_10591,Georgia,Urban,30.41,,13.53,40.14
40799,County_40799,South Carolina,Rural,22.07,28.43,9.13,
7967,County_7967,Connecticut,Rural,37.31,43.4,16.94,49.61
25235,County_25235,Missouri,Rural,35.27,46.22,16.22,47.42
41867,County_41867,South Dakota,Urban,33.7,45.46,15.05,39.31
8319,County_8319,Delaware,Rural,20.15,26.24,8.54,26.74
23749,County_23749,Minnesota,Urban,21.19,29.29,6.53,23.21
54769,County_54769,Other,Rural,10.8,12.03,5.66,11.11
20475,County_20475,Maryland,Urban,35.32,46.87,16.61,42.26
24885,County_24885,Mississippi,Rural,31.03,41.04,12.38,33.72
3879,County_3879,Arizona,Rural,28.53,35.16,11.48,39.19
21853,County_21853,Massachusetts,Suburban/Small City,19.28,25.33,6.14,17.24
13879,County_13879,Illinois,Urban,11.89,17.73,6.46,8.65
40759,County_40759,South Carolina,Rural,19.7,25.82,9.38,22.54
23517,County_23517,Minnesota,Rural,18.93,,9.6,22.26
1979,County_1979,Alabama,Rural,16.11,21.33,7.64,18.34
56163,County_56163,Other,Suburban/Small City,29.87,42.82,11.8,42.01
33407,County_33407,North Carolina,Rural,12.69,12.71,4.32,8.42
41877,County_41877,South Dakota,Urban,,33.31,11.77,26.82
32623,County_32623,New York,Urban,23.77,29.47,8.75,28.49
34743,County_34743,North Dakota,Rural,26.06,31.31,10.66,31.53
5809,County_5809,California,Urban,28.92,41.28,13.44,35.7
17323,County_17323,Kentucky,Urban,21.08,24.68,10.89,27.85
25501,County_25501,Missouri,Urban,22.79,27.95,10.59,27.53
10835,County_10835,Georgia,Urban,21.23,29.71,7.09,24.61
50497,County_50497,Wyoming,Rural,21.36,31.0,9.17,22.91
9447,County_9447,Florida,Suburban/Small City,25.26,30.97,11.06,42.48
20125,County_20125,Maryland,Urban,17.79,22.56,10.78,15.4
47563,County_47563,Washington,Urban,,34.03,11.11,29.36
48205,County_48205,West Virginia,Urban,9.8,12.42,4.29,5.33
56143,County_56143,Other,Rural,22.3,29.23,10.4,25.5
31751,County_31751,New Mexico,Urban,37.23,,16.4,
47265,County_47265,Washington,Rural,30.62,38.0,12.16,37.18
36909,County_36909,Oklahoma,Rural,34.55,47.12,16.5,41.48
40227,County_40227,South Carolina,Rural,22.27,28.02,8.85,25.62
8583,County_8583,Delaware,Rural,20.36,25.2,8.5,30.97
38065,County_38065,Pennsylvania,Rural,35.35,48.02,15.86,46.6
7337,County_7337,Connecticut,Suburban/Small City,19.9,21.32,9.99,18.08
37395,County_37395,Oregon,Rural,26.47,31.64,12.37,39.3
17013,County_17013,Kentucky,Urban,31.07,40.23,15.82,33.59
16575,County_16575,Kansas,Rural,27.29,36.56,11.81,28.03
55303,County_55303,Other,Rural,31.13,41.19,15.77,38.64
44851,County_44851,Utah,Urban,16.19,20.93,7.91,19.99
7581,County_7581,Connecticut,Urban,25.92,37.72,9.23,28.19
30553,County_30553,New Jersey,Urban,19.16,24.95,9.07,16.27
37665,County_37665,Oregon,Urban,11.04,18.47,,8.94
10801,County_10801,Georgia,Urban,32.6,42.31,15.01,34.28
35135,County_35135,Ohio,Suburban/Small City,29.54,38.66,12.2,46.17
16893,County_16893,Kansas,Rural,17.96,26.49,6.76,21.66
31677,County_31677,New Mexico,Rural,29.6,37.9,12.71,34.2
14075,County_14075,Indiana,Urban,28.67,34.9,15.65,32.51
37387,County_37387,Oregon,Rural,26.51,36.81,10.97,32.79
36517,County_36517,Oklahoma,Urban,30.75,40.85,10.89,40.7
12277,County_12277,Idaho,Rural,11.0,16.83,6.59,9.61
50843,County_50843,Wyoming,Suburban/Small City,23.09,33.33,9.77,22.87
9135,County_9135,Florida,Rural,25.37,34.56,10.68,31.38
8207,County_8207,Delaware,Urban,7.6,9.77,1.73,9.97
39049,County_39049,Rhode Island,Urban,15.73,21.46,8.87,21.22
41261,County_41261,South Dakota,Urban,22.16,27.92,7.03,28.32
13139,County_13139,Illinois,Urban,17.13,22.12,8.42,15.53
20047,County_20047,Maryland,Rural,29.07,38.83,12.96,38.38
27137,County_27137,Nebraska,Rural,37.55,51.41,18.67,50.28
47309,County_47309,Washington,Urban,33.35,46.36,15.79,40.03
49099,County_49099,Wisconsin,Urban,24.35,28.98,11.32,35.13
43795,County_43795,Texas,Rural,15.29,20.11,5.25,17.12
39211,County_39211,Rhode Island,Urban,18.73,21.82,9.4,24.12
54929,County_54929,Other,Rural,33.69,44.48,16.68,43.05
47339,County_47339,Washington,Urban,21.21,24.31,10.82,31.01
36579,County_36579,Oklahoma,Rural,38.52,50.07,,40.7
23013,County_23013,Minnesota,Urban,25.35,36.35,12.04,33.63
17645,County_17645,Kentucky,Urban,29.09,38.92,11.82,24.76
29905,County_29905,New Hampshire,Urban,40.5,55.26,16.71,60.52
49195,County_49195,Wisconsin,Urban,41.01,53.42,18.65,53.2
15475,County_15475,Iowa,Urban,21.13,25.25,10.46,26.68
41303,County_41303,South Dakota,Urban,,26.72,12.09,26.24
48069,County_48069,West Virginia,Rural,29.98,38.47,11.1,36.34
3505,County_3505,Arizona,Rural,25.26,33.09,13.2,25.78
5239,County_5239,California,Rural,37.14,46.05,15.44,45.57
47863,County_47863,Washington,Urban,20.4,24.61,8.42,12.13
27785,County_27785,Nebraska,Urban,12.74,14.31,3.59,9.47
52453,County_52453,Other,Rural,25.2,36.0,8.77,34.48
46507,County_46507,Virginia,Urban,25.53,35.81,11.22,24.9
19711,County_19711,Maine,Rural,22.68,31.16,10.24,24.33
37137,County_37137,Oregon,Suburban/Small City,19.62,23.34,10.42,12.78
34685,County_34685,North Dakota,Rural,28.38,37.97,11.33,33.2
4435,County_4435,Arkansas,Rural,21.22,25.93,9.43,22.89
31319,County_31319,New Mexico,Urban,26.71,34.58,11.95,33.37
52547,County_52547,Other,Rural,12.91,17.33,5.79,13.02
41329,County_41329,South Dakota,Rural,24.81,26.73,11.87,26.69
26821,County_26821,Montana,Urban,27.75,32.24,12.07,26.97
50687,County_50687,Wyoming,Rural,31.79,40.45,14.68,38.49
48047,County_48047,West Virginia,Rural,35.89,51.58,18.11,52.69
55911,County_55911,Other,Urban,26.38,33.84,10.32,30.6
6145,County_6145,Colorado,Rural,30.07,39.95,10.11,41.72
38629,County_38629,Pennsylvania,Rural,,13.87,2.91,13.66
49157,County_49157,Wisconsin,Rural,34.44,47.66,12.98,50.96
47037,County_47037,Washington,Rural,29.18,34.06,12.76,34.23
28765,County_28765,Nevada,Rural,38.41,52.01,16.3,50.05
1445,County_1445,Alabama,Rural,23.84,32.65,7.76,
9709,County_9709,Florida,Rural,29.6,,11.34,34.76
